
3 Mot inconnu : rEFInd => ====== rEFInd ====== | refind

474 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Choisir le démarrage normal. |    => suggestions : ['']

475 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Appuyer de nouveau sur la touche F2. |    => suggestions : ['']
475 Typographie des composés chimiques. =>   * Appuyer de nouveau sur la touche F2. | f2 => suggestions : ['F₂']
475 Mot inconnu : F2 =>   * Appuyer de nouveau sur la touche F2. | f2

476 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Constater que la ligne qui s'affiche commence par "ro blablabla...." |    => suggestions : ['']
476 Guillemets typographiques ouvrants. =>   * Constater que la ligne qui s'affiche commence par "ro blablabla...." | " => suggestions : ['«\xa0', '“']
476 Mot inconnu : ro =>   * Constater que la ligne qui s'affiche commence par "ro blablabla...." | ro
476 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Constater que la ligne qui s'affiche commence par "ro blablabla...." | .... => suggestions : ['…']
476 Guillemets typographiques fermants. =>   * Constater que la ligne qui s'affiche commence par "ro blablabla...." | " => suggestions : ['\xa0»', '”']

477 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Se positionner et modifier pour que la ligne devienne " ro recovery nomodeset blabla....." |    => suggestions : ['']
477 Guillemets isolés. =>   * Se positionner et modifier pour que la ligne devienne " ro recovery nomodeset blabla....." |  "  => suggestions : [' «\xa0', '\xa0» ', ' “', '” ']
477 Mot inconnu : ro =>   * Se positionner et modifier pour que la ligne devienne " ro recovery nomodeset blabla....." | ro
477 Mot inconnu : recovery =>   * Se positionner et modifier pour que la ligne devienne " ro recovery nomodeset blabla....." | recovery
477 Mot inconnu : nomodeset =>   * Se positionner et modifier pour que la ligne devienne " ro recovery nomodeset blabla....." | nomodeset
477 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Se positionner et modifier pour que la ligne devienne " ro recovery nomodeset blabla....." | ..... => suggestions : ['…']
477 Guillemets typographiques fermants. =>   * Se positionner et modifier pour que la ligne devienne " ro recovery nomodeset blabla....." | " => suggestions : ['\xa0»', '”']

478 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Se positionner tout à la fin de la ligne. Ne pas rester sur nomodeset car la modification ne sera pas prise en compte! |    => suggestions : ['']
478 Mot inconnu : nomodeset =>   * Se positionner tout à la fin de la ligne. Ne pas rester sur nomodeset car la modification ne sera pas prise en compte! | nomodeset
478 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. =>   * Se positionner tout à la fin de la ligne. Ne pas rester sur nomodeset car la modification ne sera pas prise en compte! |  car => suggestions : [', car']

479 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Faire entrée pour lancer le boot. |    => suggestions : ['']
479 Après le verbe “faire”, ce verbe devrait être à l’infinitif. =>   * Faire entrée pour lancer le boot. | entrée => suggestions : ['entrer']
479 Mot inconnu : boot =>   * Faire entrée pour lancer le boot. | boot

480 Mot inconnu : recovery => Aux dernières nouvelles, le concepteur va livrer l'option recovery. | recovery

481 Mot inconnu : Eoan => <note important>La version Ubuntu 19.10 “Eoan Ermine” inclut cette option    couplée à l'option NOMODESET</note> | eoan
481 Mot inconnu : Ermine => <note important>La version Ubuntu 19.10 “Eoan Ermine” inclut cette option    couplée à l'option NOMODESET</note> | ermine
481 Espace(s) surnuméraire(s) à supprimer. => <note important>La version Ubuntu 19.10 “Eoan Ermine” inclut cette option    couplée à l'option NOMODESET</note> |      => suggestions : [' ']
481 Mot inconnu : NOMODESET => <note important>La version Ubuntu 19.10 “Eoan Ermine” inclut cette option    couplée à l'option NOMODESET</note> | nomodeset

484 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est possible de choisir de vouloir booter tel ou tel OS automatiquement en fonction d'un créneau horaire (En fonction des jours n'est pas possible!). |    => suggestions : ['']
484 Mot inconnu : booter =>   * Il est possible de choisir de vouloir booter tel ou tel OS automatiquement en fonction d'un créneau horaire (En fonction des jours n'est pas possible!). | booter

486 Mot inconnu : booter => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | booter
486 Nombre ordinal singulier. Exemples : 2ᵉ, 3ᵉ, 4ᵉ… => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | 8ème => suggestions : ['8ᵉ']
486 Avec une unité de mesure, mettez un espace insécable. => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | 8 heures => suggestions : ['8\xa0heures']
486 Avec une unité de mesure, mettez un espace insécable. => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | 14 heures => suggestions : ['14\xa0heures']
486 Avec une unité de mesure, mettez un espace insécable. => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | 18 heures => suggestions : ['18\xa0heures']
486 Mot inconnu : bootera => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | bootera
486 Avec une unité de mesure, mettez un espace insécable. => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | 14 heures => suggestions : ['14\xa0heures']
486 Mot inconnu : bootera => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | bootera
486 Avec une unité de mesure, mettez un espace insécable. => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | 21 heures => suggestions : ['21\xa0heures']
486 Avec une unité de mesure, mettez un espace insécable. => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | 23 heures => suggestions : ['23\xa0heures']
486 Mot inconnu : bootera => Cet exemple permet booter le 8ème OS de la liste, sauf entre 8 heures et midi puis entre 14 heures et 18 heures 30 où cela bootera Windows. Entre midi et 14 heures, cela bootera le premier de la liste et entre 21 heures 45 et 23 heures 15, cela bootera le dernier qui avait été lancé auparavant. | bootera

495 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est aussi possible de faire des menus très personnalisés. Ce n'est pas si facile que cela. A titre d'exemple: |    => suggestions : ['']
495 Confusion probable : “a” est une forme conjuguée du verbe “avoir”. Pour la préposition, écrivez “à”. =>   * Il est aussi possible de faire des menus très personnalisés. Ce n'est pas si facile que cela. A titre d'exemple: | a => suggestions : ['À']

498 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     menuentry "Installer Windows edition familliale " { |      => suggestions : ['']
498 Mot inconnu : menuentry =>     menuentry "Installer Windows edition familliale " { | menuentry
498 Guillemets typographiques ouvrants. =>     menuentry "Installer Windows edition familliale " { | " => suggestions : ['«\xa0', '“']
498 Mot inconnu : edition =>     menuentry "Installer Windows edition familliale " { | edition
498 Mot inconnu : familliale =>     menuentry "Installer Windows edition familliale " { | familliale
498 Guillemets isolés. =>     menuentry "Installer Windows edition familliale " { |  "  => suggestions : [' «\xa0', '\xa0» ', ' “', '” ']

499 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     icon \EFI\refind\icons\os_win.png |      => suggestions : ['']
499 Mot inconnu : icon =>     icon \EFI\refind\icons\os_win.png | icon
499 Mot inconnu : EFI =>     icon \EFI\refind\icons\os_win.png | efi
499 Mot inconnu : refind =>     icon \EFI\refind\icons\os_win.png | refind
499 Mot inconnu : icons =>     icon \EFI\refind\icons\os_win.png | icons
499 Mot inconnu : os_win =>     icon \EFI\refind\icons\os_win.png | os_win

500 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     volume "INSTWIN1607" |      => suggestions : ['']
500 Guillemets typographiques ouvrants. =>     volume "INSTWIN1607" | " => suggestions : ['«\xa0', '“']
500 Mot inconnu : INSTWIN1607 =>     volume "INSTWIN1607" | instwin1607
500 Guillemets typographiques fermants. =>     volume "INSTWIN1607" | " => suggestions : ['\xa0»', '”']

501 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ostype "Windows"  |      => suggestions : ['']
501 Mot inconnu : ostype =>     ostype "Windows"  | ostype
501 Guillemets typographiques ouvrants. =>     ostype "Windows"  | " => suggestions : ['«\xa0', '“']
501 Guillemets typographiques fermants. =>     ostype "Windows"  | " => suggestions : ['\xa0»', '”']
501 Espace(s) en fin de ligne à supprimer. =>     ostype "Windows"  |   => suggestions : ['']

502 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     loader \EFI\Boot\bootx64.efi  |      => suggestions : ['']
502 Mot inconnu : EFI =>     loader \EFI\Boot\bootx64.efi  | efi
502 Mot inconnu : Boot =>     loader \EFI\Boot\bootx64.efi  | boot
502 Mot inconnu : bootx64 =>     loader \EFI\Boot\bootx64.efi  | bootx64
502 Mot inconnu : efi =>     loader \EFI\Boot\bootx64.efi  | efi
502 Espace(s) en fin de ligne à supprimer. =>     loader \EFI\Boot\bootx64.efi  |   => suggestions : ['']

503 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     } |      => suggestions : ['']

505 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     menuentry "ubuntu" { |      => suggestions : ['']
505 Mot inconnu : menuentry =>     menuentry "ubuntu" { | menuentry
505 Guillemets typographiques ouvrants. =>     menuentry "ubuntu" { | " => suggestions : ['«\xa0', '“']
505 Guillemets typographiques fermants. =>     menuentry "ubuntu" { | " => suggestions : ['\xa0»', '”']

506 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     icon     /EFI/refind/icons/os_linuxmint.png |      => suggestions : ['']
506 Mot inconnu : icon =>     icon     /EFI/refind/icons/os_linuxmint.png | icon
506 Espace(s) surnuméraire(s) à supprimer. =>     icon     /EFI/refind/icons/os_linuxmint.png |       => suggestions : [' ']
506 Mot inconnu : EFI =>     icon     /EFI/refind/icons/os_linuxmint.png | efi
506 Mot inconnu : refind =>     icon     /EFI/refind/icons/os_linuxmint.png | refind
506 Mot inconnu : icons =>     icon     /EFI/refind/icons/os_linuxmint.png | icons
506 Mot inconnu : os_linuxmint =>     icon     /EFI/refind/icons/os_linuxmint.png | os_linuxmint

507 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     volume   ubuntu1904 |      => suggestions : ['']
507 Espace(s) surnuméraire(s) à supprimer. =>     volume   ubuntu1904 |     => suggestions : [' ']
507 Mot inconnu : ubuntu1904 =>     volume   ubuntu1904 | ubuntu1904

508 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     loader   /boot/vmlinuz-5.0.0-13-generic  |      => suggestions : ['']
508 Espace(s) surnuméraire(s) à supprimer. =>     loader   /boot/vmlinuz-5.0.0-13-generic  |     => suggestions : [' ']
508 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. =>     loader   /boot/vmlinuz-5.0.0-13-generic  | -5 => suggestions : ['−5', '– 5', '— 5']
508 Espace(s) en fin de ligne à supprimer. =>     loader   /boot/vmlinuz-5.0.0-13-generic  |   => suggestions : ['']

509 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     initrd    /boot/initrd.img-5.0.0-13-generic  |      => suggestions : ['']
509 Mot inconnu : initrd =>     initrd    /boot/initrd.img-5.0.0-13-generic  | initrd
509 Espace(s) surnuméraire(s) à supprimer. =>     initrd    /boot/initrd.img-5.0.0-13-generic  |      => suggestions : [' ']
509 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. =>     initrd    /boot/initrd.img-5.0.0-13-generic  | -5 => suggestions : ['−5', '– 5', '— 5']
509 Espace(s) en fin de ligne à supprimer. =>     initrd    /boot/initrd.img-5.0.0-13-generic  |   => suggestions : ['']

510 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " |      => suggestions : ['']
510 Espace(s) surnuméraire(s) à supprimer. =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " |     => suggestions : [' ']
510 Guillemets typographiques ouvrants. =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " | " => suggestions : ['«\xa0', '“']
510 Mot inconnu : root =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " | root
510 Mot inconnu : UUID =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " | uuid
510 Mot inconnu : d5f72-5e3a-44db-8715-b11b2cf78dd2 =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " | d5f72-5e3a-44db-8715-b11b2cf78dd2
510 Mot inconnu : rw =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " | rw
510 Guillemets fermants. =>     options   "root=UUID=241d5f72-5e3a-44db-8715-b11b2cf78dd2 rw " |  " => suggestions : ['\xa0»', '”']

511 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     } |      => suggestions : ['']

514 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est aussi possible que l'EFI, malgré le secure boot désactivé, interdise la modification de la NVRAM. |    => suggestions : ['']
514 Mot inconnu : EFI =>   * Il est aussi possible que l'EFI, malgré le secure boot désactivé, interdise la modification de la NVRAM. | efi
514 Mot inconnu : secure =>   * Il est aussi possible que l'EFI, malgré le secure boot désactivé, interdise la modification de la NVRAM. | secure
514 Mot inconnu : boot =>   * Il est aussi possible que l'EFI, malgré le secure boot désactivé, interdise la modification de la NVRAM. | boot
514 Mot inconnu : NVRAM =>   * Il est aussi possible que l'EFI, malgré le secure boot désactivé, interdise la modification de la NVRAM. | nvram

516 Mot inconnu : use_nvram => Dans ce contexte, il faut positionner l'option use_nvram sur false, off ou 0 (seulement disponible à partir de la version 19.04).  | use_nvram
516 Mot inconnu : false => Dans ce contexte, il faut positionner l'option use_nvram sur false, off ou 0 (seulement disponible à partir de la version 19.04).  | false
516 Espace(s) en fin de ligne à supprimer. => Dans ce contexte, il faut positionner l'option use_nvram sur false, off ou 0 (seulement disponible à partir de la version 19.04).  |   => suggestions : ['']

518 Mot inconnu : rEFInd => ==== Utiliser rEFInd pour installer un autre O.S. sans utiliser une clé USB ==== | refind
518 Sigle. Il est recommandé d’ôter les points pour les sigles. (S’il s’agit d’un prénom et d’un nom, mettez un espace.) => ==== Utiliser rEFInd pour installer un autre O.S. sans utiliser une clé USB ==== | o.s. => suggestions : ['OS', 'O.\u202fS.']

520 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est possible de demander l'installation d'une version d'Ubuntu. Pour cela, il faut télécharger la version voulue, créer une partition **EXT4** de 2 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé sera l'équivalent de "essayer avant d'installer". |    => suggestions : ['']
520 Mot inconnu : EXT4 =>   * Il est possible de demander l'installation d'une version d'Ubuntu. Pour cela, il faut télécharger la version voulue, créer une partition **EXT4** de 2 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé sera l'équivalent de "essayer avant d'installer". | ext4
520 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * Il est possible de demander l'installation d'une version d'Ubuntu. Pour cela, il faut télécharger la version voulue, créer une partition **EXT4** de 2 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé sera l'équivalent de "essayer avant d'installer". | 2 go => suggestions : ['2\xa0Go']
520 Copier-coller pour la verbe ou l’action, copié-collé (et ses variantes) pour ce qui est copié-collé. =>   * Il est possible de demander l'installation d'une version d'Ubuntu. Pour cela, il faut télécharger la version voulue, créer une partition **EXT4** de 2 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé sera l'équivalent de "essayer avant d'installer". | copier/coller => suggestions : ['copier-coller', 'copié-collé', 'copiée-collée', 'copiés-collés', 'copiées-collées']
520 Guillemets typographiques ouvrants. =>   * Il est possible de demander l'installation d'une version d'Ubuntu. Pour cela, il faut télécharger la version voulue, créer une partition **EXT4** de 2 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé sera l'équivalent de "essayer avant d'installer". | " => suggestions : ['«\xa0', '“']
520 Guillemets typographiques fermants. =>   * Il est possible de demander l'installation d'une version d'Ubuntu. Pour cela, il faut télécharger la version voulue, créer une partition **EXT4** de 2 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé sera l'équivalent de "essayer avant d'installer". | " => suggestions : ['\xa0»', '”']

523 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est possible de demander l'installation d'une version de Windows . Pour cela, il faut télécharger la version voulue, créer une partition **FAT32** de 5 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé est celui de l'installateur Microsoft. |    => suggestions : ['']
523 Pas d’espace avant un point. =>   * Il est possible de demander l'installation d'une version de Windows . Pour cela, il faut télécharger la version voulue, créer une partition **FAT32** de 5 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé est celui de l'installateur Microsoft. |  . => suggestions : ['.']
523 Mot inconnu : FAT32 =>   * Il est possible de demander l'installation d'une version de Windows . Pour cela, il faut télécharger la version voulue, créer une partition **FAT32** de 5 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé est celui de l'installateur Microsoft. | fat32
523 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * Il est possible de demander l'installation d'une version de Windows . Pour cela, il faut télécharger la version voulue, créer une partition **FAT32** de 5 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé est celui de l'installateur Microsoft. | 5 go => suggestions : ['5\xa0Go']
523 Copier-coller pour la verbe ou l’action, copié-collé (et ses variantes) pour ce qui est copié-collé. =>   * Il est possible de demander l'installation d'une version de Windows . Pour cela, il faut télécharger la version voulue, créer une partition **FAT32** de 5 Go environ, ouvrir le fichier téléchargé avec l'application monteur d'image disque et copier/coller les répertoires trouvés dans la partition nouvellement créée ce qui nécessite d'avoir le droit d'écrire dedans. Le lancement proposé est celui de l'installateur Microsoft. | copier/coller => suggestions : ['copier-coller', 'copié-collé', 'copiée-collée', 'copiés-collés', 'copiées-collées']

526 Mot inconnu : Booter => ==== Booter une installation Ubuntu 32 bits avec un rEFInd 64 bits ==== | booter
526 Mot inconnu : rEFInd => ==== Booter une installation Ubuntu 32 bits avec un rEFInd 64 bits ==== | refind

530 Mot inconnu : Booter => ==== Booter avec une installation Windows bridée ==== | booter

533 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  L'installation de refind de façon classique a été faite. Cependant des problèmes persistent car le bios EFI est bridé pour ne lancer que windows.  |   => suggestions : ['']
533 Mot inconnu : refind =>  L'installation de refind de façon classique a été faite. Cependant des problèmes persistent car le bios EFI est bridé pour ne lancer que windows.  | refind
533 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. =>  L'installation de refind de façon classique a été faite. Cependant des problèmes persistent car le bios EFI est bridé pour ne lancer que windows.  |  car => suggestions : [', car']
533 Accord de nombre erroné : « bios » est au pluriel. =>  L'installation de refind de façon classique a été faite. Cependant des problèmes persistent car le bios EFI est bridé pour ne lancer que windows.  | le => suggestions : ['les']
533 Accord de nombre erroné : « bios » devrait être au singulier. =>  L'installation de refind de façon classique a été faite. Cependant des problèmes persistent car le bios EFI est bridé pour ne lancer que windows.  | bios => suggestions : ['bio']
533 Mot inconnu : EFI =>  L'installation de refind de façon classique a été faite. Cependant des problèmes persistent car le bios EFI est bridé pour ne lancer que windows.  | efi
533 Espace(s) en fin de ligne à supprimer. =>  L'installation de refind de façon classique a été faite. Cependant des problèmes persistent car le bios EFI est bridé pour ne lancer que windows.  |   => suggestions : ['']

535 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit refusée. |    => suggestions : ['']
535 Mot inconnu : rEFInd =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit refusée. | refind
535 Mot inconnu : NVRAM =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit refusée. | nvram

536 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit marquée "unknown". |    => suggestions : ['']
536 Mot inconnu : rEFInd =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit marquée "unknown". | refind
536 Mot inconnu : NVRAM =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit marquée "unknown". | nvram
536 Guillemets typographiques ouvrants. =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit marquée "unknown". | " => suggestions : ['«\xa0', '“']
536 Mot inconnu : unknown =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit marquée "unknown". | unknown
536 Guillemets typographiques fermants. =>   * Il est possible que la commande de création de l'entrée rEFInd dans la NVRAM soit marquée "unknown". | " => suggestions : ['\xa0»', '”']

537 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Il est possible que tout soit bon et pourtant c'est Windows qui mette en route! |    => suggestions : ['']

539 Mot inconnu : boot => La solution classique est de se faire passer pour Windows. De déplacer le fichier de boot de Windows et de prendre en charge le lancement de ce nouveau fichier.  | boot
539 Espace(s) en fin de ligne à supprimer. => La solution classique est de se faire passer pour Windows. De déplacer le fichier de boot de Windows et de prendre en charge le lancement de ce nouveau fichier.  |   => suggestions : ['']

540 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Booter avec le support d'installation et choisir essayer avant d'installer. Ouvrez un terminal. |    => suggestions : ['']
540 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Booter avec le support d'installation et choisir essayer avant d'installer. Ouvrez un terminal. |  -  => suggestions : [' – ', ' — ', ' − ']
540 Mot inconnu : Booter =>   - Booter avec le support d'installation et choisir essayer avant d'installer. Ouvrez un terminal. | booter

541 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Identifier la partition de boot avec cette commande : **sudo blkid | grep vfat** Ne pas confondre avec celle du support USB! |    => suggestions : ['']
541 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Identifier la partition de boot avec cette commande : **sudo blkid | grep vfat** Ne pas confondre avec celle du support USB! |  -  => suggestions : [' – ', ' — ', ' − ']
541 Mot inconnu : boot =>   - Identifier la partition de boot avec cette commande : **sudo blkid | grep vfat** Ne pas confondre avec celle du support USB! | boot
541 Mot inconnu : sudo =>   - Identifier la partition de boot avec cette commande : **sudo blkid | grep vfat** Ne pas confondre avec celle du support USB! | sudo
541 Mot inconnu : blkid =>   - Identifier la partition de boot avec cette commande : **sudo blkid | grep vfat** Ne pas confondre avec celle du support USB! | blkid
541 Mot inconnu : grep =>   - Identifier la partition de boot avec cette commande : **sudo blkid | grep vfat** Ne pas confondre avec celle du support USB! | grep
541 Mot inconnu : vfat =>   - Identifier la partition de boot avec cette commande : **sudo blkid | grep vfat** Ne pas confondre avec celle du support USB! | vfat

542 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Monter la partition de boot avec une commande de ce style : **sudo mount -v /dev/XXXXXX /mnt** |    => suggestions : ['']
