1 Mot inconnu : Driv3r => ====== Driv3r (Driver 3) ====== | driv3r
73 Mot inconnu : driv3r => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | driv3r
73 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
73 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
73 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
73 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
73 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
73 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
73 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
73 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
73 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 1.1.0** m'a donné de bonnes performance mais apporte quelques bugs graphiques mineurs),  bouton "Ajouter", onglet "mes applications", "driv3r" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']

76 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M |    => suggestions : ['']
76 Mot inconnu : nVidia =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | nvidia
76 Mot inconnu : NV34 =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | nv34
76 Mot inconnu : GeForce =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | geforce
76 Mot inconnu : FX =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | fx
76 Mot inconnu : rev =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | rev
76 Mot inconnu : a1 =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | a1
76 Mot inconnu : AGPx8 =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | agpx8

81 Mot inconnu : FIXME => <note important>FIXME Que ce soit dans la version de démonstration ou le jeu complet vous aurez la musique, les voix mais **aucun bruitage**. Si vous trouvez la solution merci de l'indiquer ici.</note> | fixme

83 Mot inconnu : DirectX9 => ==== Installer DirectX9.0c ==== | directx9

85 Mot inconnu : DirectX => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | directx
85 Mot inconnu : wine => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | wine
85 Accord de nombre erroné avec « 27 » : « seul » devrait être au pluriel. => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | seul => suggestions : ['seuls']
85 Accord de genre erroné avec « performances ». => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | meilleurs => suggestions : ['meilleures']
85 Accord de genre erroné avec « meilleurs ». => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | performances => suggestions : []

87 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. |    => suggestions : ['']
87 S’il s’agit de la préposition « à », il faut accentuer la majuscule. =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | a => suggestions : ['À']
87 Mot inconnu : wine_directx =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | wine_directx
87 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. |  . => suggestions : ['. ', '.']
87 Mot inconnu : dll =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | dll
87 Mot inconnu : DllOverrides =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | dlloverrides
87 Mot inconnu : gedit =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | gedit
87 Mot inconnu : directx =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | directx
87 Mot inconnu : exe =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | exe
87 Incohérence probable avec “avez” : “télécharger” n’est pas un participe passé. =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | télécharger => suggestions : ['téléchargé']

88 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. |    => suggestions : ['']
88 Mot inconnu : wine =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | wine
88 Guillemets typographiques ouvrants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['«\xa0', '“']
88 Mot inconnu : wine =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | wine
88 Guillemets typographiques fermants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['\xa0»', '”']
88 Guillemets typographiques ouvrants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['«\xa0', '“']
88 Guillemets typographiques fermants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['\xa0»', '”']

89 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. |    => suggestions : ['']
89 Mot inconnu : directx =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | directx
89 Mot inconnu : exe =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | exe
89 Guillemets typographiques ouvrants. =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | " => suggestions : ['«\xa0', '“']
89 Mot inconnu : dx =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | dx
89 Guillemets typographiques fermants. =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | " => suggestions : ['\xa0»', '”']
91 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
91 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']
91 Mot inconnu : directx => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | directx
91 Mot inconnu : exe => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | exe
91 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
91 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']
91 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
91 Mot inconnu : Wine => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | wine
91 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']
91 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
91 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']

93 Mot inconnu : DirectX9 => === Installer DirectX9.0c sur Driv3r === | directx9
93 Mot inconnu : Driv3r => === Installer DirectX9.0c sur Driv3r === | driv3r

94 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. |    => suggestions : ['']
94 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | playonlinux
94 Mot inconnu : driv3r =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | driv3r
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Mot inconnu : wine =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | wine
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | playonlinux
94 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
94 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
94 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez driv3r dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | playonlinux

95 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** |    => suggestions : ['']
95 Mot inconnu : PlayOnLinux =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | playonlinux
95 Mot inconnu : wineprefix =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | wineprefix
95 Mot inconnu : driv3r =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | driv3r
95 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['\xa0»', '”']
95 Guillemets typographiques ouvrants. =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['«\xa0', '“']
95 Il manque un espace. =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | reg => suggestions : [' reg']
95 Guillemets typographiques fermants. =>   * Dans **".PlayOnLinux/wineprefix/driv3r"** éditer **"user.reg"**, trouver (touches [Control]+[F]) **"DllOverrides"**, en dessous de la ligne **[Software\\Wine\\DllOverrides]** effacer la première ligne et remplacer par la **liste de la page [[wine_directx]]** | " => suggestions : ['\xa0»', '”']
