1 Mot inconnu : SubRip => ====== SubRip ====== | subrip
224 Mot inconnu : nextCountReady =>       elif nextCountReady and l.isdigit(): | nextcountready
224 Mot inconnu : and =>       elif nextCountReady and l.isdigit(): | and
224 Mot inconnu : isdigit =>       elif nextCountReady and l.isdigit(): | isdigit

225 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         count += 1 |          => suggestions : ['']
225 Mot inconnu : count =>         count += 1 | count

226 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         Console.v("Reading SRT #" + str(l) + "\r", False) |          => suggestions : ['']
226 Il manque un espace avant la parenthèse. =>         Console.v("Reading SRT #" + str(l) + "\r", False) | ( => suggestions : [' (']
226 Guillemets typographiques ouvrants. =>         Console.v("Reading SRT #" + str(l) + "\r", False) | " => suggestions : ['«\xa0', '“']
226 Mot inconnu : Reading =>         Console.v("Reading SRT #" + str(l) + "\r", False) | reading
226 Mot inconnu : SRT =>         Console.v("Reading SRT #" + str(l) + "\r", False) | srt
226 Mot inconnu : str =>         Console.v("Reading SRT #" + str(l) + "\r", False) | str
226 Guillemets typographiques fermants. =>         Console.v("Reading SRT #" + str(l) + "\r", False) | " => suggestions : ['\xa0»', '”']
226 Mot inconnu : False =>         Console.v("Reading SRT #" + str(l) + "\r", False) | false

227 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         if int(l) != count: |          => suggestions : ['']
227 Mot inconnu : int =>         if int(l) != count: | int
227 Mot inconnu : count =>         if int(l) != count: | count

228 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           Console.nl() |            => suggestions : ['']

229 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) |            => suggestions : ['']
229 Il manque un espace avant la parenthèse. =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | ( => suggestions : [' (']
229 Guillemets typographiques ouvrants. =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | " => suggestions : ['«\xa0', '“']
229 Mot inconnu : SRT =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | srt
229 Mot inconnu : number =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | number
229 Mot inconnu : Found =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | found
229 Mot inconnu : str =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | str
229 Guillemets fermants. =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) |  " => suggestions : ['\xa0»', '”']
229 Mot inconnu : should =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | should
229 Mot inconnu : str =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | str
229 Il manque un espace avant la parenthèse. =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | ( => suggestions : [' (']
229 Mot inconnu : count =>           Console.w("Bad SRT number! Found: #" + str(l) + ", but should be #" + str(count)) | count

230 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         if el != None: |          => suggestions : ['']
230 Mot inconnu : el =>         if el != None: | el

231 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           if el.text == '': |            => suggestions : ['']
231 Mot inconnu : el =>           if el.text == '': | el
231 Mot inconnu : text =>           if el.text == '': | text

232 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             emptySub.append(count - 1) |              => suggestions : ['']
232 Mot inconnu : emptySub =>             emptySub.append(count - 1) | emptysub
232 Il manque un espace. =>             emptySub.append(count - 1) | append => suggestions : [' append']
232 Il manque un espace avant la parenthèse. =>             emptySub.append(count - 1) | ( => suggestions : [' (']
232 Mot inconnu : count =>             emptySub.append(count - 1) | count
232 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” s’il s’agit d’une soustraction [3] ou de représenter un nombre négatif [4].) =>             emptySub.append(count - 1) |  -  => suggestions : [' – ', ' — ', ' − ', ' −']

233 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           else: |            => suggestions : ['']
233 Mot inconnu : else =>           else: | else

234 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             self.elements.append(el) |              => suggestions : ['']
234 Mot inconnu : el =>             self.elements.append(el) | el

235 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         el = SubElement(0, 0, '') |          => suggestions : ['']
235 Mot inconnu : el =>         el = SubElement(0, 0, '') | el
235 Mot inconnu : SubElement =>         el = SubElement(0, 0, '') | subelement
235 Il manque un espace avant la parenthèse. =>         el = SubElement(0, 0, '') | ( => suggestions : [' (']

236 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         isJustNew = True |          => suggestions : ['']
236 Mot inconnu : isJustNew =>         isJustNew = True | isjustnew
236 Mot inconnu : True =>         isJustNew = True | true

237 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       else: |        => suggestions : ['']
237 Mot inconnu : else =>       else: | else

238 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         if not skip: |          => suggestions : ['']
238 Mot inconnu : not =>         if not skip: | not
238 Mot inconnu : skip =>         if not skip: | skip

239 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           skip = self.exclude(l) |            => suggestions : ['']
239 Mot inconnu : skip =>           skip = self.exclude(l) | skip
239 Mot inconnu : exclude =>           skip = self.exclude(l) | exclude

240 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         if skip: |          => suggestions : ['']
240 Mot inconnu : skip =>         if skip: | skip

241 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           Console.nl() |            => suggestions : ['']

242 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           Console.w("Skipping SRT '" + l + "'") |            => suggestions : ['']
242 Il manque un espace avant la parenthèse. =>           Console.w("Skipping SRT '" + l + "'") | ( => suggestions : [' (']
242 Guillemets typographiques ouvrants. =>           Console.w("Skipping SRT '" + l + "'") | " => suggestions : ['«\xa0', '“']
242 Mot inconnu : Skipping =>           Console.w("Skipping SRT '" + l + "'") | skipping
242 Mot inconnu : SRT =>           Console.w("Skipping SRT '" + l + "'") | srt

243 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         elif len(l) > 0: |          => suggestions : ['']
243 Mot inconnu : elif =>         elif len(l) > 0: | elif
243 Mot inconnu : len =>         elif len(l) > 0: | len

244 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           l = l.replace("", "œ")   \ |            => suggestions : ['']
244 Il manque un espace. =>           l = l.replace("", "œ")   \ | replace => suggestions : [' replace']
244 Il manque un espace avant la parenthèse. =>           l = l.replace("", "œ")   \ | ( => suggestions : [' (']
244 Guillemets typographiques ouvrants. =>           l = l.replace("", "œ")   \ | " => suggestions : ['«\xa0', '“']
244 Guillemets typographiques fermants. =>           l = l.replace("", "œ")   \ | " => suggestions : ['\xa0»', '”']

245 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("", "’")      \ |              => suggestions : ['']
245 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("", "’")      \ |  . => suggestions : ['. ', '.']
245 Il manque un espace avant la parenthèse. =>             .replace("", "’")      \ | ( => suggestions : [' (']

246 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("", "“")      \ |              => suggestions : ['']
246 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("", "“")      \ |  . => suggestions : ['. ', '.']
246 Il manque un espace avant la parenthèse. =>             .replace("", "“")      \ | ( => suggestions : [' (']

247 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("", "”")      \ |              => suggestions : ['']
247 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("", "”")      \ |  . => suggestions : ['. ', '.']
247 Il manque un espace avant la parenthèse. =>             .replace("", "”")      \ | ( => suggestions : [' (']

248 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("", "€")      \ |              => suggestions : ['']
248 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("", "€")      \ |  . => suggestions : ['. ', '.']
248 Il manque un espace avant la parenthèse. =>             .replace("", "€")      \ | ( => suggestions : [' (']

249 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("´´", '"')      \ |              => suggestions : ['']
249 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("´´", '"')      \ |  . => suggestions : ['. ', '.']
249 Il manque un espace avant la parenthèse. =>             .replace("´´", '"')      \ | ( => suggestions : [' (']

250 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("´", "'")       \ |              => suggestions : ['']
250 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("´", "'")       \ |  . => suggestions : ['. ', '.']
250 Il manque un espace avant la parenthèse. =>             .replace("´", "'")       \ | ( => suggestions : [' (']

251 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("....", "…")    \ |              => suggestions : ['']
251 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("....", "…")    \ |  . => suggestions : ['. ', '.']
251 Il manque un espace avant la parenthèse. =>             .replace("....", "…")    \ | ( => suggestions : [' (']
251 Typographie : points de suspension. Utilisez le caractère dédié. =>             .replace("....", "…")    \ | .... => suggestions : ['…']
251 Guillemets typographiques fermants. =>             .replace("....", "…")    \ | " => suggestions : ['\xa0»', '”']
251 Guillemets typographiques fermants. =>             .replace("....", "…")    \ | " => suggestions : ['\xa0»', '”']

252 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace("...", "…")     \ |              => suggestions : ['']
252 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace("...", "…")     \ |  . => suggestions : ['. ', '.']
252 Il manque un espace avant la parenthèse. =>             .replace("...", "…")     \ | ( => suggestions : [' (']
252 Typographie : points de suspension. Utilisez le caractère dédié. =>             .replace("...", "…")     \ | ... => suggestions : ['…']
252 Guillemets typographiques fermants. =>             .replace("...", "…")     \ | " => suggestions : ['\xa0»', '”']
252 Guillemets typographiques fermants. =>             .replace("...", "…")     \ | " => suggestions : ['\xa0»', '”']

253 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>             .replace(". . .", "…") |              => suggestions : ['']
253 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>             .replace(". . .", "…") |  . => suggestions : ['. ', '.']
253 Il manque un espace avant la parenthèse. =>             .replace(". . .", "…") | ( => suggestions : [' (']
253 Pas d’espace avant un point. =>             .replace(". . .", "…") |  . => suggestions : ['.']
253 Guillemets typographiques fermants. =>             .replace(". . .", "…") | " => suggestions : ['\xa0»', '”']
253 Guillemets typographiques fermants. =>             .replace(". . .", "…") | " => suggestions : ['\xa0»', '”']

254 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           l = self.applyLanguageOnLine(l) |            => suggestions : ['']
254 Mot inconnu : applyLanguageOnLine =>           l = self.applyLanguageOnLine(l) | applylanguageonline

255 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>           el.appendLine(l) |            => suggestions : ['']
255 Mot inconnu : el =>           el.appendLine(l) | el
255 Mot inconnu : appendLine =>           el.appendLine(l) | appendline

256 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         nextCountReady = True |          => suggestions : ['']
256 Mot inconnu : nextCountReady =>         nextCountReady = True | nextcountready
256 Mot inconnu : True =>         nextCountReady = True | true

257 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>      |      => suggestions : ['']

258 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     if el != None and len(str(el)) > 0: |      => suggestions : ['']
258 Mot inconnu : el =>     if el != None and len(str(el)) > 0: | el
258 Mot inconnu : and =>     if el != None and len(str(el)) > 0: | and
258 Mot inconnu : len =>     if el != None and len(str(el)) > 0: | len
258 Il manque un espace avant la parenthèse. =>     if el != None and len(str(el)) > 0: | ( => suggestions : [' (']
258 Mot inconnu : str =>     if el != None and len(str(el)) > 0: | str
258 Mot inconnu : el =>     if el != None and len(str(el)) > 0: | el

259 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       self.elements.append(el) |        => suggestions : ['']
259 Mot inconnu : el =>       self.elements.append(el) | el

260 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>      |      => suggestions : ['']

261 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') |      => suggestions : ['']
261 Il manque un espace avant la parenthèse. =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | ( => suggestions : [' (']
261 Mot inconnu : Parsing =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | parsing
261 Mot inconnu : complete =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | complete
261 Mot inconnu : str =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | str
261 Il manque un espace avant la parenthèse. =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | ( => suggestions : [' (']
261 Mot inconnu : len =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | len
261 Il manque un espace avant la parenthèse. =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | ( => suggestions : [' (']
261 Mot inconnu : elements =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | elements
261 Mot inconnu : subtitles =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | subtitles
261 Mot inconnu : found =>     Console.v('Parsing complete: ' + str(len(self.elements)) + ' subtitles found!') | found

262 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) |      => suggestions : ['']
262 Il manque un espace avant la parenthèse. =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | ( => suggestions : [' (']
262 Mot inconnu : str =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | str
262 Il manque un espace avant la parenthèse. =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | ( => suggestions : [' (']
262 Mot inconnu : len =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | len
262 Il manque un espace avant la parenthèse. =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | ( => suggestions : [' (']
262 Mot inconnu : emptySub =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | emptysub
262 Mot inconnu : subtitles =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | subtitles
262 Mot inconnu : were =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | were
262 Mot inconnu : empty =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | empty
262 Mot inconnu : str =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | str
262 Il manque un espace avant la parenthèse. =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | ( => suggestions : [' (']
262 Mot inconnu : emptySub =>     Console.v(str(len(emptySub)) + ' subtitles were empty: ' + str(emptySub)) | emptysub

263 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

264 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   def parseTime(self, time): |    => suggestions : ['']
264 Mot inconnu : def =>   def parseTime(self, time): | def
264 Mot inconnu : parseTime =>   def parseTime(self, time): | parsetime
264 Il manque un espace avant la parenthèse. =>   def parseTime(self, time): | ( => suggestions : [' (']
264 Mot inconnu : time =>   def parseTime(self, time): | time

265 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     r1  = time.split(":") |      => suggestions : ['']
265 Mot inconnu : r1 =>     r1  = time.split(":") | r1
265 Espace(s) surnuméraire(s) à supprimer. =>     r1  = time.split(":") |    => suggestions : [' ']
265 Mot inconnu : time =>     r1  = time.split(":") | time
265 Mot inconnu : split =>     r1  = time.split(":") | split
265 Il manque un espace avant la parenthèse. =>     r1  = time.split(":") | ( => suggestions : [' (']

266 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     h   = int(r1[0]) |      => suggestions : ['']
266 Espace(s) surnuméraire(s) à supprimer. =>     h   = int(r1[0]) |     => suggestions : [' ']
266 Mot inconnu : int =>     h   = int(r1[0]) | int
266 Il manque un espace avant la parenthèse. =>     h   = int(r1[0]) | ( => suggestions : [' (']
266 Mot inconnu : r1 =>     h   = int(r1[0]) | r1

267 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     m   = int(r1[1]) |      => suggestions : ['']
267 Espace(s) surnuméraire(s) à supprimer. =>     m   = int(r1[1]) |     => suggestions : [' ']
267 Mot inconnu : int =>     m   = int(r1[1]) | int
267 Il manque un espace avant la parenthèse. =>     m   = int(r1[1]) | ( => suggestions : [' (']
267 Mot inconnu : r1 =>     m   = int(r1[1]) | r1

268 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     r2  = r1[2].split(',') |      => suggestions : ['']
268 Mot inconnu : r2 =>     r2  = r1[2].split(',') | r2
268 Espace(s) surnuméraire(s) à supprimer. =>     r2  = r1[2].split(',') |    => suggestions : [' ']
268 Mot inconnu : r1 =>     r2  = r1[2].split(',') | r1
268 Mot inconnu : split =>     r2  = r1[2].split(',') | split
268 Il manque un espace avant la parenthèse. =>     r2  = r1[2].split(',') | ( => suggestions : [' (']

269 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     s   = int(r2[0]) |      => suggestions : ['']
269 Espace(s) surnuméraire(s) à supprimer. =>     s   = int(r2[0]) |     => suggestions : [' ']
269 Mot inconnu : int =>     s   = int(r2[0]) | int
269 Il manque un espace avant la parenthèse. =>     s   = int(r2[0]) | ( => suggestions : [' (']
269 Mot inconnu : r2 =>     s   = int(r2[0]) | r2

270 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ms  = int(r2[1]) |      => suggestions : ['']
270 Espace(s) surnuméraire(s) à supprimer. =>     ms  = int(r2[1]) |    => suggestions : [' ']
270 Mot inconnu : int =>     ms  = int(r2[1]) | int
270 Il manque un espace avant la parenthèse. =>     ms  = int(r2[1]) | ( => suggestions : [' (']
270 Mot inconnu : r2 =>     ms  = int(r2[1]) | r2

271 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     return ((h * 60 + m) * 60 + s) * 1000 + ms |      => suggestions : ['']
271 Mot inconnu : return =>     return ((h * 60 + m) * 60 + s) * 1000 + ms | return

272 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

273 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   def applyLanguageOnLine(self, line): |    => suggestions : ['']
273 Mot inconnu : def =>   def applyLanguageOnLine(self, line): | def
273 Mot inconnu : applyLanguageOnLine =>   def applyLanguageOnLine(self, line): | applylanguageonline
273 Il manque un espace avant la parenthèse. =>   def applyLanguageOnLine(self, line): | ( => suggestions : [' (']
273 Mot inconnu : line =>   def applyLanguageOnLine(self, line): | line

274 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     return line |      => suggestions : ['']
274 Mot inconnu : return =>     return line | return
274 Mot inconnu : line =>     return line | line

275 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

276 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   def exclude(self, line): |    => suggestions : ['']
276 Mot inconnu : def =>   def exclude(self, line): | def
276 Mot inconnu : exclude =>   def exclude(self, line): | exclude
276 Il manque un espace avant la parenthèse. =>   def exclude(self, line): | ( => suggestions : [' (']
276 Mot inconnu : line =>   def exclude(self, line): | line

277 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     l = line.lower() |      => suggestions : ['']
277 Mot inconnu : line =>     l = line.lower() | line
277 Mot inconnu : lower =>     l = line.lower() | lower

278 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     for x in exclusion: |      => suggestions : ['']

279 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       if l.find(x) != -1: |        => suggestions : ['']
279 Mot inconnu : find =>       if l.find(x) != -1: | find
279 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. =>       if l.find(x) != -1: | -1 => suggestions : ['−1', '– 1', '— 1']

280 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         return True |          => suggestions : ['']
280 Mot inconnu : return =>         return True | return
280 Mot inconnu : True =>         return True | true

281 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     return False |      => suggestions : ['']
281 Mot inconnu : return =>     return False | return
281 Mot inconnu : False =>     return False | false

283 Mot inconnu : class => class Srt2Ass: | class
283 Mot inconnu : Srt2Ass => class Srt2Ass: | srt2ass

284 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

285 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   def __init__(self, srt, fregular, fsize, delete): |    => suggestions : ['']
285 Mot inconnu : def =>   def __init__(self, srt, fregular, fsize, delete): | def
285 Mot inconnu : __init__ =>   def __init__(self, srt, fregular, fsize, delete): | __init__
285 Il manque un espace avant la parenthèse. =>   def __init__(self, srt, fregular, fsize, delete): | ( => suggestions : [' (']
285 Mot inconnu : srt =>   def __init__(self, srt, fregular, fsize, delete): | srt
285 Mot inconnu : fregular =>   def __init__(self, srt, fregular, fsize, delete): | fregular
285 Mot inconnu : fsize =>   def __init__(self, srt, fregular, fsize, delete): | fsize
285 Mot inconnu : delete =>   def __init__(self, srt, fregular, fsize, delete): | delete

286 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ass = srt.replace('.srt', '.ass') |      => suggestions : ['']
286 Mot inconnu : ass =>     ass = srt.replace('.srt', '.ass') | ass
286 Mot inconnu : srt =>     ass = srt.replace('.srt', '.ass') | srt
286 Il manque un espace. =>     ass = srt.replace('.srt', '.ass') | replace => suggestions : [' replace']
286 Il manque un espace avant la parenthèse. =>     ass = srt.replace('.srt', '.ass') | ( => suggestions : [' (']
286 Mot inconnu : srt =>     ass = srt.replace('.srt', '.ass') | srt
286 Mot inconnu : ass =>     ass = srt.replace('.srt', '.ass') | ass

287 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     subs = SubRipReader(srt) |      => suggestions : ['']
287 Mot inconnu : subs =>     subs = SubRipReader(srt) | subs
287 Mot inconnu : SubRipReader =>     subs = SubRipReader(srt) | subripreader
287 Il manque un espace avant la parenthèse. =>     subs = SubRipReader(srt) | ( => suggestions : [' (']
287 Mot inconnu : srt =>     subs = SubRipReader(srt) | srt

288 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) |      => suggestions : ['']
288 Mot inconnu : AdvancedSubStationAlphaWriter =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) | advancedsubstationalphawriter
288 Il manque un espace avant la parenthèse. =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) | ( => suggestions : [' (']
288 Mot inconnu : ass =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) | ass
288 Mot inconnu : subs =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) | subs
288 Mot inconnu : elements =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) | elements
288 Mot inconnu : fregular =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) | fregular
288 Mot inconnu : fsize =>     AdvancedSubStationAlphaWriter(ass, subs.elements, fregular, fsize) | fsize

289 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     if delete: |      => suggestions : ['']
289 Mot inconnu : delete =>     if delete: | delete

290 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       Console.l("Removing " + srt + "…") |        => suggestions : ['']
290 Il manque un espace avant la parenthèse. =>       Console.l("Removing " + srt + "…") | ( => suggestions : [' (']
290 Guillemets typographiques ouvrants. =>       Console.l("Removing " + srt + "…") | " => suggestions : ['«\xa0', '“']
290 Mot inconnu : Removing =>       Console.l("Removing " + srt + "…") | removing
290 Guillemets isolés. =>       Console.l("Removing " + srt + "…") |  "  => suggestions : [' «\xa0', '\xa0» ', ' “', '” ']
290 Mot inconnu : srt =>       Console.l("Removing " + srt + "…") | srt
290 Guillemets typographiques fermants. =>       Console.l("Removing " + srt + "…") | " => suggestions : ['\xa0»', '”']

291 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       os.remove(srt) |        => suggestions : ['']
291 Mot inconnu : remove =>       os.remove(srt) | remove
291 Il manque un espace avant la parenthèse. =>       os.remove(srt) | ( => suggestions : [' (']
291 Mot inconnu : srt =>       os.remove(srt) | srt

293 Mot inconnu : __name__ => if __name__ == "__main__": | __name__
