
4 Mot inconnu : Plank => ====== Plank ====== | plank
267 Guillemets typographiques ouvrants. =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | " => suggestions : ['«\xa0', '“']
267 Mot inconnu : Categories =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | categories
267 Mot inconnu : Network =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | network
267 Guillemets typographiques fermants. =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | " => suggestions : ['\xa0»', '”']
267 Guillemets typographiques ouvrants. =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | " => suggestions : ['«\xa0', '“']
267 Guillemets typographiques fermants. =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | " => suggestions : ['\xa0»', '”']
267 Guillemets typographiques ouvrants. =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | " => suggestions : ['«\xa0', '“']
267 Accord de nombre erroné avec « la catégorie » : « Autres » devrait être au singulier. =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | autres => suggestions : ['Autre']
267 Guillemets typographiques fermants. =>     - La ligne "Categories=Network" affichera votre icône dans la catégorie "Internet" de votre menu. Si vous la laissez libre, votre icône s'affichera dans la catégorie "Autres". Si vous la supprimez totalement, l’icône de votre site internet n'apparaîtra pas dans le menu des applications. La liste des catégories disponibles [[https://standards.freedesktop.org/menu-spec/latest/apa.html|est ici]]. | " => suggestions : ['\xa0»', '”']

269 Mot inconnu : Whisker => ====Ajouter le menu Whisker de Xubuntu dans Plank==== | whisker
269 Mot inconnu : Xubuntu => ====Ajouter le menu Whisker de Xubuntu dans Plank==== | xubuntu
269 Mot inconnu : Plank => ====Ajouter le menu Whisker de Xubuntu dans Plank==== | plank

270 Mot inconnu : Whisker => Le menu Whisker est propre à Xubuntu. Il ne marche normalement que dans un tableau de bord, mais on peut lui créer un lanceur qu'on placera ensuite dans plank.  | whisker
270 Mot inconnu : Xubuntu => Le menu Whisker est propre à Xubuntu. Il ne marche normalement que dans un tableau de bord, mais on peut lui créer un lanceur qu'on placera ensuite dans plank.  | xubuntu
270 Mot inconnu : plank => Le menu Whisker est propre à Xubuntu. Il ne marche normalement que dans un tableau de bord, mais on peut lui créer un lanceur qu'on placera ensuite dans plank.  | plank
270 Espace(s) en fin de ligne à supprimer. => Le menu Whisker est propre à Xubuntu. Il ne marche normalement que dans un tableau de bord, mais on peut lui créer un lanceur qu'on placera ensuite dans plank.  |   => suggestions : ['']

272 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => **A - En créant un lanceur sur le __bureau__**  |  -  => suggestions : [' – ', ' — ', ' − ']
272 Mot inconnu : __bureau__ => **A - En créant un lanceur sur le __bureau__**  | __bureau__
272 Espace(s) en fin de ligne à supprimer. => **A - En créant un lanceur sur le __bureau__**  |   => suggestions : ['']

275 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Clic droit sur le bureau > "Créer un Lanceur". |    => suggestions : ['']
275 Guillemets typographiques ouvrants. =>   * Clic droit sur le bureau > "Créer un Lanceur". | " => suggestions : ['«\xa0', '“']
275 Guillemets typographiques fermants. =>   * Clic droit sur le bureau > "Créer un Lanceur". | " => suggestions : ['\xa0»', '”']

276 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Renseigner un nom et un commentaire de votre choix ("Menu", par exemple). |    => suggestions : ['']
276 Guillemets typographiques ouvrants. =>   * Renseigner un nom et un commentaire de votre choix ("Menu", par exemple). | " => suggestions : ['«\xa0', '“']
276 Guillemets typographiques fermants. =>   * Renseigner un nom et un commentaire de votre choix ("Menu", par exemple). | " => suggestions : ['\xa0»', '”']

277 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans le champs "Commande", indiquer **xfce4-popup-whiskermenu** (avec une option **-p** - l'affichage est un peu différent) |    => suggestions : ['']
277 Accord de nombre erroné : « champs » est au pluriel. =>   * Dans le champs "Commande", indiquer **xfce4-popup-whiskermenu** (avec une option **-p** - l'affichage est un peu différent) | le => suggestions : ['les']
277 Accord de nombre erroné : « champs » devrait être au singulier. =>   * Dans le champs "Commande", indiquer **xfce4-popup-whiskermenu** (avec une option **-p** - l'affichage est un peu différent) | champs => suggestions : ['champ']
277 Guillemets typographiques ouvrants. =>   * Dans le champs "Commande", indiquer **xfce4-popup-whiskermenu** (avec une option **-p** - l'affichage est un peu différent) | " => suggestions : ['«\xa0', '“']
277 Guillemets typographiques fermants. =>   * Dans le champs "Commande", indiquer **xfce4-popup-whiskermenu** (avec une option **-p** - l'affichage est un peu différent) | " => suggestions : ['\xa0»', '”']
277 Mot inconnu : xfce4-popup-whiskermenu =>   * Dans le champs "Commande", indiquer **xfce4-popup-whiskermenu** (avec une option **-p** - l'affichage est un peu différent) | xfce4-popup-whiskermenu
277 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * Dans le champs "Commande", indiquer **xfce4-popup-whiskermenu** (avec une option **-p** - l'affichage est un peu différent) |  -  => suggestions : [' – ', ' — ', ' − ']

278 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Cliquer sur "Icône", et indiquer celle qui vous convient (par exemple **xfce4-whiskermenu**, l’icône officielle). |    => suggestions : ['']
278 Guillemets typographiques ouvrants. =>   * Cliquer sur "Icône", et indiquer celle qui vous convient (par exemple **xfce4-whiskermenu**, l’icône officielle). | " => suggestions : ['«\xa0', '“']
278 Guillemets typographiques fermants. =>   * Cliquer sur "Icône", et indiquer celle qui vous convient (par exemple **xfce4-whiskermenu**, l’icône officielle). | " => suggestions : ['\xa0»', '”']
278 Mot inconnu : xfce4-whiskermenu =>   * Cliquer sur "Icône", et indiquer celle qui vous convient (par exemple **xfce4-whiskermenu**, l’icône officielle). | xfce4-whiskermenu

279 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enregistrer |    => suggestions : ['']

280 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Clic droit sur le lanceur > propriétés > permissions > cocher "Autoriser ce fichier à être exécuter comme un programme". |    => suggestions : ['']
280 Guillemets typographiques ouvrants. =>   * Clic droit sur le lanceur > propriétés > permissions > cocher "Autoriser ce fichier à être exécuter comme un programme". | " => suggestions : ['«\xa0', '“']
280 Après “être”, le verbe ne devrait pas être à l’infinitif. =>   * Clic droit sur le lanceur > propriétés > permissions > cocher "Autoriser ce fichier à être exécuter comme un programme". | exécuter => suggestions : ['exécutés', 'exécutées', 'exécuté', 'exécutée']
280 Guillemets typographiques fermants. =>   * Clic droit sur le lanceur > propriétés > permissions > cocher "Autoriser ce fichier à être exécuter comme un programme". | " => suggestions : ['\xa0»', '”']

281 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Placer le lanceur ou vous voulez, mais la logique est que vous le mettiez dans le dossier caché **~/.local/share/applications**. C'est ce dossier qui accueille normalement vos lanceurs spécifiques. |    => suggestions : ['']
281 Mot inconnu : share =>   * Placer le lanceur ou vous voulez, mais la logique est que vous le mettiez dans le dossier caché **~/.local/share/applications**. C'est ce dossier qui accueille normalement vos lanceurs spécifiques. | share

282 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Faite un drag & drop du lanceur depuis son dossier d'accueil vers le dock. |    => suggestions : ['']

284 Mot inconnu : whisker => Le menu whisker lancé via plank a une limite : vous ne pouvez plus accéder au menu des propriétés pour changer l'apparence et l'organisation du menu. Pour contourner cette limite, placez Whisker dans un panel Xfce > clic-droit sur son icône > propriétés, et paramétrer selon vos préférences : ce paramétrage sera repris par le menu lancé dans Plank. | whisker
284 Mot inconnu : plank => Le menu whisker lancé via plank a une limite : vous ne pouvez plus accéder au menu des propriétés pour changer l'apparence et l'organisation du menu. Pour contourner cette limite, placez Whisker dans un panel Xfce > clic-droit sur son icône > propriétés, et paramétrer selon vos préférences : ce paramétrage sera repris par le menu lancé dans Plank. | plank
284 Mot inconnu : Whisker => Le menu whisker lancé via plank a une limite : vous ne pouvez plus accéder au menu des propriétés pour changer l'apparence et l'organisation du menu. Pour contourner cette limite, placez Whisker dans un panel Xfce > clic-droit sur son icône > propriétés, et paramétrer selon vos préférences : ce paramétrage sera repris par le menu lancé dans Plank. | whisker
284 Mot inconnu : Xfce => Le menu whisker lancé via plank a une limite : vous ne pouvez plus accéder au menu des propriétés pour changer l'apparence et l'organisation du menu. Pour contourner cette limite, placez Whisker dans un panel Xfce > clic-droit sur son icône > propriétés, et paramétrer selon vos préférences : ce paramétrage sera repris par le menu lancé dans Plank. | xfce
284 Mot inconnu : Plank => Le menu whisker lancé via plank a une limite : vous ne pouvez plus accéder au menu des propriétés pour changer l'apparence et l'organisation du menu. Pour contourner cette limite, placez Whisker dans un panel Xfce > clic-droit sur son icône > propriétés, et paramétrer selon vos préférences : ce paramétrage sera repris par le menu lancé dans Plank. | plank

286 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => **B - En ajoutant un lanceur dans le __menu Whisker__** |  -  => suggestions : [' – ', ' — ', ' − ']
286 Mot inconnu : __menu => **B - En ajoutant un lanceur dans le __menu Whisker__** | __menu
286 Mot inconnu : Whisker__ => **B - En ajoutant un lanceur dans le __menu Whisker__** | whisker__

289 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    *  Clic droit sur le menu Whisker > "Modifier les applications". |     => suggestions : ['']
289 Mot inconnu : Whisker =>    *  Clic droit sur le menu Whisker > "Modifier les applications". | whisker
289 Guillemets typographiques ouvrants. =>    *  Clic droit sur le menu Whisker > "Modifier les applications". | " => suggestions : ['«\xa0', '“']
289 Guillemets typographiques fermants. =>    *  Clic droit sur le menu Whisker > "Modifier les applications". | " => suggestions : ['\xa0»', '”']

291 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *  Ajouter un lanceur.  |    => suggestions : ['']
291 Espace(s) en fin de ligne à supprimer. =>   *  Ajouter un lanceur.  |   => suggestions : ['']

293 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  __Nom du lanceur__: Menu Whisker |   => suggestions : ['']
293 Mot inconnu : __Nom =>  __Nom du lanceur__: Menu Whisker | __nom
293 Mot inconnu : lanceur__ =>  __Nom du lanceur__: Menu Whisker | lanceur__
293 Mot inconnu : Whisker =>  __Nom du lanceur__: Menu Whisker | whisker

295 Mot inconnu : __Description__ => __Description__: Lanceur d'applications | __description__

297 Mot inconnu : __Commande__ => __Commande__: xfce4-popup-whiskermenu | __commande__
297 Mot inconnu : xfce4-popup-whiskermenu => __Commande__: xfce4-popup-whiskermenu | xfce4-popup-whiskermenu

299 Mot inconnu : __Icone__ => __Icone__ : Mettre l'icone que votre choix | __icone__
299 Mot inconnu : icone => __Icone__ : Mettre l'icone que votre choix | icone

301 Mot inconnu : enregister => Puis **enregister** le lanceur créer. | enregister

303 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    *  Enfin,depuis le menu Whisker, faire un glisser/déposer du lanceur crée vers le dock . |     => suggestions : ['']
303 Il manque un espace. =>    *  Enfin,depuis le menu Whisker, faire un glisser/déposer du lanceur crée vers le dock . | depuis => suggestions : [' depuis']
303 Mot inconnu : Whisker =>    *  Enfin,depuis le menu Whisker, faire un glisser/déposer du lanceur crée vers le dock . | whisker

306 Mot inconnu : Plank => ====Créer plusieurs docks Plank==== | plank

315 Mot inconnu : __Premier => __Premier dock__ | __premier
315 Mot inconnu : dock__ => __Premier dock__ | dock__

317 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Nom : Plank |    => suggestions : ['']
317 Mot inconnu : Plank =>   * Nom : Plank | plank

318 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Commande : plank</file> |    => suggestions : ['']
318 Mot inconnu : plank =>   * Commande : plank</file> | plank

319 Mot inconnu : __Second => __Second dock__ | __second
319 Mot inconnu : dock__ => __Second dock__ | dock__

321 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Nom : Plank -n dock2 |    => suggestions : ['']
321 Mot inconnu : Plank =>   * Nom : Plank -n dock2 | plank
321 Il manque un espace à côté du tiret. =>   * Nom : Plank -n dock2 |  - => suggestions : [' – ', ' — ']
321 Mot inconnu : dock2 =>   * Nom : Plank -n dock2 | dock2

322 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Commande : plank -n dock2</file> |    => suggestions : ['']
322 Mot inconnu : plank =>   * Commande : plank -n dock2</file> | plank
322 Il manque un espace à côté du tiret. =>   * Commande : plank -n dock2</file> |  - => suggestions : [' – ', ' — ']
322 Mot inconnu : dock2 =>   * Commande : plank -n dock2</file> | dock2

327 Mot inconnu : Plank => Plank ne propose pas de séparateurs par défaut mais on peut en créer assez facilement... | plank
327 Si « mais » est la conjonction de coordination, une virgule est souhaitable si elle introduit une nouvelle proposition. => Plank ne propose pas de séparateurs par défaut mais on peut en créer assez facilement... |  mais => suggestions : [', mais']
327 Typographie : points de suspension. Utilisez le caractère dédié. => Plank ne propose pas de séparateurs par défaut mais on peut en créer assez facilement... | ... => suggestions : ['…']

329 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => **  - Avec des icônes transparentes :** |  -  => suggestions : [' – ', ' — ', ' − ']

330 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancez LibreOffice Draw ce qui fait apparaître une page vide. |    => suggestions : ['']

331 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Cliquez sur Fichier>Exporter et enregistrez en choisissant un format tel que svg, un nom tel que //espace1//, et comme destination n'importe quel répertoire de votre home existant ou à créer. On peut choisir un autre format d'icône : png, etc. |    => suggestions : ['']
331 Mot inconnu : svg =>   * Cliquez sur Fichier>Exporter et enregistrez en choisissant un format tel que svg, un nom tel que //espace1//, et comme destination n'importe quel répertoire de votre home existant ou à créer. On peut choisir un autre format d'icône : png, etc. | svg
331 Mot inconnu : espace1 =>   * Cliquez sur Fichier>Exporter et enregistrez en choisissant un format tel que svg, un nom tel que //espace1//, et comme destination n'importe quel répertoire de votre home existant ou à créer. On peut choisir un autre format d'icône : png, etc. | espace1

332 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Répétez l'opération autant de fois que vous voulez de séparateurs en changeant le nom à chaque fois (//espace2, espace3//...) puis quittez Draw sans enregistrer. |    => suggestions : ['']
332 Mot inconnu : espace2 =>   * Répétez l'opération autant de fois que vous voulez de séparateurs en changeant le nom à chaque fois (//espace2, espace3//...) puis quittez Draw sans enregistrer. | espace2
332 Mot inconnu : espace3 =>   * Répétez l'opération autant de fois que vous voulez de séparateurs en changeant le nom à chaque fois (//espace2, espace3//...) puis quittez Draw sans enregistrer. | espace3
332 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Répétez l'opération autant de fois que vous voulez de séparateurs en changeant le nom à chaque fois (//espace2, espace3//...) puis quittez Draw sans enregistrer. | ... => suggestions : ['…']

333 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Glissez-déposez ces fichiers sur votre dock là où vous le souhaitez. Vos séparateurs sont alors fonctionnels et déplaçables à volonté. |    => suggestions : ['']

335 Typographie : points de suspension. Utilisez le caractère dédié. => //À la place de Draw, vous pouvez utiliser d'autres outils de création graphique comme Gimp, Pinta... En général, il faut d'abord supprimer le fond blanc qui apparaît à l'ouverture (on sélectionne tout et on supprime).// | ... => suggestions : ['…']

337 Mot inconnu : svg => Petit inconvénient de cette méthode, si l'on clique par mégarde sur le séparateur, votre icône transparente s'ouvre dans la visionneuse d'images ou tout autre programme associé à svg, png... Si cela vous agace, alors préférez la méthode suivante. | svg
337 Typographie : points de suspension. Utilisez le caractère dédié. => Petit inconvénient de cette méthode, si l'on clique par mégarde sur le séparateur, votre icône transparente s'ouvre dans la visionneuse d'images ou tout autre programme associé à svg, png... Si cela vous agace, alors préférez la méthode suivante. | ... => suggestions : ['…']

339 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => **  - Avec des lanceurs inactifs dont l'icône est transparente :** |  -  => suggestions : [' – ', ' — ', ' − ']

340 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * créez une seule icône transparente, comme décrit ci-dessus et nommez-la par exemple //espace.svg// |    => suggestions : ['']
340 Mot inconnu : svg =>   * créez une seule icône transparente, comme décrit ci-dessus et nommez-la par exemple //espace.svg// | svg

341 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * lancez votre éditeur de texte et collez ceci dans la page qui s'ouvre (en renseignant scrupuleusement le chemin de votre icône) : |    => suggestions : ['']

343 Mot inconnu : Desktop => [Desktop Entry] | desktop
343 Mot inconnu : Entry => [Desktop Entry] | entry

344 Mot inconnu : Name => Name=espace | name

345 Mot inconnu : Exec => Exec=0 | exec

347 Mot inconnu : Icon => Icon=/home/<le chemin de votre icône>/espace.svg | icon
347 Mot inconnu : svg => Icon=/home/<le chemin de votre icône>/espace.svg | svg

349 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enregistrez ce lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace1.desktop** |    => suggestions : ['']
349 Mot inconnu : share =>   * Enregistrez ce lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace1.desktop** | share
349 Mot inconnu : espace1 =>   * Enregistrez ce lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace1.desktop** | espace1
349 Mot inconnu : desktop =>   * Enregistrez ce lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace1.desktop** | desktop

350 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avant de refermer votre éditeur de texte, enregistrez ce même lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace2.desktop** |    => suggestions : ['']
350 Mot inconnu : share =>   * Avant de refermer votre éditeur de texte, enregistrez ce même lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace2.desktop** | share
350 Mot inconnu : espace2 =>   * Avant de refermer votre éditeur de texte, enregistrez ce même lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace2.desktop** | espace2
350 Mot inconnu : desktop =>   * Avant de refermer votre éditeur de texte, enregistrez ce même lanceur sous **/home/<votre nom d'utilisateur>/.local/share/applications/espace2.desktop** | desktop

351 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Continuez ainsi autant de fois que vous voulez de séparateurs (//espace3, espace4//...) puis quittez votre éditeur de texte. |    => suggestions : ['']
351 Mot inconnu : espace3 =>   * Continuez ainsi autant de fois que vous voulez de séparateurs (//espace3, espace4//...) puis quittez votre éditeur de texte. | espace3
351 Mot inconnu : espace4 =>   * Continuez ainsi autant de fois que vous voulez de séparateurs (//espace3, espace4//...) puis quittez votre éditeur de texte. | espace4
351 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Continuez ainsi autant de fois que vous voulez de séparateurs (//espace3, espace4//...) puis quittez votre éditeur de texte. | ... => suggestions : ['…']

352 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Glissez/déposez ces fichiers sur votre dock là où vous le souhaitez. Vos séparateurs sont alors fonctionnels et déplaçables à volonté. |    => suggestions : ['']

353 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>      |      => suggestions : ['']
354 Mot inconnu : __Alignement__ => //Bien sûr, vous pouvez, comme expliqué au § 5.6 ci-dessus, créer plusieurs docks qu'on peut même si besoin disposer sur un seul bord de l'écran : par exemple on peut choisir dans l'option __Alignement__ d'en placer un au début, un autre à la fin et un ou quelques autres "centrés" dont on règlera le décalage pour les disposer exactement à l'endroit voulu.\\ | __alignement__
354 Guillemets typographiques ouvrants. => //Bien sûr, vous pouvez, comme expliqué au § 5.6 ci-dessus, créer plusieurs docks qu'on peut même si besoin disposer sur un seul bord de l'écran : par exemple on peut choisir dans l'option __Alignement__ d'en placer un au début, un autre à la fin et un ou quelques autres "centrés" dont on règlera le décalage pour les disposer exactement à l'endroit voulu.\\ | " => suggestions : ['«\xa0', '“']
354 Guillemets typographiques fermants. => //Bien sûr, vous pouvez, comme expliqué au § 5.6 ci-dessus, créer plusieurs docks qu'on peut même si besoin disposer sur un seul bord de l'écran : par exemple on peut choisir dans l'option __Alignement__ d'en placer un au début, un autre à la fin et un ou quelques autres "centrés" dont on règlera le décalage pour les disposer exactement à l'endroit voulu.\\ | " => suggestions : ['\xa0»', '”']

359 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://launchpad.net/plank|Sur launchpad]], |    => suggestions : ['']
359 Mot inconnu : launchpad =>   * [[https://launchpad.net/plank|Sur launchpad]], | launchpad
