
6 Mot inconnu : UDEV => ======UDEV : Comment ça marche ?====== | udev
367 Guillemets typographiques fermants. => **Ne confondez pas** ceci avec la fonction ''PROGRAM'' décrite précédemment. ''PROGRAM'' sert à lancer des programmes qui génèrent des noms de périphériques et rien d'autre. Quand ces programmes sont exécutés, le périphérique "node" n'a pas encore été créé, donc faire une action sur ce périphérique n'est pas possible. | " => suggestions : ['\xa0»', '”']

369 Mot inconnu : udev => La fonction introduite ici vous permet de lancer un programme après la mise en place du périphérique. Ce programme peut interagir avec le périphérique, cependant il doit s'exécuter rapidement car //udev// est mis en pause quand ces programmes sont lancés. Il ne faut donc pas négliger de s'assurer que le programme s'arrête de lui même. | udev
369 Il manque un trait d’union si “même” se rapporte à “lui”. => La fonction introduite ici vous permet de lancer un programme après la mise en place du périphérique. Ce programme peut interagir avec le périphérique, cependant il doit s'exécuter rapidement car //udev// est mis en pause quand ces programmes sont lancés. Il ne faut donc pas négliger de s'assurer que le programme s'arrête de lui même. | lui même => suggestions : ['lui-même']

371 Guillemets typographiques ouvrants. => Voici un exemple de règle qui utilise l'assignation ''RUN'' : | '' => suggestions : ['«\xa0', '“']
371 Mot inconnu : RUN => Voici un exemple de règle qui utilise l'assignation ''RUN'' : | run
371 Guillemets typographiques fermants. => Voici un exemple de règle qui utilise l'assignation ''RUN'' : | '' => suggestions : ['\xa0»', '”']

375 Mot inconnu : udev => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | udev
375 Guillemets typographiques ouvrants. => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | '' => suggestions : ['«\xa0', '“']
375 Mot inconnu : SUBSYSTEM => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | subsystem
375 Guillemets typographiques fermants. => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | '' => suggestions : ['\xa0»', '”']
375 Guillemets typographiques ouvrants. => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | '' => suggestions : ['«\xa0', '“']
375 Guillemets typographiques fermants. => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | '' => suggestions : ['\xa0»', '”']
375 Mot inconnu : add => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | add
375 Guillemets typographiques fermants. => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | '' => suggestions : ['\xa0»', '”']
375 Mot inconnu : remove => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | remove
375 Guillemets typographiques fermants. => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  | '' => suggestions : ['\xa0»', '”']
375 Espace(s) en fin de ligne à supprimer. => Quand ''/usr/bin/my_program'' est exécuté, plusieurs informations de //udev// sont accessibles par les variables d'environnement. Ceci inclut les clefs comme ''SUBSYSTEM''. Vous pouvez aussi utiliser la variable d'environnement ''ACTION'' pour détecter si le périphérique est connecté (valeur "''add''") ou déconnecté (valeur "''remove''").  |   => suggestions : ['']

379 Mot inconnu : Udev => //Udev// fournit une clef ''ENV'' pour les variables d'environnement qui peut être utilisée à la fois pour //trouver// et //assigner// des variables. | udev
379 Guillemets typographiques ouvrants. => //Udev// fournit une clef ''ENV'' pour les variables d'environnement qui peut être utilisée à la fois pour //trouver// et //assigner// des variables. | '' => suggestions : ['«\xa0', '“']
379 Guillemets typographiques fermants. => //Udev// fournit une clef ''ENV'' pour les variables d'environnement qui peut être utilisée à la fois pour //trouver// et //assigner// des variables. | '' => suggestions : ['\xa0»', '”']

385 Mot inconnu : udev => Dans le cas de la //recherche//, vous pouvez vous assurer que les règles se lancent seulement selon une variable d'environnement. Notez que l'environnement que //udev// voit ne sera pas le même que celui que l'utilisateur voit en console. Voici un exemple de règle : | udev

389 Mot inconnu : an_env_var => Cette règle ne crée le lien ''/dev/floppy'' que si ''$an_env_var'' est égal à "''yes''" dans l'environnement //udev//. | an_env_var
389 Guillemets typographiques fermants. => Cette règle ne crée le lien ''/dev/floppy'' que si ''$an_env_var'' est égal à "''yes''" dans l'environnement //udev//. | '' => suggestions : ['\xa0»', '”']
389 Mot inconnu : yes => Cette règle ne crée le lien ''/dev/floppy'' que si ''$an_env_var'' est égal à "''yes''" dans l'environnement //udev//. | yes
389 Guillemets typographiques fermants. => Cette règle ne crée le lien ''/dev/floppy'' que si ''$an_env_var'' est égal à "''yes''" dans l'environnement //udev//. | '' => suggestions : ['\xa0»', '”']
389 Mot inconnu : udev => Cette règle ne crée le lien ''/dev/floppy'' que si ''$an_env_var'' est égal à "''yes''" dans l'environnement //udev//. | udev

393 Guillemets typographiques ouvrants. => La clef ''OPTIONS'' est une liste d'options supplémentaire pour le traitement de la règle : | '' => suggestions : ['«\xa0', '“']
393 Guillemets typographiques fermants. => La clef ''OPTIONS'' est une liste d'options supplémentaire pour le traitement de la règle : | '' => suggestions : ['\xa0»', '”']

395 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''all_partitions'': crée autant de partitions que possible pour un disque, plutôt que seulement celles créées au démarrage; |     => suggestions : ['']
395 Guillemets typographiques ouvrants. =>    * ''all_partitions'': crée autant de partitions que possible pour un disque, plutôt que seulement celles créées au démarrage; | '' => suggestions : ['«\xa0', '“']
395 Mot inconnu : all_partitions =>    * ''all_partitions'': crée autant de partitions que possible pour un disque, plutôt que seulement celles créées au démarrage; | all_partitions
395 Guillemets typographiques fermants. =>    * ''all_partitions'': crée autant de partitions que possible pour un disque, plutôt que seulement celles créées au démarrage; | '' => suggestions : ['\xa0»', '”']

397 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''ignore_device'': ignore complétement l'événement; |     => suggestions : ['']
397 Guillemets typographiques ouvrants. =>    * ''ignore_device'': ignore complétement l'événement; | '' => suggestions : ['«\xa0', '“']
397 Mot inconnu : ignore_device =>    * ''ignore_device'': ignore complétement l'événement; | ignore_device
397 Guillemets typographiques fermants. =>    * ''ignore_device'': ignore complétement l'événement; | '' => suggestions : ['\xa0»', '”']

399 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''last_rule'': empêche l'éxécution des règles suivantes. |     => suggestions : ['']
399 Guillemets typographiques ouvrants. =>    * ''last_rule'': empêche l'éxécution des règles suivantes. | '' => suggestions : ['«\xa0', '“']
399 Mot inconnu : last_rule =>    * ''last_rule'': empêche l'éxécution des règles suivantes. | last_rule
399 Guillemets typographiques fermants. =>    * ''last_rule'': empêche l'éxécution des règles suivantes. | '' => suggestions : ['\xa0»', '”']
399 Mot inconnu : éxécution =>    * ''last_rule'': empêche l'éxécution des règles suivantes. | éxécution

401 Guillemets typographiques ouvrants. => Par exemple, cette règle place un disque dur dans le groupe ''disk'' et s'assure qu'aucune règle qui suit n'aura d'effet dessus : | '' => suggestions : ['«\xa0', '“']
401 Mot inconnu : disk => Par exemple, cette règle place un disque dur dans le groupe ''disk'' et s'assure qu'aucune règle qui suit n'aura d'effet dessus : | disk
401 Guillemets typographiques fermants. => Par exemple, cette règle place un disque dur dans le groupe ''disk'' et s'assure qu'aucune règle qui suit n'aura d'effet dessus : | '' => suggestions : ['\xa0»', '”']

409 Mot inconnu : udev => Lorsque on allume son imprimante, elle se voit assignée au périphérique ''/dev/lp0''. Non satisfait de ce nom, on décide de créer une règle //udev// pour le changer. Pour commencer, on cherche les informations sur celle-ci : | udev
419 Espace(s) en fin de ligne à supprimer. => On peut maintenant faire une règle comme celle-ci :  |   => suggestions : ['']

423 Mot inconnu : udev => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | udev
423 Guillemets typographiques ouvrants. => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | '' => suggestions : ['«\xa0', '“']
423 Mot inconnu : L72 => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | l72
423 Typographie : points de suspension. Utilisez le caractère dédié. => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | ... => suggestions : ['…']
423 Guillemets typographiques fermants. => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | '' => suggestions : ['\xa0»', '”']
423 Guillemets typographiques ouvrants. => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | '' => suggestions : ['«\xa0', '“']
423 Mot inconnu : epson_680 => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | epson_680
423 Guillemets typographiques fermants. => (si //udev// trouve, sur le bus //USB//, un périphérique dont le numéro de série est ''L72...'', alors il ajoute un lien symbolique sous le nom ''epson_680'') | '' => suggestions : ['\xa0»', '”']

427 Espace(s) en fin de ligne à supprimer. => Comme la plupart des appareils photo, mon appareil photo est identifié comme un disque dur externe branché en USB, utilisant le transport SCSI. Pour accéder à ses photos, on monte le périphérique et on copie les images sur son disque dur.  |   => suggestions : ['']
429 Mot inconnu : non-storage => Tous les appareils photo ne fonctionnent pas forcément avec cette méthode : certains utilisent un protocole non-storage comme les appareils photo supportés par [[http://www.gphoto.org/|gphoto2]]. | non-storage

445 Guillemets typographiques ouvrants. => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | '' => suggestions : ['«\xa0', '“']
445 Mot inconnu : sdb => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | sdb
445 Guillemets typographiques fermants. => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | '' => suggestions : ['\xa0»', '”']
445 Guillemets typographiques ouvrants. => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | '' => suggestions : ['«\xa0', '“']
445 Mot inconnu : sdb1 => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | sdb1
445 Guillemets typographiques fermants. => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | '' => suggestions : ['\xa0»', '”']
445 Mot inconnu : sysfs => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | sysfs
445 Mot inconnu : udevadm => Un problème avec les appareils photo USB est qu'ils sont identifiés comme des disques contenant une seule partition, dans ce cas le disque ''/dev/sdb'' avec la partition ''/dev/sdb1''. Le périphérique ''sdb'' est inutile pour moi, mais ''sdb1'' est intéressant: c'est celui que je veux monter. Il y a un problème car //sysfs// est attaché aux deux de manière identique, les attributs utiles produits par //udevadm info// pour ''/dev/sdb1'' sont identiques que ceux de ''/dev/sdb''. | udevadm

447 Guillemets typographiques ouvrants. => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | '' => suggestions : ['«\xa0', '“']
447 Mot inconnu : sdb => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | sdb
447 Guillemets typographiques fermants. => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | '' => suggestions : ['\xa0»', '”']
447 Guillemets typographiques ouvrants. => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | '' => suggestions : ['«\xa0', '“']
447 Mot inconnu : sdb1 => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | sdb1
447 Guillemets typographiques fermants. => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | '' => suggestions : ['\xa0»', '”']
447 Guillemets typographiques ouvrants. => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | '' => suggestions : ['«\xa0', '“']
447 Mot inconnu : NAME => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | name
447 Guillemets typographiques fermants. => Notre règle va donc devoir différencier les deux. Pour résoudre ceci, vous devez chercher ce qui diffère entre ''sdb'' et ''sdb1''. C'est étonnement simple : seul le nom diffère, donc nous pouvons utiliser une règle simple sur le champ ''NAME''. | '' => suggestions : ['\xa0»', '”']
449 Espace(s) en fin de ligne à supprimer. => Ma règle est alors :  |   => suggestions : ['']

453 Espace(s) surnuméraire(s) à supprimer. => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') |    => suggestions : [' ']
453 Mot inconnu : sd => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | sd
453 Il manque un espace. => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | 1 => suggestions : [' 1']
453 Guillemets typographiques fermants. => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | '' => suggestions : ['\xa0»', '”']
453 Mot inconnu : X250 => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | x250
453 Erreur de numérisation ? Virgules au lieu de points ? => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | ,... => suggestions : ['….']
453 Typographie : points de suspension. Utilisez le caractère dédié. => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | ... => suggestions : ['…']
453 Guillemets typographiques fermants. => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | '' => suggestions : ['\xa0»', '”']
453 Guillemets typographiques ouvrants. => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | '' => suggestions : ['«\xa0', '“']
453 Guillemets typographiques fermants. => (pour les périphériques auxquels  le noyau a attribué un nom du type "''sd?1''"", qui sont sur le bus SCSI, et dont le modèle est "''X250,...''", ajouter un lien nommé ''camera'') | '' => suggestions : ['\xa0»', '”']

458 Guillemets typographiques ouvrants. => Pour un Disque Dur USB, c'est comparable à l'exemple de l'appareil photo USB que l'on vient de décrire, cependant le modèle à utiliser est différent. Pour l'appareil photo, le périphérique ''sdb'' ne nous intéressait pas, mais si vous avez un disque dur USB de 100Go, c'est très compréhensible de vouloir le partitionner, et vous aurez besoin de ''sdb''. Dans ce cas nous pouvons tirer avantage de la substitution par //udev// : | '' => suggestions : ['«\xa0', '“']
458 Mot inconnu : sdb => Pour un Disque Dur USB, c'est comparable à l'exemple de l'appareil photo USB que l'on vient de décrire, cependant le modèle à utiliser est différent. Pour l'appareil photo, le périphérique ''sdb'' ne nous intéressait pas, mais si vous avez un disque dur USB de 100Go, c'est très compréhensible de vouloir le partitionner, et vous aurez besoin de ''sdb''. Dans ce cas nous pouvons tirer avantage de la substitution par //udev// : | sdb
458 Guillemets typographiques fermants. => Pour un Disque Dur USB, c'est comparable à l'exemple de l'appareil photo USB que l'on vient de décrire, cependant le modèle à utiliser est différent. Pour l'appareil photo, le périphérique ''sdb'' ne nous intéressait pas, mais si vous avez un disque dur USB de 100Go, c'est très compréhensible de vouloir le partitionner, et vous aurez besoin de ''sdb''. Dans ce cas nous pouvons tirer avantage de la substitution par //udev// : | '' => suggestions : ['\xa0»', '”']
458 Guillemets typographiques ouvrants. => Pour un Disque Dur USB, c'est comparable à l'exemple de l'appareil photo USB que l'on vient de décrire, cependant le modèle à utiliser est différent. Pour l'appareil photo, le périphérique ''sdb'' ne nous intéressait pas, mais si vous avez un disque dur USB de 100Go, c'est très compréhensible de vouloir le partitionner, et vous aurez besoin de ''sdb''. Dans ce cas nous pouvons tirer avantage de la substitution par //udev// : | '' => suggestions : ['«\xa0', '“']
458 Mot inconnu : sdb => Pour un Disque Dur USB, c'est comparable à l'exemple de l'appareil photo USB que l'on vient de décrire, cependant le modèle à utiliser est différent. Pour l'appareil photo, le périphérique ''sdb'' ne nous intéressait pas, mais si vous avez un disque dur USB de 100Go, c'est très compréhensible de vouloir le partitionner, et vous aurez besoin de ''sdb''. Dans ce cas nous pouvons tirer avantage de la substitution par //udev// : | sdb
458 Guillemets typographiques fermants. => Pour un Disque Dur USB, c'est comparable à l'exemple de l'appareil photo USB que l'on vient de décrire, cependant le modèle à utiliser est différent. Pour l'appareil photo, le périphérique ''sdb'' ne nous intéressait pas, mais si vous avez un disque dur USB de 100Go, c'est très compréhensible de vouloir le partitionner, et vous aurez besoin de ''sdb''. Dans ce cas nous pouvons tirer avantage de la substitution par //udev// : | '' => suggestions : ['\xa0»', '”']
458 Mot inconnu : udev => Pour un Disque Dur USB, c'est comparable à l'exemple de l'appareil photo USB que l'on vient de décrire, cependant le modèle à utiliser est différent. Pour l'appareil photo, le périphérique ''sdb'' ne nous intéressait pas, mais si vous avez un disque dur USB de 100Go, c'est très compréhensible de vouloir le partitionner, et vous aurez besoin de ''sdb''. Dans ce cas nous pouvons tirer avantage de la substitution par //udev// : | udev
462 Espace(s) en fin de ligne à supprimer. => Cette règle crée des liens symboliques comme ceci :  |   => suggestions : ['']

464 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''/dev/usbhd'' – Le périphérique pour ''fdisk''; |     => suggestions : ['']
464 Guillemets typographiques ouvrants. =>    * ''/dev/usbhd'' – Le périphérique pour ''fdisk''; | '' => suggestions : ['«\xa0', '“']
464 Mot inconnu : fdisk =>    * ''/dev/usbhd'' – Le périphérique pour ''fdisk''; | fdisk
464 Guillemets typographiques fermants. =>    * ''/dev/usbhd'' – Le périphérique pour ''fdisk''; | '' => suggestions : ['\xa0»', '”']

465 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''/dev/usbhd1'' – La première partition (montable); |     => suggestions : ['']

466 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * ''/dev/usbhd2'' – La seconde partition (montable). |     => suggestions : ['']

470 Mot inconnu : CompactFlash => Les Lecteurs de carte USB (//CompactFlash//, //SmartMedia//, etc.) sont encore un autre type de périphériques de stockage USB, avec un usage différent.  | compactflash
470 Mot inconnu : SmartMedia => Les Lecteurs de carte USB (//CompactFlash//, //SmartMedia//, etc.) sont encore un autre type de périphériques de stockage USB, avec un usage différent.  | smartmedia
470 Espace(s) en fin de ligne à supprimer. => Les Lecteurs de carte USB (//CompactFlash//, //SmartMedia//, etc.) sont encore un autre type de périphériques de stockage USB, avec un usage différent.  |   => suggestions : ['']

474 Guillemets typographiques ouvrants. => La seule solution est de tirer avantage de l'option ''all_partitions'', qui va créer 16 partitions pour chaque périphérique, comme illustré dans cet exemple : | '' => suggestions : ['«\xa0', '“']
474 Mot inconnu : all_partitions => La seule solution est de tirer avantage de l'option ''all_partitions'', qui va créer 16 partitions pour chaque périphérique, comme illustré dans cet exemple : | all_partitions
474 Guillemets typographiques fermants. => La seule solution est de tirer avantage de l'option ''all_partitions'', qui va créer 16 partitions pour chaque périphérique, comme illustré dans cet exemple : | '' => suggestions : ['\xa0»', '”']
478 Guillemets typographiques ouvrants. => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | '' => suggestions : ['«\xa0', '“']
478 Mot inconnu : cfrdr => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | cfrdr
478 Guillemets typographiques fermants. => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | '' => suggestions : ['\xa0»', '”']
478 Guillemets typographiques ouvrants. => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | '' => suggestions : ['«\xa0', '“']
478 Mot inconnu : cfrdr1 => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | cfrdr1
478 Guillemets typographiques fermants. => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | '' => suggestions : ['\xa0»', '”']
478 Guillemets typographiques ouvrants. => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | '' => suggestions : ['«\xa0', '“']
478 Mot inconnu : cfrdr2 => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | cfrdr2
478 Guillemets typographiques fermants. => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | '' => suggestions : ['\xa0»', '”']
478 Guillemets typographiques ouvrants. => Vous aurez donc les périphériques : ''cfrdr'', ''cfrdr1'', ''cfrdr2'', ''cfrdr3'', ..., ''cfrdr15''.  | '' => suggestions : ['«\xa0', '“']
