
4 Mot inconnu : Clancy's => ====== Tom Clancy's Splinter Cell 2 : Pandora Tomorrow ====== | clancy's
85 Mot inconnu : wine => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | wine
85 Accord de nombre erroné avec « performance ». => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | bonnes => suggestions : ['bonne']
85 Accord de nombre erroné avec « bonnes ». => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | performance => suggestions : ['performances']
85 Espace(s) surnuméraire(s) à supprimer. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> |    => suggestions : [' ']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Mot inconnu : splintercell-2 => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | splintercell-2
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']
85 Guillemets typographiques ouvrants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['«\xa0', '“']
85 Guillemets typographiques fermants. => <note tip>**Jeu trop lent ?** Dans playonlinux, "Outils", "Gérer les versions de wine", choisissez une autre version de wine (**wine 0.9.55** m'a donné de bonnes performance),  bouton "Ajouter", onglet "mes applications", "splintercell-2" et choisissez la "Version", "Fermer". Une "Mise à jour du préfixe" peut être nécessaire (bouton "Configurer cette application").</note> | " => suggestions : ['\xa0»', '”']

87 Mot inconnu : icone => <note>L'**Utilitaire de configuration** à la curieuse faculté d'installer son icone dans le menu d'ubuntu. Editer le menu et déplacer l'icone dans le bon menu du jeu dans wine.</note> | icone
87 Mot inconnu : Editer => <note>L'**Utilitaire de configuration** à la curieuse faculté d'installer son icone dans le menu d'ubuntu. Editer le menu et déplacer l'icone dans le bon menu du jeu dans wine.</note> | editer
87 Mot inconnu : icone => <note>L'**Utilitaire de configuration** à la curieuse faculté d'installer son icone dans le menu d'ubuntu. Editer le menu et déplacer l'icone dans le bon menu du jeu dans wine.</note> | icone
87 Mot inconnu : wine => <note>L'**Utilitaire de configuration** à la curieuse faculté d'installer son icone dans le menu d'ubuntu. Editer le menu et déplacer l'icone dans le bon menu du jeu dans wine.</note> | wine

90 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M |    => suggestions : ['']
90 Mot inconnu : nVidia =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | nvidia
90 Mot inconnu : NV34 =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | nv34
90 Mot inconnu : GeForce =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | geforce
90 Mot inconnu : FX =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | fx
90 Mot inconnu : rev =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | rev
90 Mot inconnu : a1 =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | a1
90 Mot inconnu : AGPx8 =>   * nVidia NV34 [GeForce FX 5200] (rev a1) AGPx8 128M | agpx8

95 Mot inconnu : FIXME => <note important>FIXME A part deux cartes, les autres comportent trop de bugs graphiques pour être jouables et la plupart du temps les commandes ne répondent pas. Si vous avez la solution indiquer la ici, merci.</note> | fixme
95 Élision de l’article devant un mot commençant par une voyelle. => <note important>FIXME A part deux cartes, les autres comportent trop de bugs graphiques pour être jouables et la plupart du temps les commandes ne répondent pas. Si vous avez la solution indiquer la ici, merci.</note> | la  => suggestions : ['l’']

97 Mot inconnu : DirectX9 => ==== Installer DirectX9.0c ==== | directx9

99 Mot inconnu : DirectX => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | directx
99 Mot inconnu : wine => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | wine
99 Accord de nombre erroné avec « 27 » : « seul » devrait être au pluriel. => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | seul => suggestions : ['seuls']
99 Accord de genre erroné avec « performances ». => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | meilleurs => suggestions : ['meilleures']
99 Accord de genre erroné avec « meilleurs ». => <note important>**DirectX n'est pas nécessaire pour faire fonctionner le jeu, wine 1.1.27 seul avec la modification du registre fait fonctionner le jeu. Néanmoins, sur un pc léger vous obtiendrez de meilleurs performances en suivant cette étape.**</note> | performances => suggestions : []

101 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. |    => suggestions : ['']
101 S’il s’agit de la préposition « à », il faut accentuer la majuscule. =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | a => suggestions : ['À']
101 Mot inconnu : wine_directx =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | wine_directx
101 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. |  . => suggestions : ['. ', '.']
101 Mot inconnu : dll =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | dll
101 Mot inconnu : DllOverrides =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | dlloverrides
101 Mot inconnu : gedit =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | gedit
101 Mot inconnu : directx =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | directx
101 Mot inconnu : exe =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | exe
101 Incohérence probable avec “avez” : “télécharger” n’est pas un participe passé. =>   * A la page [[wine_directx]] récupérer les **trois .dll**, la **liste DllOverrides** (dans un fichier texte avec gedit par exemple ou garder la page web ouverte) et le **directx.exe** que vous avez télécharger. | télécharger => suggestions : ['téléchargé']

102 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. |    => suggestions : ['']
102 Mot inconnu : wine =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | wine
102 Guillemets typographiques ouvrants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['«\xa0', '“']
102 Mot inconnu : wine =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | wine
102 Guillemets typographiques fermants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['\xa0»', '”']
102 Guillemets typographiques ouvrants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['«\xa0', '“']
102 Guillemets typographiques fermants. =>   * Dans le menu de wine, **"Configure wine"**, version de windows **"windows 2000"** et quitter. | " => suggestions : ['\xa0»', '”']

103 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. |    => suggestions : ['']
103 Mot inconnu : directx =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | directx
103 Mot inconnu : exe =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | exe
103 Guillemets typographiques ouvrants. =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | " => suggestions : ['«\xa0', '“']
103 Mot inconnu : dx =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | dx
103 Guillemets typographiques fermants. =>   * Lancer le **directx.exe** et décompresser par exemple **sur le Bureau** dans un dossier **"dx"**. | " => suggestions : ['\xa0»', '”']
105 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
105 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']
105 Mot inconnu : directx => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | directx
105 Mot inconnu : exe => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | exe
105 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
105 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']
105 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
105 Mot inconnu : Wine => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | wine
105 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']
105 Guillemets typographiques ouvrants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['«\xa0', '“']
105 Guillemets typographiques fermants. => <note help>**Le Gestionnaire d'Archive s'ouvre ?** clic-droit "Propriétés" sur directx.exe, onglet "Ouvrir avec", choisir "Wine" dans la liste, "Fermer" et recommencer.</note> | " => suggestions : ['\xa0»', '”']

107 Mot inconnu : DirectX9 => === Installer DirectX9.0c sur le jeu === | directx9

108 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. |    => suggestions : ['']
108 Mot inconnu : playonlinux =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | playonlinux
108 Mot inconnu : splintercell-2 =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | splintercell-2
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Mot inconnu : wine =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | wine
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
108 Guillemets typographiques fermants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['\xa0»', '”']
108 Guillemets typographiques ouvrants. =>   * Lancer playonlinux : choisissez splintercell-2 dans la liste, **"Configurer cette application" "Suivant" "Configuration de wine" "Suivant"**, version de Windows **"Windows 2000" "Appliquer"**, onglet **"Bibliothèques"** choisissez n'importe quoi dans la liste et **"Ajouter" "Appliquer" "OK"**. Fenêtre playonlinux **"Annuler"** et quitter playonlinux. | " => suggestions : ['«\xa0', '“']
