
5 Mot inconnu : OpenSim => ====== OpenSim ====== | opensim
376 Guillemets typographiques fermants. =>     ; inventory_source = "SQLiteDialect;SqliteClientDriver;URI=file:Inventory.db,version=3" | " => suggestions : ['\xa0»', '”']

377 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; userDatabase_plugin = "OpenSim.Data.SQLite.dll" |      => suggestions : ['']
377 Mot inconnu : userDatabase_plugin =>     ; userDatabase_plugin = "OpenSim.Data.SQLite.dll" | userdatabase_plugin
377 Guillemets typographiques ouvrants. =>     ; userDatabase_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['«\xa0', '“']
377 Il manque un espace. =>     ; userDatabase_plugin = "OpenSim.Data.SQLite.dll" | data => suggestions : [' Data']
377 Guillemets typographiques fermants. =>     ; userDatabase_plugin = "OpenSim.Data.SQLite.dll" | " => suggestions : ['\xa0»', '”']

378 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" |      => suggestions : ['']
378 Mot inconnu : user_source =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | user_source
378 Guillemets typographiques ouvrants. =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | " => suggestions : ['«\xa0', '“']
378 Mot inconnu : SQLiteDialect =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | sqlitedialect
378 Il manque un espace. =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | sqliteclientdriver => suggestions : [' SqliteClientDriver']
378 Mot inconnu : SqliteClientDriver =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | sqliteclientdriver
378 Il manque un espace. =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | uri => suggestions : [' URI']
378 Il manque un espace. =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | user => suggestions : [' User']
378 Mot inconnu : db =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | db
378 Il manque un espace. =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | version => suggestions : [' version']
378 Guillemets typographiques fermants. =>     ; user_source = "SQLiteDialect;SqliteClientDriver;URI=file:User.db,version=3" | " => suggestions : ['\xa0»', '”']

379 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>      |      => suggestions : ['']

381 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Décommentez les lignes se référant à MySQL et renseignez les informations de connexion à votre base de donnée :  | -  => suggestions : ['—\xa0', '–\xa0']
381 Mot inconnu : Décommentez => - Décommentez les lignes se référant à MySQL et renseignez les informations de connexion à votre base de donnée :  | décommentez
381 Mot inconnu : MySQL => - Décommentez les lignes se référant à MySQL et renseignez les informations de connexion à votre base de donnée :  | mysql
381 Espace(s) en fin de ligne à supprimer. => - Décommentez les lignes se référant à MySQL et renseignez les informations de connexion à votre base de donnée :  |   => suggestions : ['']

382 Mot inconnu : BDD => <note important>Si votre base de données (BDD) n'est pas installée en local, remplacez localhost, nom_de_la_BDD, root et mot_de_passe par les informations de connexion de votre base de donnée.</note> | bdd
382 Mot inconnu : localhost => <note important>Si votre base de données (BDD) n'est pas installée en local, remplacez localhost, nom_de_la_BDD, root et mot_de_passe par les informations de connexion de votre base de donnée.</note> | localhost
382 Mot inconnu : nom_de_la_BDD => <note important>Si votre base de données (BDD) n'est pas installée en local, remplacez localhost, nom_de_la_BDD, root et mot_de_passe par les informations de connexion de votre base de donnée.</note> | nom_de_la_bdd
382 Mot inconnu : root => <note important>Si votre base de données (BDD) n'est pas installée en local, remplacez localhost, nom_de_la_BDD, root et mot_de_passe par les informations de connexion de votre base de donnée.</note> | root
382 Mot inconnu : mot_de_passe => <note important>Si votre base de données (BDD) n'est pas installée en local, remplacez localhost, nom_de_la_BDD, root et mot_de_passe par les informations de connexion de votre base de donnée.</note> | mot_de_passe

384 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sous STORAGE |    => suggestions : ['']
384 Mot inconnu : STORAGE =>   * Sous STORAGE | storage

386 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    storage_plugin="OpenSim.Data.MySQL.dll" |     => suggestions : ['']
386 Mot inconnu : storage_plugin =>    storage_plugin="OpenSim.Data.MySQL.dll" | storage_plugin
386 Guillemets typographiques ouvrants. =>    storage_plugin="OpenSim.Data.MySQL.dll" | " => suggestions : ['«\xa0', '“']
386 Il manque un espace. =>    storage_plugin="OpenSim.Data.MySQL.dll" | data => suggestions : [' Data']
386 Guillemets typographiques fermants. =>    storage_plugin="OpenSim.Data.MySQL.dll" | " => suggestions : ['\xa0»', '”']

387 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" |     => suggestions : ['']
387 Mot inconnu : storage_connection_string =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | storage_connection_string
387 Guillemets typographiques ouvrants. =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | " => suggestions : ['«\xa0', '“']
387 Mot inconnu : localhost =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | localhost
387 Il manque un espace. =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database => suggestions : [' Database']
387 Mot inconnu : Database =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database
387 Mot inconnu : nom_de_la_BDD =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | nom_de_la_bdd
387 Il manque un espace. =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | user => suggestions : [' User']
387 Mot inconnu : root =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | root
387 Il manque un espace. =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password => suggestions : [' Password']
387 Mot inconnu : Password =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password
387 Mot inconnu : mot_de_passe =>    storage_connection_string="Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | mot_de_passe

389 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Sous [StandAlone] |    => suggestions : ['']
389 Mot inconnu : StandAlone =>   * Sous [StandAlone] | standalone

391 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    asset_plugin = "OpenSim.Data.MySQL.dll" ; for mysql |     => suggestions : ['']
391 Mot inconnu : asset_plugin =>    asset_plugin = "OpenSim.Data.MySQL.dll" ; for mysql | asset_plugin
391 Guillemets typographiques ouvrants. =>    asset_plugin = "OpenSim.Data.MySQL.dll" ; for mysql | " => suggestions : ['«\xa0', '“']
391 Il manque un espace. =>    asset_plugin = "OpenSim.Data.MySQL.dll" ; for mysql | data => suggestions : [' Data']
391 Guillemets typographiques fermants. =>    asset_plugin = "OpenSim.Data.MySQL.dll" ; for mysql | " => suggestions : ['\xa0»', '”']
391 Mot inconnu : mysql =>    asset_plugin = "OpenSim.Data.MySQL.dll" ; for mysql | mysql

392 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" |     => suggestions : ['']
392 Mot inconnu : asset_source =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | asset_source
392 Guillemets typographiques ouvrants. =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | " => suggestions : ['«\xa0', '“']
392 Mot inconnu : localhost =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | localhost
392 Il manque un espace. =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database => suggestions : [' Database']
392 Mot inconnu : Database =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database
392 Mot inconnu : nom_de_la_BDD =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | nom_de_la_bdd
392 Il manque un espace. =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | user => suggestions : [' User']
392 Mot inconnu : root =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | root
392 Il manque un espace. =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password => suggestions : [' Password']
392 Mot inconnu : Password =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password
392 Mot inconnu : mot_de_passe =>    asset_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | mot_de_passe

393 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    inventory_plugin = "OpenSim.Data.MySQL.dll" |     => suggestions : ['']
393 Mot inconnu : inventory_plugin =>    inventory_plugin = "OpenSim.Data.MySQL.dll" | inventory_plugin
393 Guillemets typographiques ouvrants. =>    inventory_plugin = "OpenSim.Data.MySQL.dll" | " => suggestions : ['«\xa0', '“']
393 Il manque un espace. =>    inventory_plugin = "OpenSim.Data.MySQL.dll" | data => suggestions : [' Data']
393 Guillemets typographiques fermants. =>    inventory_plugin = "OpenSim.Data.MySQL.dll" | " => suggestions : ['\xa0»', '”']

394 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" |     => suggestions : ['']
394 Mot inconnu : inventory_source =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | inventory_source
394 Guillemets typographiques ouvrants. =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | " => suggestions : ['«\xa0', '“']
394 Mot inconnu : localhost =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | localhost
394 Il manque un espace. =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database => suggestions : [' Database']
394 Mot inconnu : Database =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database
394 Mot inconnu : nom_de_la_BDD =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | nom_de_la_bdd
394 Il manque un espace. =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | user => suggestions : [' User']
394 Mot inconnu : root =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | root
394 Il manque un espace. =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password => suggestions : [' Password']
394 Mot inconnu : Password =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password
394 Mot inconnu : mot_de_passe =>    inventory_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | mot_de_passe

395 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    userDatabase_plugin = "OpenSim.Data.MySQL.dll" |     => suggestions : ['']
395 Mot inconnu : userDatabase_plugin =>    userDatabase_plugin = "OpenSim.Data.MySQL.dll" | userdatabase_plugin
395 Guillemets typographiques ouvrants. =>    userDatabase_plugin = "OpenSim.Data.MySQL.dll" | " => suggestions : ['«\xa0', '“']
395 Il manque un espace. =>    userDatabase_plugin = "OpenSim.Data.MySQL.dll" | data => suggestions : [' Data']
395 Guillemets typographiques fermants. =>    userDatabase_plugin = "OpenSim.Data.MySQL.dll" | " => suggestions : ['\xa0»', '”']

396 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" |     => suggestions : ['']
396 Mot inconnu : user_source =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | user_source
396 Guillemets typographiques ouvrants. =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | " => suggestions : ['«\xa0', '“']
396 Mot inconnu : localhost =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | localhost
396 Il manque un espace. =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database => suggestions : [' Database']
396 Mot inconnu : Database =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | database
396 Mot inconnu : nom_de_la_BDD =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | nom_de_la_bdd
396 Il manque un espace. =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | user => suggestions : [' User']
396 Mot inconnu : root =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | root
396 Il manque un espace. =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password => suggestions : [' Password']
396 Mot inconnu : Password =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | password
396 Mot inconnu : mot_de_passe =>    user_source = "Data Source=localhost;Database=nom_de_la_BDD;User ID=root;Password=mot_de_passe;" | mot_de_passe

397 Mot inconnu : mssql_connection => === mssql_connection.ini=== | mssql_connection
397 Mot inconnu : ini => === mssql_connection.ini=== | ini

398 Mot inconnu : mssql_connection => Enregistrez un fichier **mssql_connection.ini** à partir du fichier **mssql_connection.ini.example** que vous trouverez dans le dossier bin d'opensim.Modifiez cette partie (attention, je n'ai pas trouvé beaucoup d'explications à ce sujet donc j'ai pu commettre des erreurs d'interprétation...à vérifier) : | mssql_connection
398 Mot inconnu : ini => Enregistrez un fichier **mssql_connection.ini** à partir du fichier **mssql_connection.ini.example** que vous trouverez dans le dossier bin d'opensim.Modifiez cette partie (attention, je n'ai pas trouvé beaucoup d'explications à ce sujet donc j'ai pu commettre des erreurs d'interprétation...à vérifier) : | ini
398 Mot inconnu : bin => Enregistrez un fichier **mssql_connection.ini** à partir du fichier **mssql_connection.ini.example** que vous trouverez dans le dossier bin d'opensim.Modifiez cette partie (attention, je n'ai pas trouvé beaucoup d'explications à ce sujet donc j'ai pu commettre des erreurs d'interprétation...à vérifier) : | bin
398 Mot inconnu : opensim => Enregistrez un fichier **mssql_connection.ini** à partir du fichier **mssql_connection.ini.example** que vous trouverez dans le dossier bin d'opensim.Modifiez cette partie (attention, je n'ai pas trouvé beaucoup d'explications à ce sujet donc j'ai pu commettre des erreurs d'interprétation...à vérifier) : | opensim
398 Il manque un espace. => Enregistrez un fichier **mssql_connection.ini** à partir du fichier **mssql_connection.ini.example** que vous trouverez dans le dossier bin d'opensim.Modifiez cette partie (attention, je n'ai pas trouvé beaucoup d'explications à ce sujet donc j'ai pu commettre des erreurs d'interprétation...à vérifier) : | modifiez => suggestions : [' Modifiez']
398 Typographie : points de suspension. Utilisez le caractère dédié. => Enregistrez un fichier **mssql_connection.ini** à partir du fichier **mssql_connection.ini.example** que vous trouverez dans le dossier bin d'opensim.Modifiez cette partie (attention, je n'ai pas trouvé beaucoup d'explications à ce sujet donc j'ai pu commettre des erreurs d'interprétation...à vérifier) : | ... => suggestions : ['…']

399 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       |       => suggestions : ['']

400 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     [mssqlconnection] |      => suggestions : ['']
400 Mot inconnu : mssqlconnection =>     [mssqlconnection] | mssqlconnection

401 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     data_source=\SQLEXPRESS  ;adresse de la base de données exemple localhost  |      => suggestions : ['']
401 Mot inconnu : data_source =>     data_source=\SQLEXPRESS  ;adresse de la base de données exemple localhost  | data_source
401 Mot inconnu : SQLEXPRESS =>     data_source=\SQLEXPRESS  ;adresse de la base de données exemple localhost  | sqlexpress
401 Espace(s) surnuméraire(s) à supprimer. =>     data_source=\SQLEXPRESS  ;adresse de la base de données exemple localhost  |    => suggestions : [' ']
401 Il manque un espace. =>     data_source=\SQLEXPRESS  ;adresse de la base de données exemple localhost  | adresse => suggestions : [' adresse']
401 Mot inconnu : localhost =>     data_source=\SQLEXPRESS  ;adresse de la base de données exemple localhost  | localhost
401 Espace(s) en fin de ligne à supprimer. =>     data_source=\SQLEXPRESS  ;adresse de la base de données exemple localhost  |   => suggestions : ['']

402 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     initial_catalog=database  ;nom de la base de données, exemple opensim |      => suggestions : ['']
402 Mot inconnu : initial_catalog =>     initial_catalog=database  ;nom de la base de données, exemple opensim | initial_catalog
402 Mot inconnu : database =>     initial_catalog=database  ;nom de la base de données, exemple opensim | database
402 Espace(s) surnuméraire(s) à supprimer. =>     initial_catalog=database  ;nom de la base de données, exemple opensim |    => suggestions : [' ']
402 Il manque un espace. =>     initial_catalog=database  ;nom de la base de données, exemple opensim | nom => suggestions : [' nom']
402 Mot inconnu : opensim =>     initial_catalog=database  ;nom de la base de données, exemple opensim | opensim

403 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     persist_security_info=True   |      => suggestions : ['']
403 Mot inconnu : persist_security_info =>     persist_security_info=True   | persist_security_info
403 Mot inconnu : True =>     persist_security_info=True   | true
403 Espace(s) en fin de ligne à supprimer. =>     persist_security_info=True   |    => suggestions : ['']

404 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     user_id=username	;utilisateur de la base de données, exemple root |      => suggestions : ['']
404 Mot inconnu : user_id =>     user_id=username	;utilisateur de la base de données, exemple root | user_id
404 Mot inconnu : username =>     user_id=username	;utilisateur de la base de données, exemple root | username
404 Il manque un espace. =>     user_id=username	;utilisateur de la base de données, exemple root | utilisateur => suggestions : [' utilisateur']
404 Mot inconnu : root =>     user_id=username	;utilisateur de la base de données, exemple root | root

405 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     password=password   ; mot de passe de la base de données |      => suggestions : ['']
405 Mot inconnu : password =>     password=password   ; mot de passe de la base de données | password
405 Mot inconnu : password =>     password=password   ; mot de passe de la base de données | password
405 Espace(s) surnuméraire(s) à supprimer. =>     password=password   ; mot de passe de la base de données |     => suggestions : [' ']

407 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

409 Mot inconnu : sim => Redémarrez normalement votre sim. | sim

410 Mot inconnu : MySQL => Votre base de données MySQL devrait se remplir automatiquement.  | mysql
410 Espace(s) en fin de ligne à supprimer. => Votre base de données MySQL devrait se remplir automatiquement.  |   => suggestions : ['']

417 Mot inconnu : Opensim => Pour connaître toutes les commandes de console Opensim possibles : (commentaires en anglais) | opensim

418 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

419 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   help |    => suggestions : ['']
419 Mot inconnu : help =>   help | help

421 Mot inconnu : __Sauvegarder => __Sauvegarder une région__ : sauvegarde des primitives, des textures et des scripts. | __sauvegarder
421 Mot inconnu : région__ => __Sauvegarder une région__ : sauvegarde des primitives, des textures et des scripts. | région__

422 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

424 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   save oar nom_du_fichier.tar.gz  |    => suggestions : ['']
424 Mot inconnu : save =>   save oar nom_du_fichier.tar.gz  | save
424 Mot inconnu : oar =>   save oar nom_du_fichier.tar.gz  | oar
424 Espace(s) en fin de ligne à supprimer. =>   save oar nom_du_fichier.tar.gz  |   => suggestions : ['']

425 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

426 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

428 Mot inconnu : __Charger => __Charger une région__ : charge les primitives, les textures et les scripts d'une région sauvegardée. | __charger
428 Mot inconnu : région__ => __Charger une région__ : charge les primitives, les textures et les scripts d'une région sauvegardée. | région__

429 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

432 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   load oar nom_du_fichier.tar.gz  |    => suggestions : ['']
432 Mot inconnu : load =>   load oar nom_du_fichier.tar.gz  | load
432 Mot inconnu : oar =>   load oar nom_du_fichier.tar.gz  | oar
432 Espace(s) en fin de ligne à supprimer. =>   load oar nom_du_fichier.tar.gz  |   => suggestions : ['']

435 Pas d’espace avant un point. => Si vous avez plusieurs régions, vous devez être dans la bonne région . Pour changer de région : |  . => suggestions : ['.']

439 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   change region nom_de_région  |    => suggestions : ['']
439 Mot inconnu : region =>   change region nom_de_région  | region
439 Mot inconnu : nom_de_région =>   change region nom_de_région  | nom_de_région
439 Espace(s) en fin de ligne à supprimer. =>   change region nom_de_région  |   => suggestions : ['']

441 Espace(s) surnuméraire(s) à supprimer. => <note>De nombreux sites  ajoutent un trait d'union entre change et region (change-region). Chez moi ça ne fonctionne que sans trait d'union. </note> |    => suggestions : [' ']
441 Mot inconnu : region => <note>De nombreux sites  ajoutent un trait d'union entre change et region (change-region). Chez moi ça ne fonctionne que sans trait d'union. </note> | region
441 Mot inconnu : change-region => <note>De nombreux sites  ajoutent un trait d'union entre change et region (change-region). Chez moi ça ne fonctionne que sans trait d'union. </note> | change-region

445 Mot inconnu : __Créer => __Créer un nouvel utilisateur :__  | __créer
445 Mot inconnu : __ => __Créer un nouvel utilisateur :__  | __
445 Espace(s) en fin de ligne à supprimer. => __Créer un nouvel utilisateur :__  |   => suggestions : ['']

448 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   create user  |    => suggestions : ['']
448 Mot inconnu : create =>   create user  | create
448 Espace(s) en fin de ligne à supprimer. =>   create user  |   => suggestions : ['']

450 Mot inconnu : utilsateur => On vous demandera le premier nom, le deuxième nom, le mot de passe, <x_loc>, <y_loc> et l'adresse mail du nouvel utilsateur. [<first> [<last> [<pass> [<x> <y> [<email>]]]]]  | utilsateur
450 Espace(s) en fin de ligne à supprimer. => On vous demandera le premier nom, le deuxième nom, le mot de passe, <x_loc>, <y_loc> et l'adresse mail du nouvel utilsateur. [<first> [<last> [<pass> [<x> <y> [<email>]]]]]  |   => suggestions : ['']

454 Mot inconnu : Opensim => Pour connaître toutes les commandes de terrain en console Opensim : (commentaires en anglais) | opensim

455 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

456 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   help terrain |    => suggestions : ['']
456 Mot inconnu : help =>   help terrain | help

458 Mot inconnu : map => Pour charger une map au format .raw dans une région : | map
458 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Pour charger une map au format .raw dans une région : |  . => suggestions : ['. ', '.']
458 Mot inconnu : raw => Pour charger une map au format .raw dans une région : | raw

460 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   terrain load nom_du_fichier.raw |    => suggestions : ['']
460 Mot inconnu : load =>   terrain load nom_du_fichier.raw | load
460 Mot inconnu : nom_du_fichier =>   terrain load nom_du_fichier.raw | nom_du_fichier
460 Mot inconnu : raw =>   terrain load nom_du_fichier.raw | raw

463 Mot inconnu : map => <note tip>Pour créer des map au format raw dans the Gimp, vous pouvez utiliser le script de Domino Marama pour the Gimp que vous trouverez ici : http://dominodesigns.info/the_gimp/second_life_raw_terrain.html | map
463 Mot inconnu : raw => <note tip>Pour créer des map au format raw dans the Gimp, vous pouvez utiliser le script de Domino Marama pour the Gimp que vous trouverez ici : http://dominodesigns.info/the_gimp/second_life_raw_terrain.html | raw
463 Mot inconnu : the => <note tip>Pour créer des map au format raw dans the Gimp, vous pouvez utiliser le script de Domino Marama pour the Gimp que vous trouverez ici : http://dominodesigns.info/the_gimp/second_life_raw_terrain.html | the
463 Mot inconnu : Marama => <note tip>Pour créer des map au format raw dans the Gimp, vous pouvez utiliser le script de Domino Marama pour the Gimp que vous trouverez ici : http://dominodesigns.info/the_gimp/second_life_raw_terrain.html | marama
463 Mot inconnu : the => <note tip>Pour créer des map au format raw dans the Gimp, vous pouvez utiliser le script de Domino Marama pour the Gimp que vous trouverez ici : http://dominodesigns.info/the_gimp/second_life_raw_terrain.html | the

464 Espace(s) en fin de ligne à supprimer. => On peut imaginer toutes les formes de terrain.  |   => suggestions : ['']

472 Il manque un espace. => http://opensimulator.fr/OpenSim_doc/doku.php/home:installation:serveur:mise_a_jour | serveur => suggestions : [' serveur']
472 Mot inconnu : mise_a_jour => http://opensimulator.fr/OpenSim_doc/doku.php/home:installation:serveur:mise_a_jour | mise_a_jour

476 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Page officielle en anglais : http://opensimulator.org/wiki/Main_Page |    => suggestions : ['']

477 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * http://opensimulator.org/wiki/Fr : page officielle en français, mais pas traduit à 100 % et pas souvent à jour. |    => suggestions : ['']

478 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Tutoriel sur le site du Zéro : http://www.siteduzero.com/tutoriel-3-186811-tout-sur-l-opensim.html |    => suggestions : ['']

