
25 Mot inconnu : Edgy => ==== Edgy Eft Knot 1 Released ==== | edgy
241 Mot inconnu : so => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | so
241 Mot inconnu : you => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | you
241 Mot inconnu : can => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | can
241 Mot inconnu : the => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | the
241 Mot inconnu : appropriate => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | appropriate
241 Mot inconnu : although => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | although
241 Mot inconnu : this => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | this
241 Mot inconnu : is => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | is
241 Mot inconnu : not => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | not
241 Mot inconnu : common => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | common
241 Mot inconnu : With => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | with
241 Mot inconnu : text => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | text
241 Mot inconnu : it => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | it
241 Mot inconnu : can => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | can
241 Mot inconnu : also => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | also
241 Mot inconnu : diffs => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | diffs
241 Mot inconnu : and => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | and
241 Mot inconnu : merges => rsync alone is very good for synchronizing in one direction (like a backup), but it can be very risky to do two-way synchronizations when you can have files deleted on one side and the other at the same time. Unison takes care of this gracefully and tells you when files have been modified on both sides, so you can select the appropriate version, although this is not a common situation for me. With text files it can also do diffs and merges. | merges

243 Mot inconnu : Unison => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | unison
243 Mot inconnu : is => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | is
243 Mot inconnu : not => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | not
243 Mot inconnu : officially => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | officially
243 Mot inconnu : supported => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | supported
243 Mot inconnu : by => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | by
243 Mot inconnu : it => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | it
243 Mot inconnu : is => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | is
243 Mot inconnu : Universe => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | universe
243 Mot inconnu : really => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | really
243 Mot inconnu : lacks => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | lacks
243 Mot inconnu : synchronization => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | synchronization
243 Mot inconnu : utility => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | utility
243 Mot inconnu : maybe => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | maybe
243 Mot inconnu : there => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | there
243 Mot inconnu : is => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | is
243 Mot inconnu : one => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | one
243 Mot inconnu : not => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | not
243 Mot inconnu : know => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | know
243 Mot inconnu : Unison => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | unison
243 Mot inconnu : could => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | could
243 Mot inconnu : choice => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | choice
243 Mot inconnu : although => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | although
243 Mot inconnu : the => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | the
243 Mot inconnu : can => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | can
243 Mot inconnu : improved => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | improved
243 Mot inconnu : well => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | well
243 Mot inconnu : some => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | some
243 Mot inconnu : behavior => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | behavior
243 Mot inconnu : example => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | example
243 Mot inconnu : some => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | some
243 Mot inconnu : can => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | can
243 Mot inconnu : only => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | only
243 Mot inconnu : by => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | by
243 Mot inconnu : editing => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | editing
243 Mot inconnu : the => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | the
243 Mot inconnu : and => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | and
243 Mot inconnu : it => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | it
243 Mot inconnu : does => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | does
243 Mot inconnu : not => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | not
243 Mot inconnu : keep => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | keep
243 Mot inconnu : partially => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | partially
243 Mot inconnu : transferred => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | transferred
243 Mot inconnu : directories => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | directories
243 Mot inconnu : which => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | which
243 Mot inconnu : is => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | is
243 Mot inconnu : very => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | very
243 Mot inconnu : annoying => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | annoying
243 Mot inconnu : when => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | when
243 Mot inconnu : transferring => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | transferring
243 Mot inconnu : directory => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | directory
243 Mot inconnu : hours => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | hours
243 Mot inconnu : and => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | and
243 Mot inconnu : you => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | you
243 Mot inconnu : need => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | need
243 Mot inconnu : to => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | to
243 Mot inconnu : interrupt => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | interrupt
243 Mot inconnu : the => Unison is not officially supported by Ubuntu (it is in Universe). Ubuntu really lacks a synchronization utility (maybe there is one I do not know). Unison could be a good choice, although the interface can be improved as well as some behavior, for example some options can only be set by editing the configuration files, and it does not keep partially transferred files or directories, which is very annoying when transferring a new large file or directory for hours and you need to interrupt the process. | the

245 Mot inconnu : All => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | all
245 Mot inconnu : all => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | all
245 Mot inconnu : it => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | it
245 Mot inconnu : is => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | is
245 Mot inconnu : great => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | great
245 Mot inconnu : tool => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | tool
245 Mot inconnu : not => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | not
245 Mot inconnu : development => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | development
245 Mot inconnu : by => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | by
245 Mot inconnu : the => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | the
245 Mot inconnu : author => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | author
245 Espace(s) surnuméraire(s) à supprimer. => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  |    => suggestions : [' ']
245 Mot inconnu : stated => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | stated
245 Mot inconnu : its => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  | its
245 Espace(s) en fin de ligne à supprimer. => All in all, it is a great tool not in active development but in active use by the author  as stated on its web page.  |   => suggestions : ['']

251 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  http://www.ubuntu.com/news |   => suggestions : ['']

253 Mot inconnu : and => and | and

255 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  https://fridge.ubuntu.com/ |   => suggestions : ['']

274 Mot inconnu : This => This document is maintained by the Ubuntu Documentation Team. Please feel free to contact us regarding any concerns or suggestions by either sending an email to ubuntu-doc@lists.ubuntu.com or by using any of the other methods on the [https://wiki.ubuntu.com/DocumentationTeam/Contact Ubuntu Documentation Team Contact Information Page]. | this
274 Mot inconnu : is => This document is maintained by the Ubuntu Documentation Team. Please feel free to contact us regarding any concerns or suggestions by either sending an email to ubuntu-doc@lists.ubuntu.com or by using any of the other methods on the [https://wiki.ubuntu.com/DocumentationTeam/Contact Ubuntu Documentation Team Contact Information Page]. | is
274 Mot inconnu : maintained => This document is maintained by the Ubuntu Documentation Team. Please feel free to contact us regarding any concerns or suggestions by either sending an email to ubuntu-doc@lists.ubuntu.com or by using any of the other methods on the [https://wiki.ubuntu.com/DocumentationTeam/Contact Ubuntu Documentation Team Contact Information Page]. | maintained
274 Mot inconnu : by => This document is maintained by the Ubuntu Documentation Team. Please feel free to contact us regarding any concerns or suggestions by either sending an email to ubuntu-doc@lists.ubuntu.com or by using any of the other methods on the [https://wiki.ubuntu.com/DocumentationTeam/Contact Ubuntu Documentation Team Contact Information Page]. | by
274 Mot inconnu : the => This document is maintained by the Ubuntu Documentation Team. Please feel free to contact us regarding any concerns or suggestions by either sending an email to ubuntu-doc@lists.ubuntu.com or by using any of the other methods on the [https://wiki.ubuntu.com/DocumentationTeam/Contact Ubuntu Documentation Team Contact Information Page]. | the
274 Mot inconnu : Team => This document is maintained by the Ubuntu Documentation Team. Please feel free to contact us regarding any concerns or suggestions by either sending an email to ubuntu-doc@lists.ubuntu.com or by using any of the other methods on the [https://wiki.ubuntu.com/DocumentationTeam/Contact Ubuntu Documentation Team Contact Information Page]. | team
