
6 Mot inconnu : Deluge => ====== Deluge ====== | deluge
339 Mot inconnu : ExecStart => <file>ExecStart=/usr/bin/deluge-web -p 9092 -l /var/log/deluge/web.log -L warning</file> | execstart
339 Il manque un espace à côté du tiret. => <file>ExecStart=/usr/bin/deluge-web -p 9092 -l /var/log/deluge/web.log -L warning</file> |  - => suggestions : [' – ', ' — ']
339 Il manque un espace à côté du tiret. => <file>ExecStart=/usr/bin/deluge-web -p 9092 -l /var/log/deluge/web.log -L warning</file> |  - => suggestions : [' – ', ' — ']

341 Confusion probable : “a” est la conjugaison du verbe “avoir”. Utilisez la préposition “à”. => Il n'y a plus qu'a relancer les services pour que les modifications prennent effet. | a => suggestions : ['à']
341 Incohérence probable avec “a” : “relancer” n’est pas un participe passé. => Il n'y a plus qu'a relancer les services pour que les modifications prennent effet. | relancer => suggestions : ['relancé']

343 Mot inconnu : systemctl => systemctl restart deluge-web</code> | systemctl
343 Mot inconnu : restart => systemctl restart deluge-web</code> | restart
343 Mot inconnu : deluge-web => systemctl restart deluge-web</code> | deluge-web

345 Mot inconnu : creant => Et configurer la rotation des logs en creant le fichier ''/etc/logrotate.d/deluge'' avec le contenu suivant | creant

348 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         rotate 4 |          => suggestions : ['']
348 Mot inconnu : rotate =>         rotate 4 | rotate

349 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         weekly |          => suggestions : ['']
349 Mot inconnu : weekly =>         weekly | weekly

350 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         missingok |          => suggestions : ['']
350 Mot inconnu : missingok =>         missingok | missingok

351 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         notifempty |          => suggestions : ['']
351 Mot inconnu : notifempty =>         notifempty | notifempty

352 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         compress |          => suggestions : ['']
352 Mot inconnu : compress =>         compress | compress

353 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         delaycompress |          => suggestions : ['']
353 Mot inconnu : delaycompress =>         delaycompress | delaycompress

354 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         sharedscripts |          => suggestions : ['']
354 Mot inconnu : sharedscripts =>         sharedscripts | sharedscripts

355 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         postrotate |          => suggestions : ['']
355 Mot inconnu : postrotate =>         postrotate | postrotate

356 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>                 systemctl restart deluged >/dev/null 2>&1 || true |                  => suggestions : ['']
356 Mot inconnu : systemctl =>                 systemctl restart deluged >/dev/null 2>&1 || true | systemctl
356 Mot inconnu : restart =>                 systemctl restart deluged >/dev/null 2>&1 || true | restart
356 Mot inconnu : deluged =>                 systemctl restart deluged >/dev/null 2>&1 || true | deluged
356 Mot inconnu : true =>                 systemctl restart deluged >/dev/null 2>&1 || true | true

357 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>                 systemctl restart deluge-web >/dev/null 2>&1 || true |                  => suggestions : ['']
357 Mot inconnu : systemctl =>                 systemctl restart deluge-web >/dev/null 2>&1 || true | systemctl
357 Mot inconnu : restart =>                 systemctl restart deluge-web >/dev/null 2>&1 || true | restart
357 Mot inconnu : deluge-web =>                 systemctl restart deluge-web >/dev/null 2>&1 || true | deluge-web
357 Mot inconnu : true =>                 systemctl restart deluge-web >/dev/null 2>&1 || true | true

358 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         endscript |          => suggestions : ['']
358 Mot inconnu : endscript =>         endscript | endscript

363 Mot inconnu : Desktop => ====Version Desktop==== | desktop

365 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

367 Guillemets typographiques ouvrants. => Par défaut l'interface est joignable sur le port 8112. Mais dans le fichier de configuration ci-dessus, on a spécifié le port 9092, donc rendez-vous à l'adresse : ''http://localhost:9092'' en local ou ''http://xxx.xxx.xxx.xxx:9092'' depuis un autre poste (où xxx.xxx.xxx.xxx est l'adresse IP de votre serveur). | '' => suggestions : ['«\xa0', '“']
367 Guillemets typographiques fermants. => Par défaut l'interface est joignable sur le port 8112. Mais dans le fichier de configuration ci-dessus, on a spécifié le port 9092, donc rendez-vous à l'adresse : ''http://localhost:9092'' en local ou ''http://xxx.xxx.xxx.xxx:9092'' depuis un autre poste (où xxx.xxx.xxx.xxx est l'adresse IP de votre serveur). | '' => suggestions : ['\xa0»', '”']
367 Guillemets typographiques ouvrants. => Par défaut l'interface est joignable sur le port 8112. Mais dans le fichier de configuration ci-dessus, on a spécifié le port 9092, donc rendez-vous à l'adresse : ''http://localhost:9092'' en local ou ''http://xxx.xxx.xxx.xxx:9092'' depuis un autre poste (où xxx.xxx.xxx.xxx est l'adresse IP de votre serveur). | '' => suggestions : ['«\xa0', '“']
367 Guillemets typographiques fermants. => Par défaut l'interface est joignable sur le port 8112. Mais dans le fichier de configuration ci-dessus, on a spécifié le port 9092, donc rendez-vous à l'adresse : ''http://localhost:9092'' en local ou ''http://xxx.xxx.xxx.xxx:9092'' depuis un autre poste (où xxx.xxx.xxx.xxx est l'adresse IP de votre serveur). | '' => suggestions : ['\xa0»', '”']

370 Guillemets typographiques ouvrants. => Lors de la connexion à l'interface web, celle-ci vous demande de rentrer un mot de passe. Par défaut (lors de la première connexion), le mot de passe est ''deluge''. Le système vous demandera alors d'en changer. | '' => suggestions : ['«\xa0', '“']
370 Mot inconnu : deluge => Lors de la connexion à l'interface web, celle-ci vous demande de rentrer un mot de passe. Par défaut (lors de la première connexion), le mot de passe est ''deluge''. Le système vous demandera alors d'en changer. | deluge
370 Guillemets typographiques fermants. => Lors de la connexion à l'interface web, celle-ci vous demande de rentrer un mot de passe. Par défaut (lors de la première connexion), le mot de passe est ''deluge''. Le système vous demandera alors d'en changer. | '' => suggestions : ['\xa0»', '”']

373 Mot inconnu : Deluge => Si vous utilisez **Deluge** en dehors de votre réseau local (en déplacement, ou via votre mobile avec une application comme Transdroid), il est possible que vous souhaitiez chiffrer vos échanges avec votre serveur. | deluge
373 Mot inconnu : Transdroid => Si vous utilisez **Deluge** en dehors de votre réseau local (en déplacement, ou via votre mobile avec une application comme Transdroid), il est possible que vous souhaitiez chiffrer vos échanges avec votre serveur. | transdroid

375 Mot inconnu : Deluge => Pour ce faire, **Deluge** supporte le chiffrement via SSL que vous pouvez activer dans //Préférences>Interface>Use SSL// de l'interface Web de Deluge. | deluge
375 Mot inconnu : SSL => Pour ce faire, **Deluge** supporte le chiffrement via SSL que vous pouvez activer dans //Préférences>Interface>Use SSL// de l'interface Web de Deluge. | ssl
375 Mot inconnu : SSL => Pour ce faire, **Deluge** supporte le chiffrement via SSL que vous pouvez activer dans //Préférences>Interface>Use SSL// de l'interface Web de Deluge. | ssl
375 Mot inconnu : Deluge => Pour ce faire, **Deluge** supporte le chiffrement via SSL que vous pouvez activer dans //Préférences>Interface>Use SSL// de l'interface Web de Deluge. | deluge

376 Il manque un espace. => Vous pouvez éventuellement [[tutoriel:comment_creer_un_certificat_ssl|créer vos propres certificats SSL]] que vous placerez dans le dossier ///var/lib/deluge/ssl// avant de modifier vos préférences. | comment_creer_un_certificat_ssl => suggestions : [' comment_creer_un_certificat_ssl']
376 Mot inconnu : comment_creer_un_certificat_ssl => Vous pouvez éventuellement [[tutoriel:comment_creer_un_certificat_ssl|créer vos propres certificats SSL]] que vous placerez dans le dossier ///var/lib/deluge/ssl// avant de modifier vos préférences. | comment_creer_un_certificat_ssl
376 Mot inconnu : SSL => Vous pouvez éventuellement [[tutoriel:comment_creer_un_certificat_ssl|créer vos propres certificats SSL]] que vous placerez dans le dossier ///var/lib/deluge/ssl// avant de modifier vos préférences. | ssl

381 Mot inconnu : Deluge => ====Deluge refuse de démarrer==== | deluge

383 Mot inconnu : Deluge => Si Deluge refuse de démarrer, il peut y avoir plusieurs raisons à cela. | deluge

384 Mot inconnu : Deluge => Lancer Deluge dans un terminal pour voir un peu plus en détail ce qui se passe. | deluge

386 Mot inconnu : trackers => Si vous obtenez quelque chose qui ressemble à l'analyse des trackers actifs suivi d'une erreur semblable, lisez la méthode de résolution après.  | trackers
386 Espace(s) en fin de ligne à supprimer. => Si vous obtenez quelque chose qui ressemble à l'analyse des trackers actifs suivi d'une erreur semblable, lisez la méthode de résolution après.  |   => suggestions : ['']

405 Mot inconnu : Deluge => Certaines versions de Deluge (dont la 1.3.10-3) peuvent comporter un bug empêchant la création d'un torrent. Il suffit de mettre à jour vers la version suivante 1.3.12-1. Voir discussion [[https://forum.ubuntu-fr.org/viewtopic.php?id=926501|ici]]. | deluge

409 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

411 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

415 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://deluge-torrent.org/|Site officiel]] |    => suggestions : ['']

416 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://deluge.readthedocs.io/en/latest/how-to/systemd-service.html|Notice d'installation officielle]] |    => suggestions : ['']

421 Il manque un espace. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | id2ndr => suggestions : [' Id2ndR']
421 Il manque un espace. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | pmd => suggestions : [' pmd']
421 Il manque un espace. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | mavosaure => suggestions : [' mavosaure']
421 Il manque un espace. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | deathdwarf => suggestions : [' deathdwarf']
421 Il manque un espace. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | linuxforhumanbeings => suggestions : [' linuxforhumanbeings']
421 Il manque un espace. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | lexuor76 => suggestions : [' lexuor76']
421 Une de ces ponctuations est superflue. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | , , => suggestions : [',', ',']
421 Pas d’espace avant une virgule. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// |  , => suggestions : [',']
421 Il manque un espace. => //Contributeurs :[[utilisateurs:Id2ndR]], [[utilisateurs:pmd]], [[utilisateurs:mavosaure]],[[utilisateurs:deathdwarf]],[[utilisateurs:linuxforhumanbeings]], [[utilisateurs:lexuor76]], , [[utilisateurs:zarmu]].// | zarmu => suggestions : [' zarmu']
