2 Mot inconnu : tablette_graphique => {{tag>matériel tablette_graphique}}

10 Il manque un espace insécable. => Les notations suivantes sont utilisées :

11 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{:icons:icon-ubuntu.png}} Fonctionne immédiatement,
11 Mot inconnu : icons =>   * {{:icons:icon-ubuntu.png}} Fonctionne immédiatement,
11 Il manque un espace. =>   * {{:icons:icon-ubuntu.png}} Fonctionne immédiatement,
11 Mot inconnu : icon-ubuntu =>   * {{:icons:icon-ubuntu.png}} Fonctionne immédiatement,

12 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{wiki:modeles:laptop_work.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**,
12 Il manque un espace. =>   * {{wiki:modeles:laptop_work.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**,
12 Mot inconnu : modeles =>   * {{wiki:modeles:laptop_work.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**,
12 Mot inconnu : laptop_work =>   * {{wiki:modeles:laptop_work.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**,
12 Il manque un espace insécable. =>   * {{wiki:modeles:laptop_work.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**,

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**,
13 Mot inconnu : icons =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**,
13 Il manque un espace. =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**,
13 Il manque un espace insécable. =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**,

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

15 Mot inconnu : Huion => =====Huion=====

18 Mot inconnu : wizardpen => ===== Tablettes prises en charge par le pilote wizardpen =====

21 Mot inconnu : Acecad => | Acecad Flair II GT-504 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | |
86 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | Essentiel B - Art Slim| | A4 | 172f | 0034 | {{icons:process-stop.png|Ne fonctionne pas}} | {{:icons:icon-ubuntu.png}} | 12.04 |
86 Mot inconnu : A4 => | Essentiel B - Art Slim| | A4 | 172f | 0034 | {{icons:process-stop.png|Ne fonctionne pas}} | {{:icons:icon-ubuntu.png}} | 12.04 |
86 Mot inconnu : icons => | Essentiel B - Art Slim| | A4 | 172f | 0034 | {{icons:process-stop.png|Ne fonctionne pas}} | {{:icons:icon-ubuntu.png}} | 12.04 |
86 Il manque un espace. => | Essentiel B - Art Slim| | A4 | 172f | 0034 | {{icons:process-stop.png|Ne fonctionne pas}} | {{:icons:icon-ubuntu.png}} | 12.04 |
86 Mot inconnu : icons => | Essentiel B - Art Slim| | A4 | 172f | 0034 | {{icons:process-stop.png|Ne fonctionne pas}} | {{:icons:icon-ubuntu.png}} | 12.04 |
86 Il manque un espace. => | Essentiel B - Art Slim| | A4 | 172f | 0034 | {{icons:process-stop.png|Ne fonctionne pas}} | {{:icons:icon-ubuntu.png}} | 12.04 |
86 Mot inconnu : icon-ubuntu => | Essentiel B - Art Slim| | A4 | 172f | 0034 | {{icons:process-stop.png|Ne fonctionne pas}} | {{:icons:icon-ubuntu.png}} | 12.04 |

87 Mot inconnu : Graphire => | Graphire | ET-0405-U | | 056a | 0010 | ? | {{:icons:icon-ubuntu.png}} | |
87 Il manque un espace insécable. => | Graphire | ET-0405-U | | 056a | 0010 | ? | {{:icons:icon-ubuntu.png}} | |
87 Mot inconnu : icons => | Graphire | ET-0405-U | | 056a | 0010 | ? | {{:icons:icon-ubuntu.png}} | |
87 Il manque un espace. => | Graphire | ET-0405-U | | 056a | 0010 | ? | {{:icons:icon-ubuntu.png}} | |
87 Mot inconnu : icon-ubuntu => | Graphire | ET-0405-U | | 056a | 0010 | ? | {{:icons:icon-ubuntu.png}} | |

88 Mot inconnu : Graphire => | Graphire 3 | CTE-630 (Sapphire) | | 056a | 0013 | | {{:icons:icon-ubuntu.png}} | |
88 Mot inconnu : CTE-630 => | Graphire 3 | CTE-630 (Sapphire) | | 056a | 0013 | | {{:icons:icon-ubuntu.png}} | |
88 Mot inconnu : Sapphire => | Graphire 3 | CTE-630 (Sapphire) | | 056a | 0013 | | {{:icons:icon-ubuntu.png}} | |
88 Mot inconnu : icons => | Graphire 3 | CTE-630 (Sapphire) | | 056a | 0013 | | {{:icons:icon-ubuntu.png}} | |
88 Il manque un espace. => | Graphire 3 | CTE-630 (Sapphire) | | 056a | 0013 | | {{:icons:icon-ubuntu.png}} | |
88 Mot inconnu : icon-ubuntu => | Graphire 3 | CTE-630 (Sapphire) | | 056a | 0013 | | {{:icons:icon-ubuntu.png}} | |

89 Mot inconnu : Graphire => | Graphire 4 | CTE-440 | | 056a | 0015 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{icons:process-stop.png|Ne fonctionne pas}} |
89 Mot inconnu : CTE-440 => | Graphire 4 | CTE-440 | | 056a | 0015 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{icons:process-stop.png|Ne fonctionne pas}} |
89 Il manque un espace. => | Graphire 4 | CTE-440 | | 056a | 0015 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{icons:process-stop.png|Ne fonctionne pas}} |
89 Mot inconnu : modeles => | Graphire 4 | CTE-440 | | 056a | 0015 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{icons:process-stop.png|Ne fonctionne pas}} |
89 Mot inconnu : laptop_work => | Graphire 4 | CTE-440 | | 056a | 0015 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{icons:process-stop.png|Ne fonctionne pas}} |
89 Mot inconnu : icons => | Graphire 4 | CTE-440 | | 056a | 0015 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{icons:process-stop.png|Ne fonctionne pas}} |
89 Il manque un espace. => | Graphire 4 | CTE-440 | | 056a | 0015 | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{icons:process-stop.png|Ne fonctionne pas}} |

90 Il manque un espace. => | WIFI KIT | | |056a | 0084| {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | 12.04 |
90 Mot inconnu : modeles => | WIFI KIT | | |056a | 0084| {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | 12.04 |
90 Mot inconnu : laptop_work => | WIFI KIT | | |056a | 0084| {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | 12.04 |
90 Il manque un espace. => | WIFI KIT | | |056a | 0084| {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | 12.04 |
90 Mot inconnu : modeles => | WIFI KIT | | |056a | 0084| {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | 12.04 |
90 Mot inconnu : laptop_work => | WIFI KIT | | |056a | 0084| {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | 12.04 |

91 Mot inconnu : One => | One by Wacom M | | A5 |  |  | {{:icons:icon-ubuntu.png}} | |
91 Mot inconnu : by => | One by Wacom M | | A5 |  |  | {{:icons:icon-ubuntu.png}} | |
91 Mot inconnu : Wacom => | One by Wacom M | | A5 |  |  | {{:icons:icon-ubuntu.png}} | |
91 Mot inconnu : A5 => | One by Wacom M | | A5 |  |  | {{:icons:icon-ubuntu.png}} | |
91 Mot inconnu : icons => | One by Wacom M | | A5 |  |  | {{:icons:icon-ubuntu.png}} | |
91 Il manque un espace. => | One by Wacom M | | A5 |  |  | {{:icons:icon-ubuntu.png}} | |
91 Mot inconnu : icon-ubuntu => | One by Wacom M | | A5 |  |  | {{:icons:icon-ubuntu.png}} | |

92 Mot inconnu : UltraPad => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : Serie => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Espace(s) surnuméraire(s) à supprimer. => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : DIGITIZER => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : A5 => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : icons => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Il manque un espace. => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : Serie => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : PL2303 => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Guillemets typographiques ouvrants. => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : sudo => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : inputattach => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|
92 Mot inconnu : wacom_iv => | UltraPad Serie  |DIGITIZER II (UD-0608-R) | A5 |  |  | {{icons:process-stop.png|Ne fonctionne pas}} | |Fonctionne avec quelques limitations sur Ubuntu 16.04. Nécessite un adaptateur USB/Serie (la plupart utilisent le circuit PL2303 supporté en natif). Il est nécessaire de taper la commande "sudo inputattach --wacom_iv /dev/ttyUSB0" pour initialiser la communication série à 9600 bauds. La pression du stylet est supporté mais pas l'inclinaison. La gomme et les 2 boutons du stylet ne sont pas bien supportés, les boutons de fonctions/macros de la tablette ne sont pas supportés|

94 Mot inconnu : Xp-Pen => =====Xp-Pen=====

96 Mot inconnu : Model => ^Nom commercial ^ Model ^ Taille ^ Vendor ^ ProdId ^ expresskeys ^ Molette ^ Commentaire ^
96 Mot inconnu : Vendor => ^Nom commercial ^ Model ^ Taille ^ Vendor ^ ProdId ^ expresskeys ^ Molette ^ Commentaire ^
96 Mot inconnu : ProdId => ^Nom commercial ^ Model ^ Taille ^ Vendor ^ ProdId ^ expresskeys ^ Molette ^ Commentaire ^
96 Mot inconnu : expresskeys => ^Nom commercial ^ Model ^ Taille ^ Vendor ^ ProdId ^ expresskeys ^ Molette ^ Commentaire ^

97 Mot inconnu : Artist => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Accord de nombre erroné avec « 15.6 » : « Pro » devrait être au pluriel. => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Mot inconnu : PID_090D => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Mot inconnu : bd => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Mot inconnu : icons => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Il manque un espace. => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Mot inconnu : icon-ubuntu => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Mot inconnu : icons => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Il manque un espace. => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Mot inconnu : icon-ubuntu => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 S’il s’agit d’un impératif, mettez un trait d’union. => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 
97 Espace(s) en fin de ligne à supprimer. => | Artist 15.6 Pro | PID_090D | 15.6 pouces | 28bd | 090d | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |Testé sous 20.04 et nécessite le [[https://www.xp-pen.fr/download-293.html|pilote Linux]] fournit par le fabriquant.| 

101 Il manque un espace insécable. => //Contributeurs : [[utilisateurs:l_africain|L'Africain]]//
101 Il manque un espace. => //Contributeurs : [[utilisateurs:l_africain|L'Africain]]//
