2 Mot inconnu : acer => {{tag>matériel portable acer}}

6 Il manque un espace insécable. => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>
6 Mot inconnu : liste_portables_acer => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>

8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Mot inconnu : xxx => ====== Liste des portables « Acer » Aspire 1xxx ======

10 Mot inconnu : xxx => Voici tous les micro-ordinateurs portables Acer Aspire 1xxx ayant été testés sous Ubuntu, classés par ordre alphabétique.

14 Mot inconnu : liste_portables_acer => [[liste_portables_acer#legende|Légende des icônes]]

16 Mot inconnu : liste_portables_acer => ^ Modèles ^ 64b ^ État ^ [[liste_portables_acer#legende|Versions]] ^ Commentaires ^

17 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1300  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Pilotes Savage beaucoup mieux gérés depuis Dapper. Veille et hibernation ok |
38 Il manque un espace insécable. => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Il manque un espace insécable. => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Mot inconnu : install => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Mot inconnu : briankeith => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 
38 Espace(s) en fin de ligne à supprimer. => |  Aspire 1652 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:8.04]] \\ [[:16.04]] | Au boot : « ''linux vga=771 noacpi nolacpi'' ».\\ Carte GFX ATI X300 à configurer par la suite avec le tutoriel (wiki) ATI et le pilote //fglrx// -> accélération 3D OK.\\ Sous Edgy: Aucun problème à l'installation (contrairement à Breezy). Touches de fonctions reconnues. Mise en veille et hibernation OK. Beryl et Wifi non testés.\\ clavier:ACER C300 et agencement "France". \\ Pour 16.04 : installation de Ubuntu 16.04 32 bits : tout fonctionne après install selon post de [[http://forum.ubuntu-fr.org/viewtopic.php?id=1991196|briankeith]]| 

39 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Mot inconnu : icons => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Il manque un espace. => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Mot inconnu : icon-ubuntu => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Mot inconnu : png => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Il manque un espace insécable. => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Il manque un espace. => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Mot inconnu : nolink20 => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Mot inconnu : Dapper => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Mot inconnu : speedstep => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 
39 Espace(s) en fin de ligne à supprimer. => |  Aspire 1680  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:10.04]] \\ [[:10.10]] | Avec Dapper, il n'y a plus que le bouton wifi qui ne marche pas. Batterie, //speedstep//, etc. OK. Sous Ubuntu 10.10 32 bits, tout fonctionne parfaitement (voyant wifi compris) | 

40 Mot inconnu : WLMI => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Mot inconnu : icons => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Mot inconnu : png => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace insécable. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Mot inconnu : nolink20 => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Mot inconnu : Dapper => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace insécable. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Signe de multiplication typographique. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace insécable. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Mot inconnu : xorg => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace insécable. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Il manque un espace insécable. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Signe de multiplication typographique. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Mot inconnu : x800 => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Guillemets typographiques ouvrants. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Mot inconnu : Screen => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Guillemets typographiques fermants. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 
40 Espace(s) en fin de ligne à supprimer. => |  Aspire 1682 WLMI  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:6.06]] | Pas de lecteur de carte (pour l'instant).\\ Dapper : pour la résolution en 1280*800 rajouter dans « xorg.conf » : ''" 1280x800 "'' dans la section ''"Screen"''. | 

41 Mot inconnu : WLMI => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Mot inconnu : icons => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Il manque un espace. => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Mot inconnu : icon-ubuntu => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Mot inconnu : png => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Il manque un espace insécable. => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Il manque un espace. => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Mot inconnu : nolink20 => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 
41 Espace(s) en fin de ligne à supprimer. => |  Aspire 1692 WLMI | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:12.04]] |  | 

42 Mot inconnu : TZ => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : icons => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Il manque un espace. => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : png => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Il manque un espace insécable. => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Il manque un espace. => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : nolink20 => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Accord de genre erroné avec « ATTENTION ». => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : boot => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : win => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : EasyBCD => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : ok => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Pas d’espace avant un point. => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : Ok => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : ok => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : Usb => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : Ok => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : ok => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : ok => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
42 Mot inconnu : ubuntu => |  Aspire 1810TZ 414  | - | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Aucun problème à l'installation tout fonctionne. ATTENTION dual boot win 7 avec EasyBCD 2.0, Wifi ok . Batterie gérée. Affichage 3d et résolution OK. Son Ok, webcam ok, Usb Ok, clavier ok touches fonctions aussi. HDMI et sortie vidéo non testé. Micro ok sur ubuntu 10.04. | 
