2 Mot inconnu : Trusty => {{tag>Trusty netbook asus_eee_pc}}
2 Mot inconnu : netbook => {{tag>Trusty netbook asus_eee_pc}}
2 Mot inconnu : asus_eee_pc => {{tag>Trusty netbook asus_eee_pc}}

6 Mot inconnu : Eee => ======  Asus Eee PC 1011PX ======

11 Il manque un espace insécable. => Il utilise les notations suivantes :

12 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Mot inconnu : icons =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Il manque un espace. =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Mot inconnu : png =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**
12 Il manque un espace insécable. =>   * {{icons:important.png|Fonctionne après config}} : **Fonctionne après quelques manipulations**

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Mot inconnu : icons =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Il manque un espace. =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Mot inconnu : icon-ubuntu =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Mot inconnu : png =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**
13 Il manque un espace insécable. =>   * {{icons:icon-ubuntu.png|Fonctionne immédiatement}} : **Fonctionne immédiatement**

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Mot inconnu : icons =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Il manque un espace. =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Mot inconnu : icon-support =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Mot inconnu : png =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**
14 Il manque un espace insécable. =>   * {{icons:icon-support.png|Pas testé}} : **Pas d'informations disponibles**

15 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Mot inconnu : icons =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Il manque un espace. =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Mot inconnu : png =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**
15 Il manque un espace insécable. =>   * {{icons:process-stop.png|Ne fonctionne pas}} : **Ne fonctionne pas**

17 Mot inconnu : Touchpad => ^ Version ^ Installation ^ Carte graphique ^ Son ^ Wifi ^ Bluetooth ^ Webcam ^ Touchpad ^ Raccourcis multimédia ^ Autres ^

18 Mot inconnu : lucid => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Mot inconnu : LTS => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Mot inconnu : Lucid => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |
18 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | [[:lucid |10.04 LTS (Lucid Lynx)]]  | - | - | - | - | - | - | - | - | - |

19 Mot inconnu : Oneiric => | [[:Oneiric |11.10 (Oneiric Ocelot)]]  | {{icons:icon-ubuntu.png|Fonctionne immédiatement}}  |{{icons:icon-ubuntu.png|Fonctionne immédiatement}}|{{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-support.png|Pas testé}}  | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | {{icons:icon-ubuntu.png|Fonctionne immédiatement}}  | - |
26 Mot inconnu : Oneiric =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=56440|Ndawa]]** : [[:oneiric|11.10 (Oneiric Ocelot)]]

27 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=189203|Samito]]** : [[:oneiric|11.10 (Oneiric Ocelot)]]
27 Mot inconnu : Samito =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=189203|Samito]]** : [[:oneiric|11.10 (Oneiric Ocelot)]]
27 Il manque un espace insécable. =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=189203|Samito]]** : [[:oneiric|11.10 (Oneiric Ocelot)]]
27 Mot inconnu : oneiric =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=189203|Samito]]** : [[:oneiric|11.10 (Oneiric Ocelot)]]
27 Mot inconnu : Oneiric =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=189203|Samito]]** : [[:oneiric|11.10 (Oneiric Ocelot)]]

28 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=482701|lepetitnouveau]]** : [[:Precise |12.04 (Precise Pangolin)]]
28 Mot inconnu : lepetitnouveau =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=482701|lepetitnouveau]]** : [[:Precise |12.04 (Precise Pangolin)]]
28 Il manque un espace insécable. =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=482701|lepetitnouveau]]** : [[:Precise |12.04 (Precise Pangolin)]]
28 Mot inconnu : Precise =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=482701|lepetitnouveau]]** : [[:Precise |12.04 (Precise Pangolin)]]
28 Mot inconnu : Precise =>   * **[[http://forum.ubuntu-fr.org/profile.php?id=482701|lepetitnouveau]]** : [[:Precise |12.04 (Precise Pangolin)]]

30 Mot inconnu : pc_tatoué => **Cet ordinateur portable n'est à priori pas [[:pc_tatoué|tatoué]].**

34 Typographie des composés chimiques. => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : F2 => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : Echap => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : boot => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : windows => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : ExpressGate => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Guillemets typographiques ouvrants. => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : SCLRTC1 => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Guillemets typographiques fermants. => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : Echap => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : boot => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Typographie des composés chimiques. => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.
34 Mot inconnu : F2 => Sur certains modèles, il est impossible d'accéder au BIOS pour démarrer sur un support USB (Les touches F2 ou Echap sont inactives durant le boot). Le système démarre soit sur windows, soit sur ExpressGate Cloud. Pour accéder au BIOS, il faut effacer la mémoire CMOS. Pour cela, enlevez la batterie et débranchez complètement l'appareil. Ensuite, ouvrez la trappe située au dos de l'ordinateur et enlevez la barrette mémoire. Sur la carte mère, il vous faut trouver 2 petits triangles couleur cuivre juxtaposés par leur base. A côté il est écrit "SCLRTC1". Il faut mettre en contact les 2 petits triangles, par exemple avec un fil électrique (les tournevis font souvent de mauvais contact). Enfin, remontez le tout. Au redémarrage, en appuyant sur la touche Echap vous aurez accès au choix pour le boot et sur la touche F2 à la configuration du BIOS.

36 Mot inconnu : dual-boot => === Installer en dual-boot ===

37 Accord de nombre erroné avec « 7 » : « Starter » devrait être au pluriel. => Le 1011PX est fourni avec Windows 7 Starter par défaut.

39 Mot inconnu : dual-boot => Comme le disque est déjà occupé par 4 partitions primaires, pour mettre la machine en dual-boot, il faut modifier les partitions, faire comme suit :
39 Il manque un espace insécable. => Comme le disque est déjà occupé par 4 partitions primaires, pour mettre la machine en dual-boot, il faut modifier les partitions, faire comme suit :

40 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * réduire la partition C (sda1) de Windows à 40 Go (facultatif)
40 Mot inconnu : sda1 =>   * réduire la partition C (sda1) de Windows à 40 Go (facultatif)
40 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * réduire la partition C (sda1) de Windows à 40 Go (facultatif)

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * ne pas supprimer la partition sda2 de 15 Go, elle contient la restauration Windows7
41 Mot inconnu : sda2 =>   * ne pas supprimer la partition sda2 de 15 Go, elle contient la restauration Windows7
41 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * ne pas supprimer la partition sda2 de 15 Go, elle contient la restauration Windows7
41 Mot inconnu : Windows7 =>   * ne pas supprimer la partition sda2 de 15 Go, elle contient la restauration Windows7

42 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * supprimer la partition "data" et la remplacer par une partition étendue contenant :
42 Guillemets typographiques ouvrants. =>   * supprimer la partition "data" et la remplacer par une partition étendue contenant :
42 Guillemets typographiques fermants. =>   * supprimer la partition "data" et la remplacer par une partition étendue contenant :
42 Il manque un espace insécable. =>   * supprimer la partition "data" et la remplacer par une partition étendue contenant :

43 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         - une partition système en ext4 pour Ubuntu (12 Go), formatée en /
43 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>         - une partition système en ext4 pour Ubuntu (12 Go), formatée en /
43 Mot inconnu : ext4 =>         - une partition système en ext4 pour Ubuntu (12 Go), formatée en /
43 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>         - une partition système en ext4 pour Ubuntu (12 Go), formatée en /

44 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         - une partition swap de 2 Go
44 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>         - une partition swap de 2 Go
44 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>         - une partition swap de 2 Go

45 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>         - une partition "data" en ext4, (+- 160 Go) formatée en /home (ou en FAT32 pour la rendre visible de Windows et de Ubuntu).
45 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>         - une partition "data" en ext4, (+- 160 Go) formatée en /home (ou en FAT32 pour la rendre visible de Windows et de Ubuntu).
45 Guillemets typographiques ouvrants. =>         - une partition "data" en ext4, (+- 160 Go) formatée en /home (ou en FAT32 pour la rendre visible de Windows et de Ubuntu).
45 Guillemets typographiques fermants. =>         - une partition "data" en ext4, (+- 160 Go) formatée en /home (ou en FAT32 pour la rendre visible de Windows et de Ubuntu).
45 Mot inconnu : ext4 =>         - une partition "data" en ext4, (+- 160 Go) formatée en /home (ou en FAT32 pour la rendre visible de Windows et de Ubuntu).
45 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>         - une partition "data" en ext4, (+- 160 Go) formatée en /home (ou en FAT32 pour la rendre visible de Windows et de Ubuntu).
45 Mot inconnu : FAT32 =>         - une partition "data" en ext4, (+- 160 Go) formatée en /home (ou en FAT32 pour la rendre visible de Windows et de Ubuntu).

46 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * ne pas toucher à la partition sda4 sauf si on sait ce qu'on fait (Partition inconnue) !
46 Mot inconnu : sda4 =>   * ne pas toucher à la partition sda4 sauf si on sait ce qu'on fait (Partition inconnue) !
46 Il manque un espace insécable. =>   * ne pas toucher à la partition sda4 sauf si on sait ce qu'on fait (Partition inconnue) !

48 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => Un utilisateur avancé pourra réduire le C à 40 Go et déplacer sda2 de 60 Go vers la gauche de manière à avoir une partition étendue d'environ 240 Go).
48 Mot inconnu : sda2 => Un utilisateur avancé pourra réduire le C à 40 Go et déplacer sda2 de 60 Go vers la gauche de manière à avoir une partition étendue d'environ 240 Go).
48 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => Un utilisateur avancé pourra réduire le C à 40 Go et déplacer sda2 de 60 Go vers la gauche de manière à avoir une partition étendue d'environ 240 Go).
48 Si “Go” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => Un utilisateur avancé pourra réduire le C à 40 Go et déplacer sda2 de 60 Go vers la gauche de manière à avoir une partition étendue d'environ 240 Go).

50 Mot inconnu : Lubuntu => Le Live-USB d'Ubuntu (ou mieux de Lubuntu car le système sera plus réactif) installera le menu de démarrage, avec Ubuntu et Windows.
50 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => Le Live-USB d'Ubuntu (ou mieux de Lubuntu car le système sera plus réactif) installera le menu de démarrage, avec Ubuntu et Windows.

54 Mot inconnu : Gb => Les fiches techniques laissent supposer qu'il est théoriquement possible de remplacer la mémoire de base (1 Gb) par une mémoire de 2 Gb.
54 Mot inconnu : Gb => Les fiches techniques laissent supposer qu'il est théoriquement possible de remplacer la mémoire de base (1 Gb) par une mémoire de 2 Gb.

56 Il manque un espace insécable. => Toutefois, sur certains modèles (Belgique), la trappe de l'emplacement mémoire au dos de l'appareil s'ouvre sur la carte mère, et pas sur l'emplacement dédié à la RAM !!! Sur ces modèles, la RAM est soudée à la carte mère. Un 1011PX n'est donc pas un autre ! 
56 Il manque un espace insécable. => Toutefois, sur certains modèles (Belgique), la trappe de l'emplacement mémoire au dos de l'appareil s'ouvre sur la carte mère, et pas sur l'emplacement dédié à la RAM !!! Sur ces modèles, la RAM est soudée à la carte mère. Un 1011PX n'est donc pas un autre ! 
56 Espace(s) en fin de ligne à supprimer. => Toutefois, sur certains modèles (Belgique), la trappe de l'emplacement mémoire au dos de l'appareil s'ouvre sur la carte mère, et pas sur l'emplacement dédié à la RAM !!! Sur ces modèles, la RAM est soudée à la carte mère. Un 1011PX n'est donc pas un autre ! 

58 Mot inconnu : GB => Si vous souhaitez une machine avec 2 GB de RAM, vérifiez bien avant l'achat !
58 Il manque un espace insécable. => Si vous souhaitez une machine avec 2 GB de RAM, vérifiez bien avant l'achat !

60 Pas d’espace avant une virgule. => <note tip> En appliquant les conseils de la page [[optimisation|Optimisation]] , la mémoire de base de 1 Gb devrait vous suffire. </note>
60 Mot inconnu : Gb => <note tip> En appliquant les conseils de la page [[optimisation|Optimisation]] , la mémoire de base de 1 Gb devrait vous suffire. </note>

62 Mot inconnu : asus => J'ai augmenté mon asus  eee Pc 1011px à 2Go sans aucun problème, la trappe s'ouvre au bon endroit et la mémoire est enfichable.
62 Espace(s) surnuméraire(s) à supprimer. => J'ai augmenté mon asus  eee Pc 1011px à 2Go sans aucun problème, la trappe s'ouvre au bon endroit et la mémoire est enfichable.
62 Mot inconnu : eee => J'ai augmenté mon asus  eee Pc 1011px à 2Go sans aucun problème, la trappe s'ouvre au bon endroit et la mémoire est enfichable.
62 Avec une unité de mesure, mettez un espace insécable. => J'ai augmenté mon asus  eee Pc 1011px à 2Go sans aucun problème, la trappe s'ouvre au bon endroit et la mémoire est enfichable.

63 Typographie : points de suspension. Utilisez le caractère dédié. => Moi j'ai un modèle où la trappe ouvre sur la carte mère...;; la Ram est-elle vraiment soudée?
63 Une de ces ponctuations est superflue. => Moi j'ai un modèle où la trappe ouvre sur la carte mère...;; la Ram est-elle vraiment soudée?
63 Mot inconnu : Ram => Moi j'ai un modèle où la trappe ouvre sur la carte mère...;; la Ram est-elle vraiment soudée?
63 Il manque un espace insécable. => Moi j'ai un modèle où la trappe ouvre sur la carte mère...;; la Ram est-elle vraiment soudée?

