2 Mot inconnu : tnt => {{tag>tnt carte_tv realtek}}
2 Mot inconnu : carte_tv => {{tag>tnt carte_tv realtek}}
2 Mot inconnu : realtek => {{tag>tnt carte_tv realtek}}

5 Mot inconnu : Chipset => ====== Chipset : Realtek RTL2832U ======
5 Il manque un espace insécable. => ====== Chipset : Realtek RTL2832U ======
5 Mot inconnu : Realtek => ====== Chipset : Realtek RTL2832U ======
5 Mot inconnu : RTL2832U => ====== Chipset : Realtek RTL2832U ======

7 Mot inconnu : Antti => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : Palosaari => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : SDR => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : navigation_maritime => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>
7 Mot inconnu : rtl-sdr => <note tip>[[http://palosaari.fi/linux/|Antti Palosaari]] a découvert qu'il était possible d'utiliser ces clés en tant que récepteur radio [[SDR]] ce qui peut s'avérer très utile notamment en [[navigation_maritime|navigation maritime]]. La procédure est décrite **[[rtl-sdr|sur cette page]]**</note>

11 Mot inconnu : DVB-T => De nombreuses clés USB DVB-T sont fabriquées à partir du **démodulateur RTL2832U** :
11 Mot inconnu : RTL2832U => De nombreuses clés USB DVB-T sont fabriquées à partir du **démodulateur RTL2832U** :
11 Il manque un espace insécable. => De nombreuses clés USB DVB-T sont fabriquées à partir du **démodulateur RTL2832U** :

14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Mot inconnu : Product => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^
14 Espace(s) surnuméraire(s) à supprimer. => ^                        Marque                   ^   Product ID    ^  Produit                    ^  Tuner  ^

15 Mot inconnu : Realtek => |  **Realtek Semiconductor Corp.**  |  0BDA:2832    |TRUST 16738          |              |
162 Mot inconnu : p0 => <code>patch -p0 < cinergy_rev3.patch</code>
162 Mot inconnu : cinergy_rev3 => <code>patch -p0 < cinergy_rev3.patch</code>
162 Il manque un espace. => <code>patch -p0 < cinergy_rev3.patch</code>

164 Il manque un espace insécable. => Méthode 2 : ajouter manuellement les modification aux fichiers.
164 Accord de nombre erroné : « modification » devrait être au pluriel. => Méthode 2 : ajouter manuellement les modification aux fichiers.

166 Mot inconnu : rtl2832u => ajouter au fichier rtl2832u.c à la ligne 788 celle ci :
166 Il manque un trait d’union. => ajouter au fichier rtl2832u.c à la ligne 788 celle ci :
166 Il manque un espace insécable. => ajouter au fichier rtl2832u.c à la ligne 788 celle ci :

167 Mot inconnu : USB_DEVICE => <code>{ USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30</code>
167 Il manque un espace avant la parenthèse. => <code>{ USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30</code>
167 Mot inconnu : USB_VID_TERRATEC => <code>{ USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30</code>
167 Mot inconnu : USB_PID_TERRATEC_00D3 => <code>{ USB_DEVICE(USB_VID_TERRATEC, USB_PID_TERRATEC_00D3)}, // 30</code>

168 Mot inconnu : rtl2832u => et au fichier rtl2832u.h ligne 50

169 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  <code>#define	USB_PID_TERRATEC_00D3					0x00D3</code></note>
169 Mot inconnu : USB_PID_TERRATEC_00D3 =>  <code>#define	USB_PID_TERRATEC_00D3					0x00D3</code></note>
169 Mot inconnu : x00D3 =>  <code>#define	USB_PID_TERRATEC_00D3					0x00D3</code></note>

171 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Ajouter le module DKMS, compiler et installer :
171 Mot inconnu : DKMS =>   * Ajouter le module DKMS, compiler et installer :
171 Il manque un espace insécable. =>   * Ajouter le module DKMS, compiler et installer :

172 Mot inconnu : sudo => <code>sudo ln -s "$PWD" /usr/src/dvb-rtl2832u-2.2.2
172 Il manque un espace à côté du tiret. => <code>sudo ln -s "$PWD" /usr/src/dvb-rtl2832u-2.2.2
172 Mot inconnu : PWD => <code>sudo ln -s "$PWD" /usr/src/dvb-rtl2832u-2.2.2
172 Guillemets typographiques fermants. => <code>sudo ln -s "$PWD" /usr/src/dvb-rtl2832u-2.2.2

173 Mot inconnu : sudo => sudo dkms add -m dvb-rtl2832u -v 2.2.2
173 Mot inconnu : dkms => sudo dkms add -m dvb-rtl2832u -v 2.2.2
173 Mot inconnu : add => sudo dkms add -m dvb-rtl2832u -v 2.2.2
173 Il manque un espace à côté du tiret. => sudo dkms add -m dvb-rtl2832u -v 2.2.2
173 Mot inconnu : dvb-rtl2832u => sudo dkms add -m dvb-rtl2832u -v 2.2.2
173 Il manque un espace à côté du tiret. => sudo dkms add -m dvb-rtl2832u -v 2.2.2

174 Mot inconnu : sudo => sudo dkms build -m dvb-rtl2832u -v 2.2.2
174 Mot inconnu : dkms => sudo dkms build -m dvb-rtl2832u -v 2.2.2
174 Il manque un espace à côté du tiret. => sudo dkms build -m dvb-rtl2832u -v 2.2.2
174 Mot inconnu : dvb-rtl2832u => sudo dkms build -m dvb-rtl2832u -v 2.2.2
174 Il manque un espace à côté du tiret. => sudo dkms build -m dvb-rtl2832u -v 2.2.2

175 Mot inconnu : sudo => sudo dkms install -m dvb-rtl2832u -v 2.2.2</code>
175 Mot inconnu : dkms => sudo dkms install -m dvb-rtl2832u -v 2.2.2</code>
175 Mot inconnu : install => sudo dkms install -m dvb-rtl2832u -v 2.2.2</code>
175 Il manque un espace à côté du tiret. => sudo dkms install -m dvb-rtl2832u -v 2.2.2</code>
175 Mot inconnu : dvb-rtl2832u => sudo dkms install -m dvb-rtl2832u -v 2.2.2</code>
175 Il manque un espace à côté du tiret. => sudo dkms install -m dvb-rtl2832u -v 2.2.2</code>

176 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enfin, charger le module avec modeprobe :
176 Mot inconnu : modeprobe =>   * Enfin, charger le module avec modeprobe :
176 Il manque un espace insécable. =>   * Enfin, charger le module avec modeprobe :

177 Mot inconnu : sudo => <code>sudo modprobe dvb-usb-rtl2832u</code> 
177 Mot inconnu : modprobe => <code>sudo modprobe dvb-usb-rtl2832u</code> 
177 Mot inconnu : dvb-usb-rtl2832u => <code>sudo modprobe dvb-usb-rtl2832u</code> 
177 Espace(s) en fin de ligne à supprimer. => <code>sudo modprobe dvb-usb-rtl2832u</code> 

178 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Pour un chargement automatique, ajouter le module à la liste présente dans le fichier: 
178 Il manque un espace insécable. =>   * Pour un chargement automatique, ajouter le module à la liste présente dans le fichier: 
178 Espace(s) en fin de ligne à supprimer. =>   * Pour un chargement automatique, ajouter le module à la liste présente dans le fichier: 

179 Mot inconnu : sudo => <code>sudo nano /etc/modules</code> 
179 Mot inconnu : nano => <code>sudo nano /etc/modules</code> 
179 Espace(s) en fin de ligne à supprimer. => <code>sudo nano /etc/modules</code> 

181 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

182 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

183 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

184 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

185 Guillemets typographiques ouvrants. => ==== Mode "SDR" pour exploiter pleinement la réception Radio  ====
185 Mot inconnu : SDR => ==== Mode "SDR" pour exploiter pleinement la réception Radio  ====
185 Guillemets typographiques fermants. => ==== Mode "SDR" pour exploiter pleinement la réception Radio  ====
185 Espace(s) surnuméraire(s) à supprimer. => ==== Mode "SDR" pour exploiter pleinement la réception Radio  ====

187 Mot inconnu : Chipset => La particularité remarquable de ce Chipset est qu'il offre la possibilité de recevoir des signaux Radio d'une gamme de fréquence étendue **de 64MHz à 1,7 GHz** (avec un trou entre 1100 et 1250 MHz).
187 Avec une unité de mesure, mettez un espace insécable. => La particularité remarquable de ce Chipset est qu'il offre la possibilité de recevoir des signaux Radio d'une gamme de fréquence étendue **de 64MHz à 1,7 GHz** (avec un trou entre 1100 et 1250 MHz).
187 Si “GHz” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => La particularité remarquable de ce Chipset est qu'il offre la possibilité de recevoir des signaux Radio d'une gamme de fréquence étendue **de 64MHz à 1,7 GHz** (avec un trou entre 1100 et 1250 MHz).
187 Avec une unité de mesure, mettez un espace insécable. => La particularité remarquable de ce Chipset est qu'il offre la possibilité de recevoir des signaux Radio d'une gamme de fréquence étendue **de 64MHz à 1,7 GHz** (avec un trou entre 1100 et 1250 MHz).

189 Mot inconnu : RTL-SDR => Pour plus d'information, voir la [[RTL-SDR|page dédiée]].

195 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *Pour une utilisation classique, c'est à dire pour recevoir la **TNT**, voir [[TNT|par ici]].
195 Il manque les traits d’union. =>   *Pour une utilisation classique, c'est à dire pour recevoir la **TNT**, voir [[TNT|par ici]].

197 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *Pour les nombreuses applications offertes par les fonctionnalités de la **SDR**, rendez-vous sur le [[RTL-SDR|tutoriel]].
197 Mot inconnu : SDR =>   *Pour les nombreuses applications offertes par les fonctionnalités de la **SDR**, rendez-vous sur le [[RTL-SDR|tutoriel]].
197 Mot inconnu : RTL-SDR =>   *Pour les nombreuses applications offertes par les fonctionnalités de la **SDR**, rendez-vous sur le [[RTL-SDR|tutoriel]].

200 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://www.realtek.com.tw/products/productsView.aspx?Langid=1&PNid=22&PFid=35&Level=4&Conn=3&ProdID=257|Page officielle de Realtek]]
200 Mot inconnu : Realtek =>   * **(en)** [[http://www.realtek.com.tw/products/productsView.aspx?Langid=1&PNid=22&PFid=35&Level=4&Conn=3&ProdID=257|Page officielle de Realtek]]

201 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://wiki.spench.net/wiki/RTL2832U|Description du RTL2832U]] 
201 Mot inconnu : RTL2832U =>   * **(en)** [[http://wiki.spench.net/wiki/RTL2832U|Description du RTL2832U]] 
201 Espace(s) en fin de ligne à supprimer. =>   * **(en)** [[http://wiki.spench.net/wiki/RTL2832U|Description du RTL2832U]] 
