6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======
6 Mot inconnu : Vaio => ====== Liste des portables « SONY Vaio » ======
6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======

7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Mot inconnu : Vaio => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.

11 Mot inconnu : icons => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Il manque un espace. => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |

12 Il manque un espace. => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |

13 Mot inconnu : icons => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace insécable. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Mot inconnu : nolink => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |

16 Mot inconnu : Vaio => ===== Vaio PCG =====
16 Mot inconnu : PCG => ===== Vaio PCG =====

18 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

19 Mot inconnu : PCG-7A1M => | PCG-7A1M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Marche très bien excepté la touche Fn, le pilote graphique propriétaire 173 semble plus rapide que le current. | Lucid |
290 Il manque un espace. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : modeles => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : laptop_work => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Espace(s) surnuméraire(s) à supprimer. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : NVidia => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques ouvrants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : i8042 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : nopnp => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques fermants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques ouvrants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : i8042 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : nopnp => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques fermants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques ouvrants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : i8042 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : reset => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : i8042 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : nomux => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : i8042 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : nopnp => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : i8042 => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : noloop => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques fermants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Il manque un espace. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Mot inconnu : Device => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques ouvrants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
290 Guillemets typographiques ouvrants. => |VPC-F13Z1E/B|{{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}| Carte graphique voir  la page [[NVidia]]. Pour le touchpad [[:touchpad|voir la page dédiée]] et ajouter ''i8042.nopnp'' à [[:grub]]. Si le problème persiste, changez ''i8042.nopnp'' en ''i8042.reset i8042.nomux i8042.nopnp i8042.noloop''. Pour la luminosité [[:tutoriel:comment_modifier_un_fichier|Ouvrez le fichier]] **/etc/X11/xorg.conf**. Ajouter la ligne suivante dans la section **Device** ''Option "RegistryDwords" "EnableBrightnessControl=1"''. Ou bien même si les hotkeys FN+F5/F6  ne fonctionne pas il est possible de changer la luminosité de l'écran : **Système->Administration->NVIDIA X Server Settings**.Dans la rubrique X Server Color Correction, vous trouvez le curseur du Brightness, qui permet de changer la luminosité de l'écran. |Natty 64 bits|
