
7 Mot inconnu : TPME => ====== Création d'un réseau d'entreprise pour une TPME ou une PME ====== <|> tpme
897 Mot inconnu : ssl => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> ssl
897 Accord de genre erroné : « la section » est féminin, « global » est masculin. => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> global => suggestions : ['globale']
897 Confusion probable : “a” est la conjugaison du verbe “avoir”. Utilisez la préposition “à”. => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> a => suggestions : ['à']
897 Conjugaison erronée. Accord avec “on”. Le verbe devrait être à la 3ᵉ personne du singulier. => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> veux => suggestions : ['veut']
897 Mot inconnu : TLS => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> tls
897 Mot inconnu : ldap => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> ldap
897 Mot inconnu : ssl => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> ssl
897 Mot inconnu : tls => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> tls
897 Mot inconnu : ldap => <note 8.04> en Interpid Ibex (8.04) et supérieur, il faut rajouter la ligne ldap ssl = off dans la section global. C'est moins sécurisé mais plus simple a mettre en œuvre. Si on veux plus de sécurité il faut mettre en place TLS avec le paramètre ldap ssl = tls, générer des certificats et modifier le ldap (cf https://help.ubuntu.com/8.10/serverguide/C/openldap-server.html)</note> <|> ldap

900 Mot inconnu : smb => Le fichier smb.conf défini quelques share SAMBA <|> smb
900 Il manque un espace. => Le fichier smb.conf défini quelques share SAMBA <|> conf => suggestions : [' conf']
900 Mot inconnu : share => Le fichier smb.conf défini quelques share SAMBA <|> share

913 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Créez les répertoires <|> -  => suggestions : ['—\xa0', '–\xa0']

918 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installez les sécuritées <|> -  => suggestions : ['—\xa0', '–\xa0']
918 Mot inconnu : sécuritées => - Installez les sécuritées <|> sécuritées

927 Mot inconnu : LDAP => ===== Liaison SAMBA et LDAP ===== <|> ldap

928 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installez les smbldap-tools <|> -  => suggestions : ['—\xa0', '–\xa0']
928 Mot inconnu : smbldap-tools => - Installez les smbldap-tools <|> smbldap-tools

931 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Créez le fichier /etc/smbldap-tools/smbldap_bind.conf et copiez / modifiez ces lignes <|> -  => suggestions : ['—\xa0', '–\xa0']
931 Il manque un espace. => - Créez le fichier /etc/smbldap-tools/smbldap_bind.conf et copiez / modifiez ces lignes <|> conf => suggestions : [' conf']

936 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Votre mot de passe étant en clair dans le fichier, il faut modifier la sécurité <|> -  => suggestions : ['—\xa0', '–\xa0']

938 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Créez le fichier /etc/smbldap-tools/smbldap.conf et copiez / modifiez ces lignes <|> -  => suggestions : ['—\xa0', '–\xa0']
938 Il manque un espace. => - Créez le fichier /etc/smbldap-tools/smbldap.conf et copiez / modifiez ces lignes <|> conf => suggestions : [' conf']

974 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Stopez le serveur SAMBA <|> -  => suggestions : ['—\xa0', '–\xa0']
974 Mot inconnu : Stopez => - Stopez le serveur SAMBA <|> stopez

976 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Ajoutez dans SAMBA le mot de passe de l'administrateur [root] <|> -  => suggestions : ['—\xa0', '–\xa0']
976 Mot inconnu : root => - Ajoutez dans SAMBA le mot de passe de l'administrateur [root] <|> root

980 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Redémarrez le serveur SAMBA <|> -  => suggestions : ['—\xa0', '–\xa0']

987 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Avec la commade net getlocalsid vous allez obtenir le SID du PDC SAMBA <|> -  => suggestions : ['—\xa0', '–\xa0']
987 Mot inconnu : commade => - Avec la commade net getlocalsid vous allez obtenir le SID du PDC SAMBA <|> commade
987 Mot inconnu : getlocalsid => - Avec la commade net getlocalsid vous allez obtenir le SID du PDC SAMBA <|> getlocalsid
987 Mot inconnu : SID => - Avec la commade net getlocalsid vous allez obtenir le SID du PDC SAMBA <|> sid
987 Mot inconnu : PDC => - Avec la commade net getlocalsid vous allez obtenir le SID du PDC SAMBA <|> pdc

991 Mot inconnu : directory => ==== Peuplez le directory LDAP ==== <|> directory
991 Mot inconnu : LDAP => ==== Peuplez le directory LDAP ==== <|> ldap

1022 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Les différentes OU (Organisation Unit) qui contiendront vos Machines, Users et Groups <|>   => suggestions : ['']
1022 Mot inconnu : Users =>  Les différentes OU (Organisation Unit) qui contiendront vos Machines, Users et Groups <|> users
1022 Mot inconnu : Groups =>  Les différentes OU (Organisation Unit) qui contiendront vos Machines, Users et Groups <|> groups

1023 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Deux UID : root et nobody qui seront dans OU = Users <|>   => suggestions : ['']
1023 Mot inconnu : UID =>  Deux UID : root et nobody qui seront dans OU = Users <|> uid
1023 Mot inconnu : root =>  Deux UID : root et nobody qui seront dans OU = Users <|> root
1023 Mot inconnu : nobody =>  Deux UID : root et nobody qui seront dans OU = Users <|> nobody
1023 Mot inconnu : Users =>  Deux UID : root et nobody qui seront dans OU = Users <|> users

1024 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Plusieurs CN (Common Name): Les groupes qui seront dans OU = Groups <|>   => suggestions : ['']
1024 Mot inconnu : CN =>  Plusieurs CN (Common Name): Les groupes qui seront dans OU = Groups <|> cn
1024 Mot inconnu : Common =>  Plusieurs CN (Common Name): Les groupes qui seront dans OU = Groups <|> common
1024 Mot inconnu : Name =>  Plusieurs CN (Common Name): Les groupes qui seront dans OU = Groups <|> name
1024 Mot inconnu : Groups =>  Plusieurs CN (Common Name): Les groupes qui seront dans OU = Groups <|> groups

1034 Mot inconnu : LDAP => ==== Test de LDAP ==== <|> ldap

1035 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Création du premier utilisateur test de LDAP <|> -  => suggestions : ['—\xa0', '–\xa0']
1035 Mot inconnu : LDAP => - Création du premier utilisateur test de LDAP <|> ldap
1042 Mot inconnu : Gecos =>   * -c : Information Gecos : Le nom entier <|> gecos

1047 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Vérifiez que les utilisateurs test et root sont bien dans LDAP <|> -  => suggestions : ['—\xa0', '–\xa0']
1047 Accord de nombre erroné avec « les utilisateurs » : « test » devrait être au pluriel. => - Vérifiez que les utilisateurs test et root sont bien dans LDAP <|> test => suggestions : ['tests']
1047 Mot inconnu : root => - Vérifiez que les utilisateurs test et root sont bien dans LDAP <|> root
1047 Mot inconnu : LDAP => - Vérifiez que les utilisateurs test et root sont bien dans LDAP <|> ldap

1113 Mot inconnu : primary => ==== Modification du système d'authentification sur primary==== <|> primary

1116 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Installation des paquets nécessaires <|> -  => suggestions : ['—\xa0', '–\xa0']

1119 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Répondez aux questions qui vous sont posées comme suit. <|> -  => suggestions : ['—\xa0', '–\xa0']

1129 Mot inconnu : root => <note tip>Étant donné qu'il n'y a pas de mots de passe dans ce fichier nous   pouvons nous permettre de ne pas limiter l'accès uniquement à root et permettre ainsi à tous le monde de pouvoir voir l'annuaire</note>  <|> root

1131 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editez le fichier /etc/ldap.conf et modifiez le <|> -  => suggestions : ['—\xa0', '–\xa0']
1131 Mot inconnu : Editez => - Editez le fichier /etc/ldap.conf et modifiez le <|> editez
1131 S’il s’agit d’un impératif, mettez un trait d’union. => - Editez le fichier /etc/ldap.conf et modifiez le <|> modifiez le => suggestions : ['modifiez-le']

1138 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Copiez ensuite le fichier /etc/ldap.conf dans /etc/ldap/ldap.conf <|> -  => suggestions : ['—\xa0', '–\xa0']

1141 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Éditez le fichier /etc/nsswitch.conf et modifiez le comme suit. <|> -  => suggestions : ['—\xa0', '–\xa0']
1141 S’il s’agit d’un impératif, mettez un trait d’union. => - Éditez le fichier /etc/nsswitch.conf et modifiez le comme suit. <|> modifiez le => suggestions : ['modifiez-le']

1146 Mot inconnu : root => <note warning>Il est préférable de garder une console en réserve avec un compte root activé car si ici il y a un problème, vous ne pourrez plus vous authentifier !!!!</note> <|> root

1148 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Éditez le fichier /etc/pam.d/common-pammount <|> -  => suggestions : ['—\xa0', '–\xa0']

1152 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Créez un nouveau fichier /etc/auth-client-config/profile.d/open_ldap et copiez / collez la suite. <|> -  => suggestions : ['—\xa0', '–\xa0']

1172 Mot inconnu : LDAP => <note warning>Il est important pour ce fichier de garder la même ventilation que celle introduite. Si tel n'est pas le cas, vous pourriez avoir des problèmes avec la commande qui activera l'authentification LDAP pour le client.</note> <|> ldap

1174 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Créez un backup du fichier nsswitch.conf <|> -  => suggestions : ['—\xa0', '–\xa0']
1174 Mot inconnu : backup => - Créez un backup du fichier nsswitch.conf <|> backup
1174 Mot inconnu : nsswitch => - Créez un backup du fichier nsswitch.conf <|> nsswitch
1174 Il manque un espace. => - Créez un backup du fichier nsswitch.conf <|> conf => suggestions : [' conf']

1177 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Créez un backup des fichiers de configuration de pam <|> -  => suggestions : ['—\xa0', '–\xa0']
1177 Mot inconnu : backup => - Créez un backup des fichiers de configuration de pam <|> backup
1177 Mot inconnu : pam => - Créez un backup des fichiers de configuration de pam <|> pam

1182 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Activez l'authentification LDAP pour votre client <|> -  => suggestions : ['—\xa0', '–\xa0']
1182 Mot inconnu : LDAP => - Activez l'authentification LDAP pour votre client <|> ldap

1185 Mot inconnu : reboot => Si tout se passe bien avec cette commande, vous devriez pouvoir au prochain reboot vous connecter avec un login LDAP et ou local. <|> reboot
1185 Mot inconnu : LDAP => Si tout se passe bien avec cette commande, vous devriez pouvoir au prochain reboot vous connecter avec un login LDAP et ou local. <|> ldap

1189 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Démarrez votre client Windows 2000 <|> -  => suggestions : ['—\xa0', '–\xa0']

1197 Mot inconnu : Windows2000 => <note important>Il est possible que juste après le premier démarrage de votre Windows2000 il ne vous permettent pas de vous connecter au DOMAIN. Il faut dans ce cas attendre une ou deux minutes le temps que le client retrouve ses jeunes avec le domain controleur SAMBA. Le message qui vous est indiqué, est qu'il ne trouve pas l'utilisateur ROOT.</note> <|> windows2000
1197 Accord avec “permettent”. => <note important>Il est possible que juste après le premier démarrage de votre Windows2000 il ne vous permettent pas de vous connecter au DOMAIN. Il faut dans ce cas attendre une ou deux minutes le temps que le client retrouve ses jeunes avec le domain controleur SAMBA. Le message qui vous est indiqué, est qu'il ne trouve pas l'utilisateur ROOT.</note> <|> il => suggestions : ['ils']
1197 Conjugaison erronée. Accord avec “il”. Le verbe devrait être à la 3ᵉ personne du singulier. => <note important>Il est possible que juste après le premier démarrage de votre Windows2000 il ne vous permettent pas de vous connecter au DOMAIN. Il faut dans ce cas attendre une ou deux minutes le temps que le client retrouve ses jeunes avec le domain controleur SAMBA. Le message qui vous est indiqué, est qu'il ne trouve pas l'utilisateur ROOT.</note> <|> permettent => suggestions : ['permet']
1197 Mot inconnu : DOMAIN => <note important>Il est possible que juste après le premier démarrage de votre Windows2000 il ne vous permettent pas de vous connecter au DOMAIN. Il faut dans ce cas attendre une ou deux minutes le temps que le client retrouve ses jeunes avec le domain controleur SAMBA. Le message qui vous est indiqué, est qu'il ne trouve pas l'utilisateur ROOT.</note> <|> domain
1197 Mot inconnu : domain => <note important>Il est possible que juste après le premier démarrage de votre Windows2000 il ne vous permettent pas de vous connecter au DOMAIN. Il faut dans ce cas attendre une ou deux minutes le temps que le client retrouve ses jeunes avec le domain controleur SAMBA. Le message qui vous est indiqué, est qu'il ne trouve pas l'utilisateur ROOT.</note> <|> domain
1197 Mot inconnu : controleur => <note important>Il est possible que juste après le premier démarrage de votre Windows2000 il ne vous permettent pas de vous connecter au DOMAIN. Il faut dans ce cas attendre une ou deux minutes le temps que le client retrouve ses jeunes avec le domain controleur SAMBA. Le message qui vous est indiqué, est qu'il ne trouve pas l'utilisateur ROOT.</note> <|> controleur
1197 Mot inconnu : ROOT => <note important>Il est possible que juste après le premier démarrage de votre Windows2000 il ne vous permettent pas de vous connecter au DOMAIN. Il faut dans ce cas attendre une ou deux minutes le temps que le client retrouve ses jeunes avec le domain controleur SAMBA. Le message qui vous est indiqué, est qu'il ne trouve pas l'utilisateur ROOT.</note> <|> root

1199 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Connectez vous au logon avec le compte test que vous aviez créé lors de la configuration validation de LDAP. Cet utilisateur n'est pas connu de linux. Il se trouve configuré uniquement dans l'annulaire LDAP. Si la connexion fonctionne, c'est la preuve par 9 que tout est fonctionnel. <|> -  => suggestions : ['—\xa0', '–\xa0']
1199 Forme interrogative ? Mettez un trait d’union. => - Connectez vous au logon avec le compte test que vous aviez créé lors de la configuration validation de LDAP. Cet utilisateur n'est pas connu de linux. Il se trouve configuré uniquement dans l'annulaire LDAP. Si la connexion fonctionne, c'est la preuve par 9 que tout est fonctionnel. <|> connectez vous => suggestions : ['Connectez-vous']
1199 Mot inconnu : logon => - Connectez vous au logon avec le compte test que vous aviez créé lors de la configuration validation de LDAP. Cet utilisateur n'est pas connu de linux. Il se trouve configuré uniquement dans l'annulaire LDAP. Si la connexion fonctionne, c'est la preuve par 9 que tout est fonctionnel. <|> logon
1199 Mot inconnu : LDAP => - Connectez vous au logon avec le compte test que vous aviez créé lors de la configuration validation de LDAP. Cet utilisateur n'est pas connu de linux. Il se trouve configuré uniquement dans l'annulaire LDAP. Si la connexion fonctionne, c'est la preuve par 9 que tout est fonctionnel. <|> ldap
1199 Mot inconnu : linux => - Connectez vous au logon avec le compte test que vous aviez créé lors de la configuration validation de LDAP. Cet utilisateur n'est pas connu de linux. Il se trouve configuré uniquement dans l'annulaire LDAP. Si la connexion fonctionne, c'est la preuve par 9 que tout est fonctionnel. <|> linux
1199 Mot inconnu : LDAP => - Connectez vous au logon avec le compte test que vous aviez créé lors de la configuration validation de LDAP. Cet utilisateur n'est pas connu de linux. Il se trouve configuré uniquement dans l'annulaire LDAP. Si la connexion fonctionne, c'est la preuve par 9 que tout est fonctionnel. <|> ldap

1201 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Vérifiez les mapping automatique dans votre client Windows. <|> -  => suggestions : ['—\xa0', '–\xa0']
1201 Mot inconnu : mapping => - Vérifiez les mapping automatique dans votre client Windows. <|> mapping

1204 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Faite un logoff du client windows et passez sur le serveur primary <|> -  => suggestions : ['—\xa0', '–\xa0']
1204 Mot inconnu : logoff => - Faite un logoff du client windows et passez sur le serveur primary <|> logoff
1204 Mot inconnu : primary => - Faite un logoff du client windows et passez sur le serveur primary <|> primary

1206 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Ouvrez la directory /home/export/profile/test vous devriez avoir des fichiers windows dans ce folder qui sont en réalité les fichiers du profil utilisateur test. <|> -  => suggestions : ['—\xa0', '–\xa0']
1206 Mot inconnu : directory => - Ouvrez la directory /home/export/profile/test vous devriez avoir des fichiers windows dans ce folder qui sont en réalité les fichiers du profil utilisateur test. <|> directory
1206 Mot inconnu : folder => - Ouvrez la directory /home/export/profile/test vous devriez avoir des fichiers windows dans ce folder qui sont en réalité les fichiers du profil utilisateur test. <|> folder

1208 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> -  => suggestions : ['—\xa0', '–\xa0']
1208 Mot inconnu : directory => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> directory
1208 Mot inconnu : root => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> root
1208 Mot inconnu : mapping => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> mapping
1208 Mot inconnu : directory => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> directory
1208 Mot inconnu : directory => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> directory
1208 Mot inconnu : logon => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> logon
1208 Mot inconnu : linux => - Vous trouverez également une directory test dans la root de home qui est en réalité le mapping sur la directory P:\ du windows client. Mais également la directory home d'un logon sur linux. De cette manière, vous pouvez partager vos fichiers privés (réservé à l'utilisateur test par exemple) <|> linux

1222 Mot inconnu : linux => === Configuration du client linux ==== <|> linux

1224 Mot inconnu : linux => <note tip>Le client linux à ce stade doit être capable de se connecter à la session et d'avoir une configuration réseau fournie par le DHCP / DNS. Il doit être à jour et avoir un accès au monde extérieur. Si ce n'est pas le cas, allez voir plus haut ce qu'il faut faire pour que cela fonctionne.</note> <|> linux

1226 Accord de nombre erroné : « même » devrait être au pluriel. => **Exécutez les même modifications du système d'authentification que celles exécutées sur le serveur PRIMARY avant d'ajouter celle-ci !** <|> même => suggestions : ['mêmes']
1226 Mot inconnu : PRIMARY => **Exécutez les même modifications du système d'authentification que celles exécutées sur le serveur PRIMARY avant d'ajouter celle-ci !** <|> primary

1228 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  - Éditez le fichier /etc/pam.d/gdm et remplacez son contenu <|>   => suggestions : ['']

1246 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Éditez le fichier /etc/pam.d/gdm-autologin et remplacez son contenu (le contenu est le même que pour le fichier précédent) <|> -  => suggestions : ['—\xa0', '–\xa0']

1263 Mot inconnu : Automount => ===== Automount des répertoires partagés sur le client linux ===== <|> automount
1263 Mot inconnu : linux => ===== Automount des répertoires partagés sur le client linux ===== <|> linux

1264 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editez le fichier /etc/security/pam_mount.conf et à la ligne 173 ajoutez ces lignes. <|> -  => suggestions : ['—\xa0', '–\xa0']
1264 Mot inconnu : Editez => - Editez le fichier /etc/security/pam_mount.conf et à la ligne 173 ajoutez ces lignes. <|> editez

1272 Une de ces ponctuations est superflue. => ===== Utilisation de la carte son, USB, lecteur amovible, ... ===== <|> , . => suggestions : [',', '.']
1272 Typographie : points de suspension. Utilisez le caractère dédié. => ===== Utilisation de la carte son, USB, lecteur amovible, ... ===== <|> ... => suggestions : ['…']

1273 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Editez le fichier /etc/security/group.conf et ajoutez ces lignes <|> -  => suggestions : ['—\xa0', '–\xa0']
1273 Mot inconnu : Editez => - Editez le fichier /etc/security/group.conf et ajoutez ces lignes <|> editez

1277 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Utilisez la commande suivante pour lister le contenu de l'annuaire LDAP <|> -  => suggestions : ['—\xa0', '–\xa0']
1277 Mot inconnu : LDAP => - Utilisez la commande suivante pour lister le contenu de l'annuaire LDAP <|> ldap

1280 Mot inconnu : LDAP => Si vous voyez l'utilisateur test créé précédemment et connu uniquement de LDAP c'est gagné. Vous devriez être en mesure de vous authentifier. Si non, il y a un problème. Le mieux comme toujours est de regarder les logs et de vérifier les fichier de customisation. <|> ldap
1280 Accord de nombre erroné : « fichier » devrait être au pluriel. => Si vous voyez l'utilisateur test créé précédemment et connu uniquement de LDAP c'est gagné. Vous devriez être en mesure de vous authentifier. Si non, il y a un problème. Le mieux comme toujours est de regarder les logs et de vérifier les fichier de customisation. <|> fichier => suggestions : ['fichiers']

1281 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - redémarrez la machine et connectez vous avec l'utilisateur test de l'annuaire LDAP. <|> -  => suggestions : ['—\xa0', '–\xa0']
1281 Forme interrogative ? Mettez un trait d’union. => - redémarrez la machine et connectez vous avec l'utilisateur test de l'annuaire LDAP. <|> connectez vous => suggestions : ['connectez-vous']
1281 Mot inconnu : LDAP => - redémarrez la machine et connectez vous avec l'utilisateur test de l'annuaire LDAP. <|> ldap

1283 Mot inconnu : GDM => Cela devrait vous montrer dans GDM un petit panneau indiquant la création de la directory home pour votre nouvel utilisateur et vous donnez accès après quelques échanges réseau avec le serveur au bureau linux en tant que simple utilisateur. <|> gdm
1283 Mot inconnu : directory => Cela devrait vous montrer dans GDM un petit panneau indiquant la création de la directory home pour votre nouvel utilisateur et vous donnez accès après quelques échanges réseau avec le serveur au bureau linux en tant que simple utilisateur. <|> directory
1283 Mot inconnu : linux => Cela devrait vous montrer dans GDM un petit panneau indiquant la création de la directory home pour votre nouvel utilisateur et vous donnez accès après quelques échanges réseau avec le serveur au bureau linux en tant que simple utilisateur. <|> linux

1289 Mot inconnu : server => ===== Problèmes rencontrés pendant la configuration du server et des clients ===== <|> server

1290 Mot inconnu : VMWARE => <note important>Lors de mes tests en VMWARE Serveur j'ai constaté deux phénomènes très étranges.</note> <|> vmware

1291 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   <|>   => suggestions : ['']
1292 Mot inconnu : primary =>   * Le premier étant sur le serveur primary, un blocage régulier au démarrage de bind oblige de redémarrer le serveur une ou deux fois avant de pouvoir l'utiliser. <|> primary
1292 Mot inconnu : bind =>   * Le premier étant sur le serveur primary, un blocage régulier au démarrage de bind oblige de redémarrer le serveur une ou deux fois avant de pouvoir l'utiliser. <|> bind
1294 Mot inconnu : linux =>   * Le second c'est avec le client linux. (l'étape ou vous devriez être arrivé maintenant). UDEV m'a créé une mauvaise règle dans /etc/udev/rules.d/70-persistent-net.rules. La règle n'était pas bonne car l'adresse MAC de la carte réseau virtuel avait changé, sans doute, suite à l'installation des vmware tools. Donc, au démarrage de la machine client linux, le nom de l'interface était passé à eth2 plus tôt que eth0. J'ai modifié le fichier 70-persistent-net.rules en indiquant à eth0 que l'adresse mac avait changé et tout est rentré dans l'ordre. Ce problème-ci était important, car il m'empêchait de me connecter à LDAP serveur, de joindre les adresses extérieures tout en me permettant de me connecter dans mon subnet et donc de voir le client windows et primary via uniquement leur adresse IP ! de quoi y perdre son latin quoi ... <|> linux
