
5 Mot inconnu : Mirroring => ====== Mirroring sur deux serveurs ====== | mirroring
328 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    guest ok = no  |     => suggestions : ['']
328 Mot inconnu : guest =>    guest ok = no  | guest
328 Mot inconnu : ok =>    guest ok = no  | ok
328 Espace(s) en fin de ligne à supprimer. =>    guest ok = no  |   => suggestions : ['']

329 Mot inconnu : Uncomment => # Uncomment to allow remote administration of Windows print drivers.  | uncomment
329 Mot inconnu : to => # Uncomment to allow remote administration of Windows print drivers.  | to
329 Mot inconnu : allow => # Uncomment to allow remote administration of Windows print drivers.  | allow
329 Mot inconnu : remote => # Uncomment to allow remote administration of Windows print drivers.  | remote
329 Mot inconnu : of => # Uncomment to allow remote administration of Windows print drivers.  | of
329 Mot inconnu : print => # Uncomment to allow remote administration of Windows print drivers.  | print
329 Espace(s) en fin de ligne à supprimer. => # Uncomment to allow remote administration of Windows print drivers.  |   => suggestions : ['']

330 Guillemets typographiques ouvrants. => # Replace 'ntadmin' with the name of the group your admin users are  | ' => suggestions : ['“', '‘', '‹']
330 Mot inconnu : ntadmin => # Replace 'ntadmin' with the name of the group your admin users are  | ntadmin
330 Guillemets typographiques fermants. => # Replace 'ntadmin' with the name of the group your admin users are  | ' => suggestions : ['”', '’', '›']
330 Mot inconnu : with => # Replace 'ntadmin' with the name of the group your admin users are  | with
330 Mot inconnu : the => # Replace 'ntadmin' with the name of the group your admin users are  | the
330 Mot inconnu : name => # Replace 'ntadmin' with the name of the group your admin users are  | name
330 Mot inconnu : of => # Replace 'ntadmin' with the name of the group your admin users are  | of
330 Mot inconnu : the => # Replace 'ntadmin' with the name of the group your admin users are  | the
330 Mot inconnu : group => # Replace 'ntadmin' with the name of the group your admin users are  | group
330 Mot inconnu : your => # Replace 'ntadmin' with the name of the group your admin users are  | your
330 Mot inconnu : users => # Replace 'ntadmin' with the name of the group your admin users are  | users
330 Espace(s) en fin de ligne à supprimer. => # Replace 'ntadmin' with the name of the group your admin users are  |   => suggestions : ['']

331 Mot inconnu : members => # members of. | members
331 Mot inconnu : of => # members of. | of

333 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    write list = root @ntadmin</file> |     => suggestions : ['']
333 Mot inconnu : write =>    write list = root @ntadmin</file> | write
333 Mot inconnu : list =>    write list = root @ntadmin</file> | list
333 Mot inconnu : root =>    write list = root @ntadmin</file> | root

334 Mot inconnu : FIXME => FIXME : Quels sont les fichiers à synchroniser entre les 2 serveurs pour la configuration de ''cups'' ? | fixme
334 Guillemets typographiques ouvrants. => FIXME : Quels sont les fichiers à synchroniser entre les 2 serveurs pour la configuration de ''cups'' ? | '' => suggestions : ['«\xa0', '“']
334 Mot inconnu : cups => FIXME : Quels sont les fichiers à synchroniser entre les 2 serveurs pour la configuration de ''cups'' ? | cups
334 Guillemets typographiques fermants. => FIXME : Quels sont les fichiers à synchroniser entre les 2 serveurs pour la configuration de ''cups'' ? | '' => suggestions : ['\xa0»', '”']

336 Guillemets typographiques ouvrants. => <note>En ce qui concerne les partages, il est bien évidemment conseillé d'utiliser un répertoire contenu dans le répertoire synchronisé par ''drbd''.</note> | '' => suggestions : ['«\xa0', '“']
336 Mot inconnu : drbd => <note>En ce qui concerne les partages, il est bien évidemment conseillé d'utiliser un répertoire contenu dans le répertoire synchronisé par ''drbd''.</note> | drbd
336 Guillemets typographiques fermants. => <note>En ce qui concerne les partages, il est bien évidemment conseillé d'utiliser un répertoire contenu dans le répertoire synchronisé par ''drbd''.</note> | '' => suggestions : ['\xa0»', '”']

340 Mot inconnu : Nom_du_partage => <file>[Nom_du_partage] | nom_du_partage

341 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    path = /data/répertoire/partagé |     => suggestions : ['']
341 Mot inconnu : path =>    path = /data/répertoire/partagé | path

342 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    read only = no |     => suggestions : ['']
342 Mot inconnu : read =>    read only = no | read
342 Mot inconnu : only =>    read only = no | only

343 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    valid users = liste des utilisateurs séparés par des espaces |     => suggestions : ['']
343 Mot inconnu : valid =>    valid users = liste des utilisateurs séparés par des espaces | valid
343 Mot inconnu : users =>    valid users = liste des utilisateurs séparés par des espaces | users

348 Mot inconnu : Nom_du_partage => <file>[Nom_du_partage] | nom_du_partage

349 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    path = /data/répertoire/partagé |     => suggestions : ['']
349 Mot inconnu : path =>    path = /data/répertoire/partagé | path

350 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    read only = yes |     => suggestions : ['']
350 Mot inconnu : read =>    read only = yes | read
350 Mot inconnu : only =>    read only = yes | only
350 Mot inconnu : yes =>    read only = yes | yes

351 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    valid users = liste des utilisateurs n'ayant que le droit de lire séparés par des espaces |     => suggestions : ['']
351 Mot inconnu : valid =>    valid users = liste des utilisateurs n'ayant que le droit de lire séparés par des espaces | valid
351 Mot inconnu : users =>    valid users = liste des utilisateurs n'ayant que le droit de lire séparés par des espaces | users

352 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    write list = liste des utilisateurs ayant le droit de lire et d'écrire séparés par des espaces |     => suggestions : ['']
352 Mot inconnu : write =>    write list = liste des utilisateurs ayant le droit de lire et d'écrire séparés par des espaces | write
352 Mot inconnu : list =>    write list = liste des utilisateurs ayant le droit de lire et d'écrire séparés par des espaces | list

355 Guillemets typographiques ouvrants. => Pour tester votre configuration de ''samba'', lancer la commande suivante sur le serveur primaire (celui sur lequel /dev/drbd0 est monté) : | '' => suggestions : ['«\xa0', '“']
355 Guillemets typographiques fermants. => Pour tester votre configuration de ''samba'', lancer la commande suivante sur le serveur primaire (celui sur lequel /dev/drbd0 est monté) : | '' => suggestions : ['\xa0»', '”']

357 Guillemets typographiques ouvrants. => Une fois votre configuration éprouvée par quelques tests, vous pourrez stopper le service ''samba'' : | '' => suggestions : ['«\xa0', '“']
357 Guillemets typographiques fermants. => Une fois votre configuration éprouvée par quelques tests, vous pourrez stopper le service ''samba'' : | '' => suggestions : ['\xa0»', '”']

361 Guillemets typographiques ouvrants. => Il faut que les utilisateurs puissent accéder aux répertoires partagés et à leur contenu, c'est là qu'intervient notre utilisateur ''samba'' créé à cet effet : | '' => suggestions : ['«\xa0', '“']
361 Guillemets typographiques fermants. => Il faut que les utilisateurs puissent accéder aux répertoires partagés et à leur contenu, c'est là qu'intervient notre utilisateur ''samba'' créé à cet effet : | '' => suggestions : ['\xa0»', '”']

363 Mot inconnu : chmod => chmod -R 775 /data</code> | chmod
363 Il manque un espace à côté du tiret. => chmod -R 775 /data</code> |  - => suggestions : [' – ', ' — ']

365 Mot inconnu : heartbeat => ===== heartbeat ===== | heartbeat

368 Mot inconnu : mcast => <file>mcast eth0 239.0.0.10 694 1 0  | mcast
368 Mot inconnu : eth0 => <file>mcast eth0 239.0.0.10 694 1 0  | eth0
368 Espace(s) en fin de ligne à supprimer. => <file>mcast eth0 239.0.0.10 694 1 0  |   => suggestions : ['']

370 Mot inconnu : warntime => warntime 4  | warntime
370 Espace(s) en fin de ligne à supprimer. => warntime 4  |   => suggestions : ['']

371 Mot inconnu : deadtime => deadtime 5  | deadtime
371 Espace(s) en fin de ligne à supprimer. => deadtime 5  |   => suggestions : ['']

372 Mot inconnu : initdead => initdead 15  | initdead
372 Espace(s) en fin de ligne à supprimer. => initdead 15  |   => suggestions : ['']

373 Mot inconnu : keepalive => keepalive 2  | keepalive
373 Espace(s) en fin de ligne à supprimer. => keepalive 2  |   => suggestions : ['']

375 Mot inconnu : auto_failback => auto_failback off  | auto_failback
375 Espace(s) en fin de ligne à supprimer. => auto_failback off  |   => suggestions : ['']

377 Mot inconnu : node => node serv1 serv2</file> | node
377 Mot inconnu : serv1 => node serv1 serv2</file> | serv1
377 Mot inconnu : serv2 => node serv1 serv2</file> | serv2

380 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. |    => suggestions : ['']
380 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. |  -  => suggestions : [' – ', ' — ', ' − ']
380 Guillemets typographiques ouvrants. =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. | '' => suggestions : ['«\xa0', '“']
380 Mot inconnu : serv1 =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. | serv1
380 Guillemets typographiques fermants. =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. | '' => suggestions : ['\xa0»', '”']
380 Guillemets typographiques ouvrants. =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. | '' => suggestions : ['«\xa0', '“']
380 Mot inconnu : serv2 =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. | serv2
380 Guillemets typographiques fermants. =>   - Les noms ''serv1'' et ''serv2'' sont définis dans le fichier **/etc/hosts**. | '' => suggestions : ['\xa0»', '”']

385 Mot inconnu : chmod => chmod 0600 /etc/ha.d/authkeys</code> | chmod

387 Accord de nombre erroné : « fichiers » devrait être au singulier. => Les droits sur ce fichiers doivent être modifiés comme indiqué, le propriétaire doit être ''root''.</note> | fichiers => suggestions : ['fichier']
387 Guillemets typographiques ouvrants. => Les droits sur ce fichiers doivent être modifiés comme indiqué, le propriétaire doit être ''root''.</note> | '' => suggestions : ['«\xa0', '“']
387 Mot inconnu : root => Les droits sur ce fichiers doivent être modifiés comme indiqué, le propriétaire doit être ''root''.</note> | root
387 Guillemets typographiques fermants. => Les droits sur ce fichiers doivent être modifiés comme indiqué, le propriétaire doit être ''root''.</note> | '' => suggestions : ['\xa0»', '”']

390 Mot inconnu : serv1 => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | serv1
390 Mot inconnu : IPaddr => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | ipaddr
390 Une de ces ponctuations est superflue. => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | :: => suggestions : [':', ':']
390 Mot inconnu : drbddisk => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | drbddisk
390 Une de ces ponctuations est superflue. => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | :: => suggestions : [':', ':']
390 Mot inconnu : r0 => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | r0
390 Mot inconnu : Filesystem => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | filesystem
390 Une de ces ponctuations est superflue. => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | :: => suggestions : [':', ':']
390 Une de ces ponctuations est superflue. => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | :: => suggestions : [':', ':']
390 Une de ces ponctuations est superflue. => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | :: => suggestions : [':', ':']
390 Mot inconnu : ext3 => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | ext3
390 Mot inconnu : MailTo => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | mailto
390 Une de ces ponctuations est superflue. => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | :: => suggestions : [':', ':']
390 Une de ces ponctuations est superflue. => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | :: => suggestions : [':', ':']
390 Mot inconnu : Changement_d_etat_serveur => <file>serv1 IPaddr::192.168.214.20 drbddisk::r0 Filesystem::/dev/drbd0::/data::ext3 samba MailTo::admin@domain.fr::Changement_d_etat_serveur</file> | changement_d_etat_serveur

393 Accord de nombre erroné : « champs » devrait être au singulier. => Chaque champs suivant est constitué du nom d'un script, se trouvant dans /etc/init.d/ ou dans /etc/ha.d/resource.d, suivi des paramètres nécessaires à ce script séparés par des "::".\\ | champs => suggestions : ['champ']
393 Accord de nombre erroné avec « ce script » : « séparés » devrait être au singulier. => Chaque champs suivant est constitué du nom d'un script, se trouvant dans /etc/init.d/ ou dans /etc/ha.d/resource.d, suivi des paramètres nécessaires à ce script séparés par des "::".\\ | séparés => suggestions : ['séparé']
393 Une de ces ponctuations est superflue. => Chaque champs suivant est constitué du nom d'un script, se trouvant dans /etc/init.d/ ou dans /etc/ha.d/resource.d, suivi des paramètres nécessaires à ce script séparés par des "::".\\ | :: => suggestions : [':', ':']

394 Guillemets typographiques ouvrants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['«\xa0', '“']
394 Mot inconnu : heartbeat => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | heartbeat
394 Guillemets typographiques fermants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['\xa0»', '”']
394 Guillemets typographiques ouvrants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['«\xa0', '“']
394 Mot inconnu : start => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | start
394 Guillemets typographiques fermants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['\xa0»', '”']
394 Guillemets typographiques ouvrants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['«\xa0', '“']
394 Guillemets typographiques fermants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['\xa0»', '”']
394 Guillemets typographiques ouvrants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['«\xa0', '“']
394 Guillemets typographiques fermants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['\xa0»', '”']
394 Guillemets typographiques ouvrants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['«\xa0', '“']
394 Guillemets typographiques fermants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['\xa0»', '”']
394 Guillemets typographiques ouvrants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['«\xa0', '“']
394 Mot inconnu : heartbeat => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | heartbeat
394 Guillemets typographiques fermants. => ''heartbeat'' rajoute ''start'', ''stop'' ou ''status'' à la fin de la ligne de commande selon que la commande est lancée lorsque le serveur passe primaire ou secondaire ou pour vérifier l'état du service. C'est ce qui explique qu'il ne faut pas démarrer ''samba'' automatiquement, c'est ''heartbeat'' qui s'en charge. | '' => suggestions : ['\xa0»', '”']

396 Mot inconnu : __Par => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | __par
396 Mot inconnu : exemple__ => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | exemple__
396 Guillemets typographiques ouvrants. => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | '' => suggestions : ['«\xa0', '“']
396 Mot inconnu : Filesystem => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | filesystem
396 Une de ces ponctuations est superflue. => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | :: => suggestions : [':', ':']
396 Une de ces ponctuations est superflue. => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | :: => suggestions : [':', ':']
396 Une de ces ponctuations est superflue. => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | :: => suggestions : [':', ':']
396 Mot inconnu : ext3 => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | ext3
396 Guillemets typographiques fermants. => __Par exemple__ : ''Filesystem::/dev/drbd0::/data::ext3'' : | '' => suggestions : ['\xa0»', '”']

397 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * ''Filesystem'' est un script se trouvant dans le répertoire /etc/ha.d/resource.d |    => suggestions : ['']
397 Guillemets typographiques ouvrants. =>   * ''Filesystem'' est un script se trouvant dans le répertoire /etc/ha.d/resource.d | '' => suggestions : ['«\xa0', '“']
397 Mot inconnu : Filesystem =>   * ''Filesystem'' est un script se trouvant dans le répertoire /etc/ha.d/resource.d | filesystem
397 Guillemets typographiques fermants. =>   * ''Filesystem'' est un script se trouvant dans le répertoire /etc/ha.d/resource.d | '' => suggestions : ['\xa0»', '”']

398 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * la commande lancée sur le serveur primaire lors du démarrage du serveur est : |    => suggestions : ['']

400 Mot inconnu : ext3fs => Ce script permet de monter le périphérique **/dev/drbd0** sous **/data** en ext3fs. | ext3fs

403 Guillemets typographiques ouvrants. => Il faudrait maintenant démarrer le service ''drbd'' et relancer ''heartbeat'', mais pour éviter de lister ici toutes les pistes en cas de problème, je préfère conseiller de faire comme ceci : | '' => suggestions : ['«\xa0', '“']
403 Mot inconnu : drbd => Il faudrait maintenant démarrer le service ''drbd'' et relancer ''heartbeat'', mais pour éviter de lister ici toutes les pistes en cas de problème, je préfère conseiller de faire comme ceci : | drbd
403 Guillemets typographiques fermants. => Il faudrait maintenant démarrer le service ''drbd'' et relancer ''heartbeat'', mais pour éviter de lister ici toutes les pistes en cas de problème, je préfère conseiller de faire comme ceci : | '' => suggestions : ['\xa0»', '”']
403 Guillemets typographiques ouvrants. => Il faudrait maintenant démarrer le service ''drbd'' et relancer ''heartbeat'', mais pour éviter de lister ici toutes les pistes en cas de problème, je préfère conseiller de faire comme ceci : | '' => suggestions : ['«\xa0', '“']
403 Mot inconnu : heartbeat => Il faudrait maintenant démarrer le service ''drbd'' et relancer ''heartbeat'', mais pour éviter de lister ici toutes les pistes en cas de problème, je préfère conseiller de faire comme ceci : | heartbeat
403 Guillemets typographiques fermants. => Il faudrait maintenant démarrer le service ''drbd'' et relancer ''heartbeat'', mais pour éviter de lister ici toutes les pistes en cas de problème, je préfère conseiller de faire comme ceci : | '' => suggestions : ['\xa0»', '”']

404 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Synchroniser [[#fichiers_a_synchroniser_entre_les_deux_serveurs|tous les fichiers de configuration]] |    => suggestions : ['']

405 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Redémarrer les deux serveurs((je sais que ça ne fait pas pro, mais bon...)) |    => suggestions : ['']
405 Il manque un espace avant la parenthèse. =>   * Redémarrer les deux serveurs((je sais que ça ne fait pas pro, mais bon...)) | ( => suggestions : [' (']
405 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Redémarrer les deux serveurs((je sais que ça ne fait pas pro, mais bon...)) | ... => suggestions : ['…']

407 Guillemets typographiques ouvrants. => Si tout s'est bien passé, lors du redémarrage, ''heartbeat'' devrait : | '' => suggestions : ['«\xa0', '“']
407 Mot inconnu : heartbeat => Si tout s'est bien passé, lors du redémarrage, ''heartbeat'' devrait : | heartbeat
407 Guillemets typographiques fermants. => Si tout s'est bien passé, lors du redémarrage, ''heartbeat'' devrait : | '' => suggestions : ['\xa0»', '”']

408 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) |    => suggestions : ['']
408 Mot inconnu : eth0 =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | eth0
408 Il manque un espace. =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | 0 => suggestions : [' 0']
408 Guillemets typographiques ouvrants. =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | '' => suggestions : ['«\xa0', '“']
408 Mot inconnu : IPaddr =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | ipaddr
408 Une de ces ponctuations est superflue. =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | :: => suggestions : [':', ':']
408 Mot inconnu : ip-address =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | ip-address
408 Mot inconnu : netmask =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | netmask
408 Mot inconnu : broadcast =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | broadcast
408 Guillemets typographiques ouvrants. =>   * Créer l'adresse IP 192.168.214.20 sur l'alias d'interface Ethernet **eth0:0**((il est possible de personnaliser l'interface Ethernet à utiliser : ''IPaddr::ip-address[/netmask[/interface][/broadcast]]'' par exemple ''IPaddr::192.168.214.20/24/eth0/192.168.214.255'')) | '' => suggestions : ['«\xa0', '“']
