
4 Mot inconnu : Groff => ====== Groff  tutoriel====== | groff
430 Espace(s) en fin de ligne à supprimer. => Procédons par l'exemple:  |   => suggestions : ['']

454 Mot inconnu : lyfoo => Copiez le code ci-dessus dans votre éditeur de texte, nommez le par exemple lyfoo et traitez le avec les 3 commandes suivantes:  | lyfoo
454 S’il s’agit d’un impératif, mettez un trait d’union. => Copiez le code ci-dessus dans votre éditeur de texte, nommez le par exemple lyfoo et traitez le avec les 3 commandes suivantes:  | traitez le => suggestions : ['traitez-le']
454 Espace(s) en fin de ligne à supprimer. => Copiez le code ci-dessus dans votre éditeur de texte, nommez le par exemple lyfoo et traitez le avec les 3 commandes suivantes:  |   => suggestions : ['']

459 Mot inconnu : lyfoo1 => Vous ne pourrez pas ouvrir lyfoo1.ps avec votre visionneur de documents. | lyfoo1
459 Il manque un espace. => Vous ne pourrez pas ouvrir lyfoo1.ps avec votre visionneur de documents. | ps => suggestions : [' ps']

464 Mot inconnu : glilypond => Pour plus de détails, vous pouvez consulter la page man de glilypond: | glilypond

465 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

470 Espace(s) en fin de ligne à supprimer. => Vous pouvez aussi intégrer à votre texte des formules chimiques.  |   => suggestions : ['']

475 Mot inconnu : chem => Sur votre machine dans /usr/share/doc/groff/examples/chem, vous trouverez un tas d'exemples de fichiers d'entrée pour chem. | chem

477 Espace(s) surnuméraire(s) à supprimer. => Si vous avez eu recours à  chem, ajoutez l' option **-j** à la commande groff:  |    => suggestions : [' ']
477 Mot inconnu : chem => Si vous avez eu recours à  chem, ajoutez l' option **-j** à la commande groff:  | chem
477 Apostrophe incorrecte. => Si vous avez eu recours à  chem, ajoutez l' option **-j** à la commande groff:  | l'  => suggestions : ['l’']
477 Guillemets typographiques fermants. => Si vous avez eu recours à  chem, ajoutez l' option **-j** à la commande groff:  | ' => suggestions : ['”', '’', '›']
477 Mot inconnu : groff => Si vous avez eu recours à  chem, ajoutez l' option **-j** à la commande groff:  | groff
477 Espace(s) en fin de ligne à supprimer. => Si vous avez eu recours à  chem, ajoutez l' option **-j** à la commande groff:  |   => suggestions : ['']

481 Mot inconnu : gremlin => ==== gremlin==== | gremlin
483 Mot inconnu : grn => Ce logiciel sert surtout à dessiner des schémas électroniques. La seule documentation disponible à son sujet: man grn, ou alors | grn

486 Espace(s) en fin de ligne à supprimer. => Vous trouverez un exemple de fichier d'entrée et de sortie sous /usr/share/doc/groff/examples  |   => suggestions : ['']

488 Mot inconnu : grn => Si vous avez eu recours à grn, ajoutez l' option **-g** à la commande groff | grn
488 Apostrophe incorrecte. => Si vous avez eu recours à grn, ajoutez l' option **-g** à la commande groff | l'  => suggestions : ['l’']
488 Guillemets typographiques fermants. => Si vous avez eu recours à grn, ajoutez l' option **-g** à la commande groff | ' => suggestions : ['”', '’', '›']
488 Mot inconnu : groff => Si vous avez eu recours à grn, ajoutez l' option **-g** à la commande groff | groff

492 Mot inconnu : groff => =====Astuces groff ===== | groff

500 Apostrophe incorrecte. => Par contre, pas question d' y mêler en plus l'option principale (ici: -me). | d'  => suggestions : ['d’']
500 Guillemets typographiques fermants. => Par contre, pas question d' y mêler en plus l'option principale (ici: -me). | ' => suggestions : ['”', '’', '›']

509 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']
510 Mot inconnu : groffer => ====Conversion automatique: groffer==== | groffer

512 Mot inconnu : groffer => La commande groffer convertit votre fichier d'entrée directement en .pdf: | groffer
512 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => La commande groffer convertit votre fichier d'entrée directement en .pdf: |  . => suggestions : ['. ', '.']

514 Il manque un espace à côté du tiret. => Toutefois il n'active pas automatiquement l'option -k. Donc, pour un texte contenant des accents et des signes particuliers: |  - => suggestions : [' – ', ' — ']

516 Mot inconnu : Groffer => Groffer ne tient pas compte de certaines séquences d'échappement (par exemple ''\f I''). | groffer
516 Guillemets typographiques fermants. => Groffer ne tient pas compte de certaines séquences d'échappement (par exemple ''\f I''). | '' => suggestions : ['\xa0»', '”']

517 Espace(s) surnuméraire(s) à supprimer. => Utilisez-le  avec des fichiers d'entrée ne contenant que des balises ordinaires (par exemple ''.ft I''), et en contrôlant avec soin le fichier de sortie. Groffer ne produit que du pdf, inutile d'exiger un autre format de sortie. Le pdf que vous obtenez n'est pas encore enregistré dans votre répertoire personnel. |    => suggestions : [' ']
517 Guillemets fermants. => Utilisez-le  avec des fichiers d'entrée ne contenant que des balises ordinaires (par exemple ''.ft I''), et en contrôlant avec soin le fichier de sortie. Groffer ne produit que du pdf, inutile d'exiger un autre format de sortie. Le pdf que vous obtenez n'est pas encore enregistré dans votre répertoire personnel. |  '' => suggestions : ['\xa0»', '”']
517 Guillemets typographiques fermants. => Utilisez-le  avec des fichiers d'entrée ne contenant que des balises ordinaires (par exemple ''.ft I''), et en contrôlant avec soin le fichier de sortie. Groffer ne produit que du pdf, inutile d'exiger un autre format de sortie. Le pdf que vous obtenez n'est pas encore enregistré dans votre répertoire personnel. | '' => suggestions : ['\xa0»', '”']
517 Mot inconnu : Groffer => Utilisez-le  avec des fichiers d'entrée ne contenant que des balises ordinaires (par exemple ''.ft I''), et en contrôlant avec soin le fichier de sortie. Groffer ne produit que du pdf, inutile d'exiger un autre format de sortie. Le pdf que vous obtenez n'est pas encore enregistré dans votre répertoire personnel. | groffer

521 Mot inconnu : groff => Par défaut groff transforme un fichier d'entrée en sortie au format .ps. | groff
521 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Par défaut groff transforme un fichier d'entrée en sortie au format .ps. |  . => suggestions : ['. ', '.']

522 Espace(s) en fin de ligne à supprimer. => C'est ce qu'il fera si vous oubliez de spécifier le format de sortie.  |   => suggestions : ['']

524 Mot inconnu : fo1 => fo1 sortira au format .ps, même cela n'est pas spécifié dans l'extension.  | fo1
524 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => fo1 sortira au format .ps, même cela n'est pas spécifié dans l'extension.  |  . => suggestions : ['. ', '.']
524 Espace(s) en fin de ligne à supprimer. => fo1 sortira au format .ps, même cela n'est pas spécifié dans l'extension.  |   => suggestions : ['']

528 Mot inconnu : Groff => Groff ne fera rien, pour ne pas détruire votre travail de codage :-D.</note> | groff
530 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Vous pouvez aussi obtenir d'autres formats de sortie: principalement .pdf,  .dvi (le format de sortie de LaTeX) et .html (pour les pages web). |  . => suggestions : ['. ', '.']
530 Espace(s) surnuméraire(s) à supprimer. => Vous pouvez aussi obtenir d'autres formats de sortie: principalement .pdf,  .dvi (le format de sortie de LaTeX) et .html (pour les pages web). |    => suggestions : [' ']
530 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Vous pouvez aussi obtenir d'autres formats de sortie: principalement .pdf,  .dvi (le format de sortie de LaTeX) et .html (pour les pages web). |  . => suggestions : ['. ', '.']
530 Mot inconnu : dvi => Vous pouvez aussi obtenir d'autres formats de sortie: principalement .pdf,  .dvi (le format de sortie de LaTeX) et .html (pour les pages web). | dvi
530 Mot inconnu : LaTeX => Vous pouvez aussi obtenir d'autres formats de sortie: principalement .pdf,  .dvi (le format de sortie de LaTeX) et .html (pour les pages web). | latex
530 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Vous pouvez aussi obtenir d'autres formats de sortie: principalement .pdf,  .dvi (le format de sortie de LaTeX) et .html (pour les pages web). |  . => suggestions : ['. ', '.']
530 Mot inconnu : html => Vous pouvez aussi obtenir d'autres formats de sortie: principalement .pdf,  .dvi (le format de sortie de LaTeX) et .html (pour les pages web). | html

531 Espace(s) surnuméraire(s) à supprimer. => Pour ce faire, il ne suffit pas de changer l'extension du format de sortie, mais il faudra indiquer expressément le format de sortie  à l'aide des options -Tpdf, -Tdvi ou -Thtml. |    => suggestions : [' ']
531 Il manque un espace à côté du tiret. => Pour ce faire, il ne suffit pas de changer l'extension du format de sortie, mais il faudra indiquer expressément le format de sortie  à l'aide des options -Tpdf, -Tdvi ou -Thtml. |  - => suggestions : [' – ', ' — ']
531 Mot inconnu : Tpdf => Pour ce faire, il ne suffit pas de changer l'extension du format de sortie, mais il faudra indiquer expressément le format de sortie  à l'aide des options -Tpdf, -Tdvi ou -Thtml. | tpdf
531 Mot inconnu : Tdvi => Pour ce faire, il ne suffit pas de changer l'extension du format de sortie, mais il faudra indiquer expressément le format de sortie  à l'aide des options -Tpdf, -Tdvi ou -Thtml. | tdvi
531 Il manque un espace à côté du tiret. => Pour ce faire, il ne suffit pas de changer l'extension du format de sortie, mais il faudra indiquer expressément le format de sortie  à l'aide des options -Tpdf, -Tdvi ou -Thtml. |  - => suggestions : [' – ', ' — ']
531 Mot inconnu : Thtml => Pour ce faire, il ne suffit pas de changer l'extension du format de sortie, mais il faudra indiquer expressément le format de sortie  à l'aide des options -Tpdf, -Tdvi ou -Thtml. | thtml

533 Mot inconnu : meintro_fr => Ainsi, si vous avec téléchargé meintro_fr.me, vous pouvez aisément le transformer en un document .html:  | meintro_fr
533 Il manque un espace. => Ainsi, si vous avec téléchargé meintro_fr.me, vous pouvez aisément le transformer en un document .html:  | me => suggestions : [' me']
533 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Ainsi, si vous avec téléchargé meintro_fr.me, vous pouvez aisément le transformer en un document .html:  |  . => suggestions : ['. ', '.']
533 Mot inconnu : html => Ainsi, si vous avec téléchargé meintro_fr.me, vous pouvez aisément le transformer en un document .html:  | html
533 Espace(s) en fin de ligne à supprimer. => Ainsi, si vous avec téléchargé meintro_fr.me, vous pouvez aisément le transformer en un document .html:  |   => suggestions : ['']

536 Mot inconnu : transfomer => Vous pouvez aussi transfomer ce même fichier d'entrée en .dvi | transfomer
536 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Vous pouvez aussi transfomer ce même fichier d'entrée en .dvi |  . => suggestions : ['. ', '.']
536 Mot inconnu : dvi => Vous pouvez aussi transfomer ce même fichier d'entrée en .dvi | dvi

538 Mot inconnu : LaTeX => Ensuite, si vous avez LaTeX installé, vous pouvez transfomer ce .dvi en .ps à l'aide de dvips. | latex
538 Mot inconnu : transfomer => Ensuite, si vous avez LaTeX installé, vous pouvez transfomer ce .dvi en .ps à l'aide de dvips. | transfomer
538 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Ensuite, si vous avez LaTeX installé, vous pouvez transfomer ce .dvi en .ps à l'aide de dvips. |  . => suggestions : ['. ', '.']
538 Mot inconnu : dvi => Ensuite, si vous avez LaTeX installé, vous pouvez transfomer ce .dvi en .ps à l'aide de dvips. | dvi
538 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Ensuite, si vous avez LaTeX installé, vous pouvez transfomer ce .dvi en .ps à l'aide de dvips. |  . => suggestions : ['. ', '.']
538 Mot inconnu : dvips => Ensuite, si vous avez LaTeX installé, vous pouvez transfomer ce .dvi en .ps à l'aide de dvips. | dvips

540 Mot inconnu : meintro_fr => Et, après ce petit détour, vous retrouvez meintro_fr.ps dans votre répertoire personnel. | meintro_fr
540 Il manque un espace. => Et, après ce petit détour, vous retrouvez meintro_fr.ps dans votre répertoire personnel. | ps => suggestions : [' ps']

543 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  qui connait Groff produira aussi aisément du .dvi ou du .html ;-)</note> |   => suggestions : ['']
543 Mot inconnu : Groff =>  qui connait Groff produira aussi aisément du .dvi ou du .html ;-)</note> | groff
543 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>  qui connait Groff produira aussi aisément du .dvi ou du .html ;-)</note> |  . => suggestions : ['. ', '.']
543 Mot inconnu : dvi =>  qui connait Groff produira aussi aisément du .dvi ou du .html ;-)</note> | dvi
543 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). =>  qui connait Groff produira aussi aisément du .dvi ou du .html ;-)</note> |  . => suggestions : ['. ', '.']
543 Mot inconnu : html =>  qui connait Groff produira aussi aisément du .dvi ou du .html ;-)</note> | html
547 Espace(s) en fin de ligne à supprimer. => Vous pouvez transformer votre fichier d'entrée directement en pdf.  |   => suggestions : ['']

549 Mot inconnu : Reader => Il faut simplement savoir que Adobe Reader ne lit pas ce genre de pdf, donc votre pdf ne pourra pas être lu sur un système Windows  8-O. \\ | reader
549 Espace(s) surnuméraire(s) à supprimer. => Il faut simplement savoir que Adobe Reader ne lit pas ce genre de pdf, donc votre pdf ne pourra pas être lu sur un système Windows  8-O. \\ |    => suggestions : [' ']
550 Mot inconnu : fomat => Il y a naturellement une astuce pour régler ce problème: commencez toujours par produire un fichier de sortie au fomat .ps. Vous le transformerez par la suite à l'aide de la commande ps2pdf14. Donc si votre fichier .ps s'appelle foo.ps | fomat
550 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Il y a naturellement une astuce pour régler ce problème: commencez toujours par produire un fichier de sortie au fomat .ps. Vous le transformerez par la suite à l'aide de la commande ps2pdf14. Donc si votre fichier .ps s'appelle foo.ps |  . => suggestions : ['. ', '.']
550 Mot inconnu : ps2pdf14 => Il y a naturellement une astuce pour régler ce problème: commencez toujours par produire un fichier de sortie au fomat .ps. Vous le transformerez par la suite à l'aide de la commande ps2pdf14. Donc si votre fichier .ps s'appelle foo.ps | ps2pdf14
550 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Il y a naturellement une astuce pour régler ce problème: commencez toujours par produire un fichier de sortie au fomat .ps. Vous le transformerez par la suite à l'aide de la commande ps2pdf14. Donc si votre fichier .ps s'appelle foo.ps |  . => suggestions : ['. ', '.']
550 Mot inconnu : foo => Il y a naturellement une astuce pour régler ce problème: commencez toujours par produire un fichier de sortie au fomat .ps. Vous le transformerez par la suite à l'aide de la commande ps2pdf14. Donc si votre fichier .ps s'appelle foo.ps | foo
550 Il manque un espace. => Il y a naturellement une astuce pour régler ce problème: commencez toujours par produire un fichier de sortie au fomat .ps. Vous le transformerez par la suite à l'aide de la commande ps2pdf14. Donc si votre fichier .ps s'appelle foo.ps | ps => suggestions : [' ps']

552 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Et vous récupérez le .pdf dans votre répertoire personnel. |  . => suggestions : ['. ', '.']

559 Mot inconnu : echo => Les textes courts peuvent être tapés directement dans le terminal à l'aide de la commande **echo**.   | echo
559 Espace(s) en fin de ligne à supprimer. => Les textes courts peuvent être tapés directement dans le terminal à l'aide de la commande **echo**.   |    => suggestions : ['']

562 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Au lieu d'envoyer le texte sur un fichier .ps (ou autre), nous pouvons aussi en avoir un aperçu à l'aide de l'option -X (gxditview). |  . => suggestions : ['. ', '.']
562 Il manque un espace à côté du tiret. => Au lieu d'envoyer le texte sur un fichier .ps (ou autre), nous pouvons aussi en avoir un aperçu à l'aide de l'option -X (gxditview). |  - => suggestions : [' – ', ' — ']
562 Mot inconnu : gxditview => Au lieu d'envoyer le texte sur un fichier .ps (ou autre), nous pouvons aussi en avoir un aperçu à l'aide de l'option -X (gxditview). | gxditview

565 Guillemets typographiques ouvrants. => En cliquant gauche sur l'aperçu, nous pouvons diriger le fichier sur l'imprimante (choisir "print" puis "grops | lpr"). | " => suggestions : ['«\xa0', '“']
565 Mot inconnu : print => En cliquant gauche sur l'aperçu, nous pouvons diriger le fichier sur l'imprimante (choisir "print" puis "grops | lpr"). | print
565 Guillemets typographiques fermants. => En cliquant gauche sur l'aperçu, nous pouvons diriger le fichier sur l'imprimante (choisir "print" puis "grops | lpr"). | " => suggestions : ['\xa0»', '”']
565 Guillemets typographiques ouvrants. => En cliquant gauche sur l'aperçu, nous pouvons diriger le fichier sur l'imprimante (choisir "print" puis "grops | lpr"). | " => suggestions : ['«\xa0', '“']
565 Mot inconnu : grops => En cliquant gauche sur l'aperçu, nous pouvons diriger le fichier sur l'imprimante (choisir "print" puis "grops | lpr"). | grops
565 Mot inconnu : lpr => En cliquant gauche sur l'aperçu, nous pouvons diriger le fichier sur l'imprimante (choisir "print" puis "grops | lpr"). | lpr
565 Guillemets typographiques fermants. => En cliquant gauche sur l'aperçu, nous pouvons diriger le fichier sur l'imprimante (choisir "print" puis "grops | lpr"). | " => suggestions : ['\xa0»', '”']

569 Mot inconnu : lp => lp redirige le fichier sur l'imprimante. | lp

572 Mot inconnu : echo => La commande echo ne permet d'écrire qu'une seule ligne. Vous pouvez tester toutes les commandes ci-dessus avec un texte de plusieurs ligne en utilisant la commande **printf**. \\ | echo
572 Accord de nombre erroné : « ligne » devrait être au pluriel. => La commande echo ne permet d'écrire qu'une seule ligne. Vous pouvez tester toutes les commandes ci-dessus avec un texte de plusieurs ligne en utilisant la commande **printf**. \\ | ligne => suggestions : ['lignes']
572 Mot inconnu : printf => La commande echo ne permet d'écrire qu'une seule ligne. Vous pouvez tester toutes les commandes ci-dessus avec un texte de plusieurs ligne en utilisant la commande **printf**. \\ | printf

573 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  **\n** permet de spécifier que vous voulez un changement de ligne à tel endroit. Supprimez les **\n**, et groff écrira les 4 vers bout à bout sur une ligne.  |   => suggestions : ['']
573 S’il s’agit d’un impératif, mettez un trait d’union. =>  **\n** permet de spécifier que vous voulez un changement de ligne à tel endroit. Supprimez les **\n**, et groff écrira les 4 vers bout à bout sur une ligne.  | supprimez les => suggestions : ['Supprimez-les']
573 Mot inconnu : groff =>  **\n** permet de spécifier que vous voulez un changement de ligne à tel endroit. Supprimez les **\n**, et groff écrira les 4 vers bout à bout sur une ligne.  | groff
573 Espace(s) en fin de ligne à supprimer. =>  **\n** permet de spécifier que vous voulez un changement de ligne à tel endroit. Supprimez les **\n**, et groff écrira les 4 vers bout à bout sur une ligne.  |   => suggestions : ['']

579 Guillemets typographiques fermants. => et mangé tout le foin' | groff -k > michao.ps</code> | ' => suggestions : ['”', '’', '›']
579 Mot inconnu : groff => et mangé tout le foin' | groff -k > michao.ps</code> | groff
579 Il manque un espace à côté du tiret. => et mangé tout le foin' | groff -k > michao.ps</code> |  - => suggestions : [' – ', ' — ']
579 Mot inconnu : michao => et mangé tout le foin' | groff -k > michao.ps</code> | michao
579 Il manque un espace. => et mangé tout le foin' | groff -k > michao.ps</code> | ps => suggestions : [' ps']

581 Espace(s) en fin de ligne à supprimer. => Le terminal permet de faire des petits essais sur des textes courts, mais, comme il y est impossible de revenir à la ligne précédente, il ne permet pas de modifier un texte après coup.  |   => suggestions : ['']

582 Espace(s) en fin de ligne à supprimer. => Pour formater des textes plus longs nous avons besoin d'un [[éditeur de texte]].  |   => suggestions : ['']
587 Mot inconnu : groff => Ce que nous venons de faire dans le terminal vous à peut-être mis la puce à l'oreille: avec groff  nous sommes à même de formater des documents __sans interface graphique__  8-) 8-) 8-).  | groff
587 Espace(s) surnuméraire(s) à supprimer. => Ce que nous venons de faire dans le terminal vous à peut-être mis la puce à l'oreille: avec groff  nous sommes à même de formater des documents __sans interface graphique__  8-) 8-) 8-).  |    => suggestions : [' ']
587 Mot inconnu : __sans => Ce que nous venons de faire dans le terminal vous à peut-être mis la puce à l'oreille: avec groff  nous sommes à même de formater des documents __sans interface graphique__  8-) 8-) 8-).  | __sans
587 Mot inconnu : graphique__ => Ce que nous venons de faire dans le terminal vous à peut-être mis la puce à l'oreille: avec groff  nous sommes à même de formater des documents __sans interface graphique__  8-) 8-) 8-).  | graphique__
587 Espace(s) surnuméraire(s) à supprimer. => Ce que nous venons de faire dans le terminal vous à peut-être mis la puce à l'oreille: avec groff  nous sommes à même de formater des documents __sans interface graphique__  8-) 8-) 8-).  |    => suggestions : [' ']
587 Espace(s) en fin de ligne à supprimer. => Ce que nous venons de faire dans le terminal vous à peut-être mis la puce à l'oreille: avec groff  nous sommes à même de formater des documents __sans interface graphique__  8-) 8-) 8-).  |   => suggestions : ['']

592 Espace(s) surnuméraire(s) à supprimer. => Si par contre  l'aventure vous tente, choisissez un des deux éditeurs de texte qui fonctionnent en [[console]]: [[nano]] ou [[vim]]. |    => suggestions : [' ']
592 Mot inconnu : nano => Si par contre  l'aventure vous tente, choisissez un des deux éditeurs de texte qui fonctionnent en [[console]]: [[nano]] ou [[vim]]. | nano
592 Mot inconnu : vim => Si par contre  l'aventure vous tente, choisissez un des deux éditeurs de texte qui fonctionnent en [[console]]: [[nano]] ou [[vim]]. | vim

595 Mot inconnu : nano => ==nano== | nano

596 Mot inconnu : nano => En principe, nano est déjà installé sur Ubuntu.  | nano
596 S’il s’agit d’un seul mot, il manque un trait d’union. => En principe, nano est déjà installé sur Ubuntu.  | nano est => suggestions : ['nano-est']
596 Espace(s) en fin de ligne à supprimer. => En principe, nano est déjà installé sur Ubuntu.  |   => suggestions : ['']

597 Mot inconnu : nano => Un apprentissage rapide est possible en lisant la doc [[nano]], ou en  regardant  la 2e moitié de [[http://www.tutoriels-video.fr/editer-un-fichier-en-mode-administrateur-sur-ubuntu|cette vidéo]]. | nano
597 Espace(s) surnuméraire(s) à supprimer. => Un apprentissage rapide est possible en lisant la doc [[nano]], ou en  regardant  la 2e moitié de [[http://www.tutoriels-video.fr/editer-un-fichier-en-mode-administrateur-sur-ubuntu|cette vidéo]]. |    => suggestions : [' ']
597 Espace(s) surnuméraire(s) à supprimer. => Un apprentissage rapide est possible en lisant la doc [[nano]], ou en  regardant  la 2e moitié de [[http://www.tutoriels-video.fr/editer-un-fichier-en-mode-administrateur-sur-ubuntu|cette vidéo]]. |    => suggestions : [' ']
597 Nombre ordinal singulier. Exemples : 2ᵉ, 3ᵉ, 4ᵉ… => Un apprentissage rapide est possible en lisant la doc [[nano]], ou en  regardant  la 2e moitié de [[http://www.tutoriels-video.fr/editer-un-fichier-en-mode-administrateur-sur-ubuntu|cette vidéo]]. | 2e => suggestions : ['2ᵉ']

599 Écriture épicène. Utilisez un point médian. => Si vous êtes prêt(e), vous pouvez imprimer ce sous-chapitre, et rendez-vous en console par Ctrl+Alt+F1.  | prêt(e) => suggestions : ['prêt·e']
599 Espace(s) en fin de ligne à supprimer. => Si vous êtes prêt(e), vous pouvez imprimer ce sous-chapitre, et rendez-vous en console par Ctrl+Alt+F1.  |   => suggestions : ['']

601 Mot inconnu : nano => Après avoir renseigné les informations de login, lancer nano avec la commande | nano

604 Mot inconnu : nano => Se déplacer dans nano à l'aide des flèches.  | nano
604 Espace(s) en fin de ligne à supprimer. => Se déplacer dans nano à l'aide des flèches.  |   => suggestions : ['']

607 Espace(s) surnuméraire(s) à supprimer. => (Commencer  par 3-4 lignes vides, pour que le texte soit bien cadré.) |    => suggestions : [' ']

609 Espace(s) surnuméraire(s) à supprimer. => <note tip>Dans un éditeur de texte, \n n'est plus de mise pour changer de ligne.  Si vous voulez rédiger quelques vers, commencez chaque ligne par un signe "espace", ou ajoutez ''.nf'' (=nofill mode) tout au début du texte</note> |    => suggestions : [' ']
609 Guillemets typographiques ouvrants. => <note tip>Dans un éditeur de texte, \n n'est plus de mise pour changer de ligne.  Si vous voulez rédiger quelques vers, commencez chaque ligne par un signe "espace", ou ajoutez ''.nf'' (=nofill mode) tout au début du texte</note> | " => suggestions : ['«\xa0', '“']
609 Guillemets typographiques fermants. => <note tip>Dans un éditeur de texte, \n n'est plus de mise pour changer de ligne.  Si vous voulez rédiger quelques vers, commencez chaque ligne par un signe "espace", ou ajoutez ''.nf'' (=nofill mode) tout au début du texte</note> | " => suggestions : ['\xa0»', '”']
609 Guillemets fermants. => <note tip>Dans un éditeur de texte, \n n'est plus de mise pour changer de ligne.  Si vous voulez rédiger quelques vers, commencez chaque ligne par un signe "espace", ou ajoutez ''.nf'' (=nofill mode) tout au début du texte</note> |  '' => suggestions : ['\xa0»', '”']
609 Mot inconnu : nf => <note tip>Dans un éditeur de texte, \n n'est plus de mise pour changer de ligne.  Si vous voulez rédiger quelques vers, commencez chaque ligne par un signe "espace", ou ajoutez ''.nf'' (=nofill mode) tout au début du texte</note> | nf
609 Guillemets typographiques fermants. => <note tip>Dans un éditeur de texte, \n n'est plus de mise pour changer de ligne.  Si vous voulez rédiger quelques vers, commencez chaque ligne par un signe "espace", ou ajoutez ''.nf'' (=nofill mode) tout au début du texte</note> | '' => suggestions : ['\xa0»', '”']
609 Mot inconnu : nofill => <note tip>Dans un éditeur de texte, \n n'est plus de mise pour changer de ligne.  Si vous voulez rédiger quelques vers, commencez chaque ligne par un signe "espace", ou ajoutez ''.nf'' (=nofill mode) tout au début du texte</note> | nofill

617 Espace(s) en fin de ligne à supprimer. => elle s'en repentira</code>  |   => suggestions : ['']

619 Mot inconnu : nano => Ressortez de nano avec ctrl+x .  | nano
619 Mot inconnu : ctrl => Ressortez de nano avec ctrl+x .  | ctrl
619 Pas d’espace avant un point. => Ressortez de nano avec ctrl+x .  |  . => suggestions : ['.']
619 Espace(s) en fin de ligne à supprimer. => Ressortez de nano avec ctrl+x .  |   => suggestions : ['']

621 Espace(s) en fin de ligne à supprimer. => Enregistrez le fichier, comme demandé.  |   => suggestions : ['']

623 Guillemets typographiques ouvrants. => Nommez-le, comme demandé, par ex. "hiver". | " => suggestions : ['«\xa0', '“']
623 Guillemets typographiques fermants. => Nommez-le, comme demandé, par ex. "hiver". | " => suggestions : ['\xa0»', '”']

629 Apostrophe incorrecte. => L' aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  | l'  => suggestions : ['L’']
629 Guillemets typographiques fermants. => L' aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  | ' => suggestions : ['”', '’', '›']
629 Mot inconnu : gxditview => L' aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  | gxditview
629 Il manque un espace à côté du tiret. => L' aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  |  - => suggestions : [' – ', ' — ']
629 Espace(s) en fin de ligne à supprimer. => L' aperçu gxditview (par l'option -X) ne fonctionne évidemment pas en console. Le seul moyen de voir votre fichier de sortie est donc de l'imprimer.  |   => suggestions : ['']

631 Mot inconnu : F7 => Retour sur la session graphique par Ctrl+Alt+F7. | f7

633 Mot inconnu : vim => ==vim== | vim

634 Espace(s) en fin de ligne à supprimer. => Vim n'est pas installé par défaut sur Ubuntu.  |   => suggestions : ['']

635 Espace(s) surnuméraire(s) à supprimer. => Pour l'installer et apprendre à l'utiliser,  lisez la doc [[vim]], ou le chapitre 16 de |    => suggestions : [' ']
635 Mot inconnu : vim => Pour l'installer et apprendre à l'utiliser,  lisez la doc [[vim]], ou le chapitre 16 de | vim

638 Écriture épicène. Utilisez un point médian. => Si vous êtes prêt(e). Imprimez ce sous-chapitre et rendez-vous en console par Ctrl+Alt +F1.  | prêt(e) => suggestions : ['prêt·e']
638 Espace(s) en fin de ligne à supprimer. => Si vous êtes prêt(e). Imprimez ce sous-chapitre et rendez-vous en console par Ctrl+Alt +F1.  |   => suggestions : ['']

640 Mot inconnu : vim => Après avoir renseigné les informations de login, lancez vim avec  la commande | vim
640 Espace(s) surnuméraire(s) à supprimer. => Après avoir renseigné les informations de login, lancez vim avec  la commande |    => suggestions : [' ']

642 Guillemets typographiques ouvrants. => Par la touche "Insert" de votre clavier, vous accédez au mode INSERTION (confirmation en bas à gauche de l'écran). | " => suggestions : ['«\xa0', '“']
