2 Mot inconnu : À_RECYCLER => {{tag>tutoriel matériel installation À_RECYCLER}}

5 Il manque un espace insécable. => ====== Tutoriel : Ajouter un disque dur ======

8 Guillemets typographiques ouvrants. => <note important>Le mieux serait d'apporter ses connaissances au lieu de laisser les autres dans l'ignorance surtout avec des commentaires inutiles et dans une doc de partage, "Largement obsolète" ne veut rien dire sans arguments, merci. </note>
8 Guillemets typographiques fermants. => <note important>Le mieux serait d'apporter ses connaissances au lieu de laisser les autres dans l'ignorance surtout avec des commentaires inutiles et dans une doc de partage, "Largement obsolète" ne veut rien dire sans arguments, merci. </note>

12 Mot inconnu : hd => Avec GNU/Linux, tout comme avec Unix, tout est fichier. Le système interprète donc vos périphériques en tant que fichiers. Les disques durs n'échappent pas à cette règle et se retrouvent donc dans le dossier /dev. Traditionnellement les périphériques IDE répondent à une appellation commençant par hd (pour Hard Disk) suivi d'une lettre correspondant à la position logique du disque (maître, esclave etc.) suivi d'un chiffre identifiant la partition.
12 Mot inconnu : Disk => Avec GNU/Linux, tout comme avec Unix, tout est fichier. Le système interprète donc vos périphériques en tant que fichiers. Les disques durs n'échappent pas à cette règle et se retrouvent donc dans le dossier /dev. Traditionnellement les périphériques IDE répondent à une appellation commençant par hd (pour Hard Disk) suivi d'une lettre correspondant à la position logique du disque (maître, esclave etc.) suivi d'un chiffre identifiant la partition.
12 Avant « etc. », il faut mettre une virgule. => Avec GNU/Linux, tout comme avec Unix, tout est fichier. Le système interprète donc vos périphériques en tant que fichiers. Les disques durs n'échappent pas à cette règle et se retrouvent donc dans le dossier /dev. Traditionnellement les périphériques IDE répondent à une appellation commençant par hd (pour Hard Disk) suivi d'une lettre correspondant à la position logique du disque (maître, esclave etc.) suivi d'un chiffre identifiant la partition.

14 Mot inconnu : hda1 => Par exemple, la première partition du premier disque dur (disque maître du bus IDE primaire) s'appelle donc hda1 et c'est généralement sur celle-ci qu'est installé votre système d'exploitation.

16 Mot inconnu : Serial => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...
16 Mot inconnu : ATA => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...
16 Il manque un espace insécable. => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...
16 Typographie : points de suspension. Utilisez le caractère dédié. => Malheureusement cette nomenclature devient plus complexe dès lors que l'on utilise des contrôleurs Serial ATA ou RAID et que l'on se retrouve avec beaucoup de disques dans le même ordinateur. Je vais, dans cet article, essayer de vous faciliter la vie mais si vous désirez vraiment savoir comment ça fonctionne je vous invite à consulter cette page : [[http://www.linux-wizard.net/faq.php?section=0&key=hd_naming]] ...

19 Mot inconnu : sdx => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : hda => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : sda => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : hdb => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>
19 Mot inconnu : sdb => <note help>Depuis quelques années la notation des disques a été simplifiée. Ils se nomment tous sdx (où x est une lettre) par exemple hda devient sda, hdb devient sdb. </note>

24 Espace(s) surnuméraire(s) à supprimer. => === En ligne  de commandes ===
383 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /dev/hda1 /media/Macintosh_HD hfs rw,auto 0  0
383 Mot inconnu : Macintosh_HD =>   /dev/hda1 /media/Macintosh_HD hfs rw,auto 0  0
383 Mot inconnu : hfs =>   /dev/hda1 /media/Macintosh_HD hfs rw,auto 0  0
383 Mot inconnu : rw =>   /dev/hda1 /media/Macintosh_HD hfs rw,auto 0  0
383 Il manque un espace. =>   /dev/hda1 /media/Macintosh_HD hfs rw,auto 0  0
383 Espace(s) surnuméraire(s) à supprimer. =>   /dev/hda1 /media/Macintosh_HD hfs rw,auto 0  0

387 Mot inconnu : SATA => ==== Les disques SCSI et SATA ====

389 Mot inconnu : Serial => Les disques durs SCSI et Serial ATA répondent globalement 
389 Mot inconnu : ATA => Les disques durs SCSI et Serial ATA répondent globalement 
389 Espace(s) en fin de ligne à supprimer. => Les disques durs SCSI et Serial ATA répondent globalement 

391 Il manque un espace insécable. => ==== Droit d’utilisation : disque dur ou partition partagé entre utilisateurs. ====

392 Pas d’espace avant une virgule. => Par défaut , le disque dur formaté sera la propriété de l'utilisateur ROOT. Cela a pour effet que les utilisateurs habituels de l'ordinateur ne peuvent pas créer ou modifier les fichiers ou dossiers qui y seront crées. Cela est pertinent au niveau sécurité (on limite l’accès aux droit de lecture et d'écriture pour n'autoriser l'accès que de façon sélective dans un second temps), mais c'est  effectivement frustrant de ne pas pouvoir partager des données entre utilisateurs.
392 Mot inconnu : ROOT => Par défaut , le disque dur formaté sera la propriété de l'utilisateur ROOT. Cela a pour effet que les utilisateurs habituels de l'ordinateur ne peuvent pas créer ou modifier les fichiers ou dossiers qui y seront crées. Cela est pertinent au niveau sécurité (on limite l’accès aux droit de lecture et d'écriture pour n'autoriser l'accès que de façon sélective dans un second temps), mais c'est  effectivement frustrant de ne pas pouvoir partager des données entre utilisateurs.
392 Après “être”, le verbe ne devrait pas être conjugué à la 2ᵉ personne du singulier. => Par défaut , le disque dur formaté sera la propriété de l'utilisateur ROOT. Cela a pour effet que les utilisateurs habituels de l'ordinateur ne peuvent pas créer ou modifier les fichiers ou dossiers qui y seront crées. Cela est pertinent au niveau sécurité (on limite l’accès aux droit de lecture et d'écriture pour n'autoriser l'accès que de façon sélective dans un second temps), mais c'est  effectivement frustrant de ne pas pouvoir partager des données entre utilisateurs.
392 Accord de nombre erroné : « droit » est au singulier. => Par défaut , le disque dur formaté sera la propriété de l'utilisateur ROOT. Cela a pour effet que les utilisateurs habituels de l'ordinateur ne peuvent pas créer ou modifier les fichiers ou dossiers qui y seront crées. Cela est pertinent au niveau sécurité (on limite l’accès aux droit de lecture et d'écriture pour n'autoriser l'accès que de façon sélective dans un second temps), mais c'est  effectivement frustrant de ne pas pouvoir partager des données entre utilisateurs.
392 Accord de nombre erroné : « droit » devrait être au pluriel. => Par défaut , le disque dur formaté sera la propriété de l'utilisateur ROOT. Cela a pour effet que les utilisateurs habituels de l'ordinateur ne peuvent pas créer ou modifier les fichiers ou dossiers qui y seront crées. Cela est pertinent au niveau sécurité (on limite l’accès aux droit de lecture et d'écriture pour n'autoriser l'accès que de façon sélective dans un second temps), mais c'est  effectivement frustrant de ne pas pouvoir partager des données entre utilisateurs.
392 Espace(s) surnuméraire(s) à supprimer. => Par défaut , le disque dur formaté sera la propriété de l'utilisateur ROOT. Cela a pour effet que les utilisateurs habituels de l'ordinateur ne peuvent pas créer ou modifier les fichiers ou dossiers qui y seront crées. Cela est pertinent au niveau sécurité (on limite l’accès aux droit de lecture et d'écriture pour n'autoriser l'accès que de façon sélective dans un second temps), mais c'est  effectivement frustrant de ne pas pouvoir partager des données entre utilisateurs.

394 Espace(s) surnuméraire(s) à supprimer. => <note warning>Si plusieurs utilisateurs sont créés, c'est certainement pour qu'ils ne partagent pas toutes leurs données mais, bien contraire, qu'ils ne puissent pas  accéder aux données des autres.</note>

395 Mot inconnu : EXT4 => === Pour une partition EXT4. ===

396 Mot inconnu : users => Une fois formaté, pour permettre que la partition soit accessible à tous les utilisateurs (utilisateur users), il faut changer les droits de la partition. Soit dans le fstab (qui spécifie les conditions de montage de la partition), soit plus simplement de la façon suivante. 
396 Mot inconnu : fstab => Une fois formaté, pour permettre que la partition soit accessible à tous les utilisateurs (utilisateur users), il faut changer les droits de la partition. Soit dans le fstab (qui spécifie les conditions de montage de la partition), soit plus simplement de la façon suivante. 
396 Espace(s) en fin de ligne à supprimer. => Une fois formaté, pour permettre que la partition soit accessible à tous les utilisateurs (utilisateur users), il faut changer les droits de la partition. Soit dans le fstab (qui spécifie les conditions de montage de la partition), soit plus simplement de la façon suivante. 

398 Il manque un espace insécable. => De façon graphique :

400 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Ouvrir un terminal puis entrer <code>gksudo nautilus</code>
400 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Ouvrir un terminal puis entrer <code>gksudo nautilus</code>

401 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Entrer le mot de passe administrateur \\ 
401 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Entrer le mot de passe administrateur \\ 
401 Espace(s) en fin de ligne à supprimer. =>   - Entrer le mot de passe administrateur \\ 

403 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Le navigateur de fichier s'ouvre avec les droits de ROOT. Attention tout ce que vous ferez avec cette fenêtre sera avec les droits du super utilisateur (création de fichier, de dossier). Il faudra donc limiter l'utilisation de ce que vous ferez avec, car cela peut endommager votre système.
403 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Le navigateur de fichier s'ouvre avec les droits de ROOT. Attention tout ce que vous ferez avec cette fenêtre sera avec les droits du super utilisateur (création de fichier, de dossier). Il faudra donc limiter l'utilisation de ce que vous ferez avec, car cela peut endommager votre système.
403 Mot inconnu : ROOT =>   - Le navigateur de fichier s'ouvre avec les droits de ROOT. Attention tout ce que vous ferez avec cette fenêtre sera avec les droits du super utilisateur (création de fichier, de dossier). Il faudra donc limiter l'utilisation de ce que vous ferez avec, car cela peut endommager votre système.

404 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Aller dans le disque dont on veut changer les droits d’utilisation
404 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Aller dans le disque dont on veut changer les droits d’utilisation

405 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Clic droit --> propriété --> onglet Permissions
405 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Clic droit --> propriété --> onglet Permissions

406 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Guillemets typographiques ouvrants. =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Mot inconnu : users =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Guillemets typographiques fermants. =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Apostrophe incorrecte. =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Guillemets typographiques fermants. =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Espace(s) surnuméraire(s) à supprimer. =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Guillemets typographiques ouvrants. =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.
406 Guillemets typographiques fermants. =>   - Dans la rubrique groupe, sélectionner "users", juste en dessous, dans l' accès au dossier, sélectionner  "création et suppression des fichiers", dans la rubrique autre, vous pouvez faire de même.

407 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Fermez ce menu et le navigateur de fichier ouvert avec les droits ROOT. 
407 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Fermez ce menu et le navigateur de fichier ouvert avec les droits ROOT. 
407 Mot inconnu : ROOT =>   - Fermez ce menu et le navigateur de fichier ouvert avec les droits ROOT. 
407 Espace(s) en fin de ligne à supprimer. =>   - Fermez ce menu et le navigateur de fichier ouvert avec les droits ROOT. 

409 Mot inconnu : chmod => Ceci peut être également réalisé en ligne de commande, via la commande chmod.

411 Mot inconnu : NTFS => === Pour une partition NTFS. ===

412 Mot inconnu : UserMappings => Cela se règle assez facilement dès l'instant où on sait que c'est le fichier **UserMappings**  stocké sous le répertoire de premier niveau **.NTFS-3G** qui  fait la table de correspondance entre les utilisateurs définis dans ubuntu et ceux définis dans windows.
412 Mot inconnu : NTFS-3G => Cela se règle assez facilement dès l'instant où on sait que c'est le fichier **UserMappings**  stocké sous le répertoire de premier niveau **.NTFS-3G** qui  fait la table de correspondance entre les utilisateurs définis dans ubuntu et ceux définis dans windows.
412 Espace(s) surnuméraire(s) à supprimer. => Cela se règle assez facilement dès l'instant où on sait que c'est le fichier **UserMappings**  stocké sous le répertoire de premier niveau **.NTFS-3G** qui  fait la table de correspondance entre les utilisateurs définis dans ubuntu et ceux définis dans windows.
412 Mot inconnu : ubuntu => Cela se règle assez facilement dès l'instant où on sait que c'est le fichier **UserMappings**  stocké sous le répertoire de premier niveau **.NTFS-3G** qui  fait la table de correspondance entre les utilisateurs définis dans ubuntu et ceux définis dans windows.
