
4 Mot inconnu : nVidia => ====== nVidia Optimus : la vidéo hybride ====== | nvidia
97 Il manque un espace. => Des travaux sont entrepris sur différents composants. Globalement, ils ne concernent pas uniquement Optimus mais plus généralement les technologies basées sur le même concept (AMD/ATI PowerXpress 4.0 étant également de la partie). Cela passe par la réécriture totale de X.org en le nouveau projet Wayland, ainsi que par un meilleur support au niveau du Kernel, et enfin dans le cas d'Optimus, un support par le pilote libre nouveau. | org => suggestions : [' org']
97 Mot inconnu : Kernel => Des travaux sont entrepris sur différents composants. Globalement, ils ne concernent pas uniquement Optimus mais plus généralement les technologies basées sur le même concept (AMD/ATI PowerXpress 4.0 étant également de la partie). Cela passe par la réécriture totale de X.org en le nouveau projet Wayland, ainsi que par un meilleur support au niveau du Kernel, et enfin dans le cas d'Optimus, un support par le pilote libre nouveau. | kernel
97 Mot inconnu : Optimus => Des travaux sont entrepris sur différents composants. Globalement, ils ne concernent pas uniquement Optimus mais plus généralement les technologies basées sur le même concept (AMD/ATI PowerXpress 4.0 étant également de la partie). Cela passe par la réécriture totale de X.org en le nouveau projet Wayland, ainsi que par un meilleur support au niveau du Kernel, et enfin dans le cas d'Optimus, un support par le pilote libre nouveau. | optimus

101 Mot inconnu : Optimus => Il existe plusieurs projets tentant d'apporter le support d'Optimus sous Linux, mais aucun qui soit réellement abouti. Cependant, le simple fait qu'ils permettent de retrouver l'usage de son ordinateur et de s'affranchir des problèmes présentés plus haut mérite qu'on y jette un œil. | optimus

103 Mot inconnu : Bumblebee => === Bumblebee === | bumblebee

104 Mot inconnu : bumblebee => <note important>Il ne faut pas confondre avec l'ancien **bumblebee** développé par **MrMEEE**. L'histoire de ces projets est expliquée plus loin.</note> | bumblebee
104 Mot inconnu : MrMEEE => <note important>Il ne faut pas confondre avec l'ancien **bumblebee** développé par **MrMEEE**. L'histoire de ces projets est expliquée plus loin.</note> | mrmeee

105 Mot inconnu : Bumblebee => **Bumblebee** est un projet indépendant géré par plusieurs développeurs réunis dans une équipe nommée **Bumblebee-Project**, et dont le but est de supporter la technologie Optimus (le support d'Hybrid SLI est aussi de la partie) sous Linux, que ce soit sous Ubuntu ou une autre distribution. Le support est néanmoins plus présent pour Ubuntu et ArchLinux que les autres distributions. | bumblebee
105 Mot inconnu : Bumblebee-Project => **Bumblebee** est un projet indépendant géré par plusieurs développeurs réunis dans une équipe nommée **Bumblebee-Project**, et dont le but est de supporter la technologie Optimus (le support d'Hybrid SLI est aussi de la partie) sous Linux, que ce soit sous Ubuntu ou une autre distribution. Le support est néanmoins plus présent pour Ubuntu et ArchLinux que les autres distributions. | bumblebee-project
105 Mot inconnu : Optimus => **Bumblebee** est un projet indépendant géré par plusieurs développeurs réunis dans une équipe nommée **Bumblebee-Project**, et dont le but est de supporter la technologie Optimus (le support d'Hybrid SLI est aussi de la partie) sous Linux, que ce soit sous Ubuntu ou une autre distribution. Le support est néanmoins plus présent pour Ubuntu et ArchLinux que les autres distributions. | optimus
105 Mot inconnu : Hybrid => **Bumblebee** est un projet indépendant géré par plusieurs développeurs réunis dans une équipe nommée **Bumblebee-Project**, et dont le but est de supporter la technologie Optimus (le support d'Hybrid SLI est aussi de la partie) sous Linux, que ce soit sous Ubuntu ou une autre distribution. Le support est néanmoins plus présent pour Ubuntu et ArchLinux que les autres distributions. | hybrid
105 Mot inconnu : SLI => **Bumblebee** est un projet indépendant géré par plusieurs développeurs réunis dans une équipe nommée **Bumblebee-Project**, et dont le but est de supporter la technologie Optimus (le support d'Hybrid SLI est aussi de la partie) sous Linux, que ce soit sous Ubuntu ou une autre distribution. Le support est néanmoins plus présent pour Ubuntu et ArchLinux que les autres distributions. | sli
105 Mot inconnu : ArchLinux => **Bumblebee** est un projet indépendant géré par plusieurs développeurs réunis dans une équipe nommée **Bumblebee-Project**, et dont le but est de supporter la technologie Optimus (le support d'Hybrid SLI est aussi de la partie) sous Linux, que ce soit sous Ubuntu ou une autre distribution. Le support est néanmoins plus présent pour Ubuntu et ArchLinux que les autres distributions. | archlinux

107 Mot inconnu : Bumblebee => **C'est la solution conseillée**, Bumblebee offre la possibilité d'utiliser la carte graphique nVidia lorsque nécessaire (via au choix le pilote propriétaire nvidia ou le pilote libre nouveau, le pilote propriétaire nvidia étant cependant fortement recommandé dans le cas de cette technologie, et c'est d'ailleurs le comportement par défaut actuellement), d'éteindre celle-ci le reste du temps. D'autre aussi, mais celle-ci à l'avantage d'être la plus stable, et ayant comme propriété non négligeable d'être en partie développée par un membre du forum Ubuntu-fr, ArchangeGabriel, qui pourra vous aider dans le [[http://forum.ubuntu-fr.org/viewtopic.php?id=565321|topic dédié]]. | bumblebee
107 Mot inconnu : nVidia => **C'est la solution conseillée**, Bumblebee offre la possibilité d'utiliser la carte graphique nVidia lorsque nécessaire (via au choix le pilote propriétaire nvidia ou le pilote libre nouveau, le pilote propriétaire nvidia étant cependant fortement recommandé dans le cas de cette technologie, et c'est d'ailleurs le comportement par défaut actuellement), d'éteindre celle-ci le reste du temps. D'autre aussi, mais celle-ci à l'avantage d'être la plus stable, et ayant comme propriété non négligeable d'être en partie développée par un membre du forum Ubuntu-fr, ArchangeGabriel, qui pourra vous aider dans le [[http://forum.ubuntu-fr.org/viewtopic.php?id=565321|topic dédié]]. | nvidia
107 Mot inconnu : nvidia => **C'est la solution conseillée**, Bumblebee offre la possibilité d'utiliser la carte graphique nVidia lorsque nécessaire (via au choix le pilote propriétaire nvidia ou le pilote libre nouveau, le pilote propriétaire nvidia étant cependant fortement recommandé dans le cas de cette technologie, et c'est d'ailleurs le comportement par défaut actuellement), d'éteindre celle-ci le reste du temps. D'autre aussi, mais celle-ci à l'avantage d'être la plus stable, et ayant comme propriété non négligeable d'être en partie développée par un membre du forum Ubuntu-fr, ArchangeGabriel, qui pourra vous aider dans le [[http://forum.ubuntu-fr.org/viewtopic.php?id=565321|topic dédié]]. | nvidia
107 Mot inconnu : nvidia => **C'est la solution conseillée**, Bumblebee offre la possibilité d'utiliser la carte graphique nVidia lorsque nécessaire (via au choix le pilote propriétaire nvidia ou le pilote libre nouveau, le pilote propriétaire nvidia étant cependant fortement recommandé dans le cas de cette technologie, et c'est d'ailleurs le comportement par défaut actuellement), d'éteindre celle-ci le reste du temps. D'autre aussi, mais celle-ci à l'avantage d'être la plus stable, et ayant comme propriété non négligeable d'être en partie développée par un membre du forum Ubuntu-fr, ArchangeGabriel, qui pourra vous aider dans le [[http://forum.ubuntu-fr.org/viewtopic.php?id=565321|topic dédié]]. | nvidia
107 Mot inconnu : ArchangeGabriel => **C'est la solution conseillée**, Bumblebee offre la possibilité d'utiliser la carte graphique nVidia lorsque nécessaire (via au choix le pilote propriétaire nvidia ou le pilote libre nouveau, le pilote propriétaire nvidia étant cependant fortement recommandé dans le cas de cette technologie, et c'est d'ailleurs le comportement par défaut actuellement), d'éteindre celle-ci le reste du temps. D'autre aussi, mais celle-ci à l'avantage d'être la plus stable, et ayant comme propriété non négligeable d'être en partie développée par un membre du forum Ubuntu-fr, ArchangeGabriel, qui pourra vous aider dans le [[http://forum.ubuntu-fr.org/viewtopic.php?id=565321|topic dédié]]. | archangegabriel
107 Mot inconnu : topic => **C'est la solution conseillée**, Bumblebee offre la possibilité d'utiliser la carte graphique nVidia lorsque nécessaire (via au choix le pilote propriétaire nvidia ou le pilote libre nouveau, le pilote propriétaire nvidia étant cependant fortement recommandé dans le cas de cette technologie, et c'est d'ailleurs le comportement par défaut actuellement), d'éteindre celle-ci le reste du temps. D'autre aussi, mais celle-ci à l'avantage d'être la plus stable, et ayant comme propriété non négligeable d'être en partie développée par un membre du forum Ubuntu-fr, ArchangeGabriel, qui pourra vous aider dans le [[http://forum.ubuntu-fr.org/viewtopic.php?id=565321|topic dédié]]. | topic

113 Mot inconnu : Bumblebee-Project => [[http://bumblebee-project.org/|Site officiel de l'organisation Bumblebee-Project]] | bumblebee-project

115 Mot inconnu : GitHub => [[https://github.com/Bumblebee-Project/|Page GitHub de l'organisation Bumblebee-Project]] | github
115 Mot inconnu : Bumblebee-Project => [[https://github.com/Bumblebee-Project/|Page GitHub de l'organisation Bumblebee-Project]] | bumblebee-project

117 Mot inconnu : bumblebee => [[https://launchpad.net/~bumblebee/|Page de l'organisation (et PPAs) sur Launchpad]] | bumblebee
117 Mot inconnu : PPAs => [[https://launchpad.net/~bumblebee/|Page de l'organisation (et PPAs) sur Launchpad]] | ppas
117 Mot inconnu : Launchpad => [[https://launchpad.net/~bumblebee/|Page de l'organisation (et PPAs) sur Launchpad]] | launchpad

119 Mot inconnu : Bumblebee => [[https://wiki.ubuntu.com/Bumblebee|Bumblebee Project sur le wiki anglophone Ubuntu]] | bumblebee
119 Mot inconnu : Project => [[https://wiki.ubuntu.com/Bumblebee|Bumblebee Project sur le wiki anglophone Ubuntu]] | project

121 Mot inconnu : IronHide => === IronHide === | ironhide

122 Mot inconnu : Bumblebee => Il s'agit d'un projet assez similaire à Bumblebee, celui-ci est néanmoins restreint au support d'Ubuntu. Il fut pendant un temps le projet développé le plus activement, mais n'a plus reçu de mises à jour depuis Septembre 2011. De plus, [[http://www.martin-juhl.dk/2012/01/ironhide-is-sleeping-but-not-forever/|ce projet n'est actuellement plus supporté par son unique développeur, celui-ci ayant annoncé sur son blog qu'il mettait ce projet en pause]]. | bumblebee
122 Pas de majuscule sur les mois. => Il s'agit d'un projet assez similaire à Bumblebee, celui-ci est néanmoins restreint au support d'Ubuntu. Il fut pendant un temps le projet développé le plus activement, mais n'a plus reçu de mises à jour depuis Septembre 2011. De plus, [[http://www.martin-juhl.dk/2012/01/ironhide-is-sleeping-but-not-forever/|ce projet n'est actuellement plus supporté par son unique développeur, celui-ci ayant annoncé sur son blog qu'il mettait ce projet en pause]]. | septembre => suggestions : ['septembre']

128 Mot inconnu : GitHub => [[https://github.com/MrMEEE/ironhide|Page GitHub]] | github

130 Mot inconnu : mj-casalogic => [[https://launchpad.net/~mj-casalogic/+archive/ironhide/|PPA sur Launchpad]] | mj-casalogic
130 Mot inconnu : ironhide => [[https://launchpad.net/~mj-casalogic/+archive/ironhide/|PPA sur Launchpad]] | ironhide
130 Mot inconnu : Launchpad => [[https://launchpad.net/~mj-casalogic/+archive/ironhide/|PPA sur Launchpad]] | launchpad

132 Mot inconnu : acpi_call => === acpi_call === | acpi_call

135 Mot inconnu : proof => Cependant, dans l'état actuel des choses, la version que l'on retrouve un peu partout est un simple //proof of concept// (programme permettant de montrer que l'on peut faire cela, sans être vraiment abouti, il s'agit principalement de faire une démonstration), et le développement a été repris par les développeurs de Bumblebee, le développeur original n'ayant pas le temps de s'en occuper, et les progrès sont lents. | proof
135 Mot inconnu : of => Cependant, dans l'état actuel des choses, la version que l'on retrouve un peu partout est un simple //proof of concept// (programme permettant de montrer que l'on peut faire cela, sans être vraiment abouti, il s'agit principalement de faire une démonstration), et le développement a été repris par les développeurs de Bumblebee, le développeur original n'ayant pas le temps de s'en occuper, et les progrès sont lents. | of
135 Mot inconnu : Bumblebee => Cependant, dans l'état actuel des choses, la version que l'on retrouve un peu partout est un simple //proof of concept// (programme permettant de montrer que l'on peut faire cela, sans être vraiment abouti, il s'agit principalement de faire une démonstration), et le développement a été repris par les développeurs de Bumblebee, le développeur original n'ayant pas le temps de s'en occuper, et les progrès sont lents. | bumblebee

139 Mot inconnu : IronHide => Il faut donc des compétences assez avancées pour l'utiliser seul, il est néanmoins intégré dans IronHide, et on peut se reporter à ce projet pour de plus amples informations (note : il était également intégré dans Bumblebee jusqu'à la version 3.0, à partir de laquelle il a été remplacé par bbswitch). Pour l'installation en //stand-alone//, il faut soit le compiler soit même, soit utiliser le paquet disponible dans le PPA de Bumblebee. | ironhide
139 Mot inconnu : Bumblebee => Il faut donc des compétences assez avancées pour l'utiliser seul, il est néanmoins intégré dans IronHide, et on peut se reporter à ce projet pour de plus amples informations (note : il était également intégré dans Bumblebee jusqu'à la version 3.0, à partir de laquelle il a été remplacé par bbswitch). Pour l'installation en //stand-alone//, il faut soit le compiler soit même, soit utiliser le paquet disponible dans le PPA de Bumblebee. | bumblebee
139 Mot inconnu : bbswitch => Il faut donc des compétences assez avancées pour l'utiliser seul, il est néanmoins intégré dans IronHide, et on peut se reporter à ce projet pour de plus amples informations (note : il était également intégré dans Bumblebee jusqu'à la version 3.0, à partir de laquelle il a été remplacé par bbswitch). Pour l'installation en //stand-alone//, il faut soit le compiler soit même, soit utiliser le paquet disponible dans le PPA de Bumblebee. | bbswitch
139 Mot inconnu : stand-alone => Il faut donc des compétences assez avancées pour l'utiliser seul, il est néanmoins intégré dans IronHide, et on peut se reporter à ce projet pour de plus amples informations (note : il était également intégré dans Bumblebee jusqu'à la version 3.0, à partir de laquelle il a été remplacé par bbswitch). Pour l'installation en //stand-alone//, il faut soit le compiler soit même, soit utiliser le paquet disponible dans le PPA de Bumblebee. | stand-alone
139 Confusion probable : moi-même, toi-même, lui-même, elle-même, soi-même, elles-mêmes, eux-mêmes. => Il faut donc des compétences assez avancées pour l'utiliser seul, il est néanmoins intégré dans IronHide, et on peut se reporter à ce projet pour de plus amples informations (note : il était également intégré dans Bumblebee jusqu'à la version 3.0, à partir de laquelle il a été remplacé par bbswitch). Pour l'installation en //stand-alone//, il faut soit le compiler soit même, soit utiliser le paquet disponible dans le PPA de Bumblebee. | soit même => suggestions : ['soi-même']
139 Mot inconnu : Bumblebee => Il faut donc des compétences assez avancées pour l'utiliser seul, il est néanmoins intégré dans IronHide, et on peut se reporter à ce projet pour de plus amples informations (note : il était également intégré dans Bumblebee jusqu'à la version 3.0, à partir de laquelle il a été remplacé par bbswitch). Pour l'installation en //stand-alone//, il faut soit le compiler soit même, soit utiliser le paquet disponible dans le PPA de Bumblebee. | bumblebee
141 Une de ces ponctuations est superflue. => <note warning>**Attention !!!** Ce module est hautement expérimental et assez docile, dans le sens où il fera ce que vous lui demandez sans vérifications d'aucune sorte. Comme il agit au niveau matériel, une mauvaise utilisation peut entraîner une dégradation physique (même si peu probable), et en tout cas a de fortes chances d'occasionner des problèmes divers, parmi lesquels plantages du système, instabilité du matériel, surchauffe, ...</note> | , . => suggestions : [',', '.']
141 Typographie : points de suspension. Utilisez le caractère dédié. => <note warning>**Attention !!!** Ce module est hautement expérimental et assez docile, dans le sens où il fera ce que vous lui demandez sans vérifications d'aucune sorte. Comme il agit au niveau matériel, une mauvaise utilisation peut entraîner une dégradation physique (même si peu probable), et en tout cas a de fortes chances d'occasionner des problèmes divers, parmi lesquels plantages du système, instabilité du matériel, surchauffe, ...</note> | ... => suggestions : ['…']

143 Mot inconnu : GitHub => [[https://github.com/mkottman/acpi_call|Page GitHub du projet original]] | github

145 Mot inconnu : GitHub => [[https://github.com/Bumblebee-Project/acpi_call|Page GitHub du //fork// de l'équipe Bumblebee-Project]] | github
145 Mot inconnu : Bumblebee-Project => [[https://github.com/Bumblebee-Project/acpi_call|Page GitHub du //fork// de l'équipe Bumblebee-Project]] | bumblebee-project

147 Mot inconnu : asus => === asus/byo-switcheroo === | asus
147 Mot inconnu : byo-switcheroo => === asus/byo-switcheroo === | byo-switcheroo

148 Mot inconnu : Hybrid => Il s'agit ici d'un projet destiné au support bas niveau de la technologie **Hybrid SLI**. Optimus n'est pas du tout supportée. Son fonctionnement est assez complexe, néanmoins une partie du travail effectué va se retrouver dans vga_switcheroo d'ici quelques temps. En attendant, les utilisateurs bidouilleurs peuvent toujours y jeter un œil. | hybrid
148 Mot inconnu : SLI => Il s'agit ici d'un projet destiné au support bas niveau de la technologie **Hybrid SLI**. Optimus n'est pas du tout supportée. Son fonctionnement est assez complexe, néanmoins une partie du travail effectué va se retrouver dans vga_switcheroo d'ici quelques temps. En attendant, les utilisateurs bidouilleurs peuvent toujours y jeter un œil. | sli
148 Mot inconnu : Optimus => Il s'agit ici d'un projet destiné au support bas niveau de la technologie **Hybrid SLI**. Optimus n'est pas du tout supportée. Son fonctionnement est assez complexe, néanmoins une partie du travail effectué va se retrouver dans vga_switcheroo d'ici quelques temps. En attendant, les utilisateurs bidouilleurs peuvent toujours y jeter un œil. | optimus
148 Mot inconnu : vga_switcheroo => Il s'agit ici d'un projet destiné au support bas niveau de la technologie **Hybrid SLI**. Optimus n'est pas du tout supportée. Son fonctionnement est assez complexe, néanmoins une partie du travail effectué va se retrouver dans vga_switcheroo d'ici quelques temps. En attendant, les utilisateurs bidouilleurs peuvent toujours y jeter un œil. | vga_switcheroo
148 Quelque temps : un temps indéterminé. Ici, “quelque” est un adverbe (donc invariable). => Il s'agit ici d'un projet destiné au support bas niveau de la technologie **Hybrid SLI**. Optimus n'est pas du tout supportée. Son fonctionnement est assez complexe, néanmoins une partie du travail effectué va se retrouver dans vga_switcheroo d'ici quelques temps. En attendant, les utilisateurs bidouilleurs peuvent toujours y jeter un œil. | quelques temps => suggestions : ['quelque temps']

152 Mot inconnu : GitHub => [[https://github.com/awilliam/asus-switcheroo|Page GitHub]] | github

158 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Certains ordinateurs proposent dans leur BIOS de désactiver le mode hybride et de n'utiliser que la carte graphique nVidia et/ou Intel. Le cas échéant, l'utilisation d'un des projets présenté ci-dessus n'est pas nécessaire. Dans le cas où seule la carte Intel est active, tout est automatique, dans le cas où seule la carte nVidia est active, il suffit de procéder à l'installation du pilote nvidia comme on le ferait pour tout autre machine. |    => suggestions : ['']
158 Mot inconnu : nVidia =>   * Certains ordinateurs proposent dans leur BIOS de désactiver le mode hybride et de n'utiliser que la carte graphique nVidia et/ou Intel. Le cas échéant, l'utilisation d'un des projets présenté ci-dessus n'est pas nécessaire. Dans le cas où seule la carte Intel est active, tout est automatique, dans le cas où seule la carte nVidia est active, il suffit de procéder à l'installation du pilote nvidia comme on le ferait pour tout autre machine. | nvidia
158 Mot inconnu : nVidia =>   * Certains ordinateurs proposent dans leur BIOS de désactiver le mode hybride et de n'utiliser que la carte graphique nVidia et/ou Intel. Le cas échéant, l'utilisation d'un des projets présenté ci-dessus n'est pas nécessaire. Dans le cas où seule la carte Intel est active, tout est automatique, dans le cas où seule la carte nVidia est active, il suffit de procéder à l'installation du pilote nvidia comme on le ferait pour tout autre machine. | nvidia
158 Mot inconnu : nvidia =>   * Certains ordinateurs proposent dans leur BIOS de désactiver le mode hybride et de n'utiliser que la carte graphique nVidia et/ou Intel. Le cas échéant, l'utilisation d'un des projets présenté ci-dessus n'est pas nécessaire. Dans le cas où seule la carte Intel est active, tout est automatique, dans le cas où seule la carte nVidia est active, il suffit de procéder à l'installation du pilote nvidia comme on le ferait pour tout autre machine. | nvidia

159 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * La plupart des modèles équipés de cette technologie présentent un port de sortie vidéo de type HDMI. Celui-ci est malheureusement généralement relié à la carte nVidia, et il n'y a pour le moment aucun moyen de le faire fonctionner. Des travaux d'investigations sont en cours par les développeurs de Bumblebee à ce sujet. |    => suggestions : ['']
159 Mot inconnu : nVidia =>   * La plupart des modèles équipés de cette technologie présentent un port de sortie vidéo de type HDMI. Celui-ci est malheureusement généralement relié à la carte nVidia, et il n'y a pour le moment aucun moyen de le faire fonctionner. Des travaux d'investigations sont en cours par les développeurs de Bumblebee à ce sujet. | nvidia
159 Mot inconnu : Bumblebee =>   * La plupart des modèles équipés de cette technologie présentent un port de sortie vidéo de type HDMI. Celui-ci est malheureusement généralement relié à la carte nVidia, et il n'y a pour le moment aucun moyen de le faire fonctionner. Des travaux d'investigations sont en cours par les développeurs de Bumblebee à ce sujet. | bumblebee

161 Mot inconnu : Bumblebee => ==== Histoire de Bumblebee et IronHide ==== | bumblebee
161 Mot inconnu : IronHide => ==== Histoire de Bumblebee et IronHide ==== | ironhide

165 Pas de majuscule sur les mois. => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | mai => suggestions : ['mai']
165 Mot inconnu : bumblebee => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | bumblebee
165 Mot inconnu : MrMEEE => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | mrmeee
165 Pas de majuscule sur les mois. => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | juillet => suggestions : ['juillet']
165 Mot inconnu : bumblebee => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | bumblebee
165 Mot inconnu : IronHide => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | ironhide
165 Mot inconnu : MrMEEE => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | mrmeee
165 Mot inconnu : Bumblebee => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | bumblebee
165 Mot inconnu : The => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | the
165 Mot inconnu : Bumblebee => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | bumblebee
165 Mot inconnu : Project => En résumé, il existait au début (à partir de Mai 2011) bumblebee de MrMEEE, puis depuis début Juillet 2011, bumblebee est devenu IronHide, toujours de MrMEEE, et un nouveau projet est reparti de zéro sous le nom de Bumblebee, développé par une équipe appelée The Bumblebee Project. | project

167 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => bumblebee est le premier projet qui soit apparu pour apporter le support d'Optimus sous Linux. Initié par MrMEEE, alias Martin Juhl, il fut débuté en Mai 2011. | bumblebee => suggestions : ['Bumblebee']
167 Mot inconnu : bumblebee => bumblebee est le premier projet qui soit apparu pour apporter le support d'Optimus sous Linux. Initié par MrMEEE, alias Martin Juhl, il fut débuté en Mai 2011. | bumblebee
167 Mot inconnu : Optimus => bumblebee est le premier projet qui soit apparu pour apporter le support d'Optimus sous Linux. Initié par MrMEEE, alias Martin Juhl, il fut débuté en Mai 2011. | optimus
167 Mot inconnu : MrMEEE => bumblebee est le premier projet qui soit apparu pour apporter le support d'Optimus sous Linux. Initié par MrMEEE, alias Martin Juhl, il fut débuté en Mai 2011. | mrmeee
167 Mot inconnu : Juhl => bumblebee est le premier projet qui soit apparu pour apporter le support d'Optimus sous Linux. Initié par MrMEEE, alias Martin Juhl, il fut débuté en Mai 2011. | juhl
167 Pas de majuscule sur les mois. => bumblebee est le premier projet qui soit apparu pour apporter le support d'Optimus sous Linux. Initié par MrMEEE, alias Martin Juhl, il fut débuté en Mai 2011. | mai => suggestions : ['mai']

171 Mot inconnu : GitHub => En effet, sur GitHub, il n'y a qu'une branche d'intégration, la //master//, et les mises à jours sont publiées à la va vite sur le PPA, sans tests, impactant de nombreux utilisateurs avec certains changements critiques, le paroxysme étant atteint lors d'un "bug" aux conséquences désastreuses, amenant plusieurs centaines de milliers de visiteurs sur le projet en l'espace de quelques jours, lors de la création du premier meme GitHub. [[https://github.com/MrMEEE/bumblebee/commit/a047be85247755cdbe0acce6f1dafc8beb84f2ac|C'est ici pour les curieux]]. | github
171 Il manque un trait d’union. => En effet, sur GitHub, il n'y a qu'une branche d'intégration, la //master//, et les mises à jours sont publiées à la va vite sur le PPA, sans tests, impactant de nombreux utilisateurs avec certains changements critiques, le paroxysme étant atteint lors d'un "bug" aux conséquences désastreuses, amenant plusieurs centaines de milliers de visiteurs sur le projet en l'espace de quelques jours, lors de la création du premier meme GitHub. [[https://github.com/MrMEEE/bumblebee/commit/a047be85247755cdbe0acce6f1dafc8beb84f2ac|C'est ici pour les curieux]]. | à la va vite => suggestions : ['à la va-vite']
171 Incohérence : après “à la”, on devrait trouver un groupe nominal (ou un verbe à l’infinitif). => En effet, sur GitHub, il n'y a qu'une branche d'intégration, la //master//, et les mises à jours sont publiées à la va vite sur le PPA, sans tests, impactant de nombreux utilisateurs avec certains changements critiques, le paroxysme étant atteint lors d'un "bug" aux conséquences désastreuses, amenant plusieurs centaines de milliers de visiteurs sur le projet en l'espace de quelques jours, lors de la création du premier meme GitHub. [[https://github.com/MrMEEE/bumblebee/commit/a047be85247755cdbe0acce6f1dafc8beb84f2ac|C'est ici pour les curieux]]. | va => suggestions : ['aller', 'allée', 'allées', 'allant']
171 Guillemets typographiques ouvrants. => En effet, sur GitHub, il n'y a qu'une branche d'intégration, la //master//, et les mises à jours sont publiées à la va vite sur le PPA, sans tests, impactant de nombreux utilisateurs avec certains changements critiques, le paroxysme étant atteint lors d'un "bug" aux conséquences désastreuses, amenant plusieurs centaines de milliers de visiteurs sur le projet en l'espace de quelques jours, lors de la création du premier meme GitHub. [[https://github.com/MrMEEE/bumblebee/commit/a047be85247755cdbe0acce6f1dafc8beb84f2ac|C'est ici pour les curieux]]. | " => suggestions : ['«\xa0', '“']
171 Guillemets typographiques fermants. => En effet, sur GitHub, il n'y a qu'une branche d'intégration, la //master//, et les mises à jours sont publiées à la va vite sur le PPA, sans tests, impactant de nombreux utilisateurs avec certains changements critiques, le paroxysme étant atteint lors d'un "bug" aux conséquences désastreuses, amenant plusieurs centaines de milliers de visiteurs sur le projet en l'espace de quelques jours, lors de la création du premier meme GitHub. [[https://github.com/MrMEEE/bumblebee/commit/a047be85247755cdbe0acce6f1dafc8beb84f2ac|C'est ici pour les curieux]]. | " => suggestions : ['\xa0»', '”']
171 Mot inconnu : meme => En effet, sur GitHub, il n'y a qu'une branche d'intégration, la //master//, et les mises à jours sont publiées à la va vite sur le PPA, sans tests, impactant de nombreux utilisateurs avec certains changements critiques, le paroxysme étant atteint lors d'un "bug" aux conséquences désastreuses, amenant plusieurs centaines de milliers de visiteurs sur le projet en l'espace de quelques jours, lors de la création du premier meme GitHub. [[https://github.com/MrMEEE/bumblebee/commit/a047be85247755cdbe0acce6f1dafc8beb84f2ac|C'est ici pour les curieux]]. | meme
