1 Pas de majuscule sur les mois. => ====== Réunion du 30 Novembre 2010 ====== <|> novembre => suggestions : ['novembre']
419 Mot inconnu : huats => nov. 30 22:10:04 <YoBoY>	kinouchou: déjà fait il me semble, enfin sauf si le chèque est pas parti ? huats ? <|> huats

420 Mot inconnu : aldian => nov. 30 22:10:15 <draco31fr>	aldian, merci ^_^ <|> aldian

421 Mot inconnu : YoBoY => nov. 30 22:10:22 <kinouchou>	YoBoY: je rajoutai à la liste d'olive sur ceux qu'on a déjà aidé <|> yoboy

422 Mot inconnu : YoBoY => nov. 30 22:10:29 <snip_>	YoBoY: je pense qu'elle voulait dire pour ceux à qui... voila <|> yoboy
422 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:10:29 <snip_>	YoBoY: je pense qu'elle voulait dire pour ceux à qui... voila <|> ... => suggestions : ['…']

423 Mot inconnu : avelldiroll => nov. 30 22:10:31 <huats>	avelldiroll, pour en avoir parlé avec la présidente de wikipedia-fr ce que l'on peut faire n'est pas forcément vital pour eux <|> avelldiroll
423 Mot inconnu : wikipedia-fr => nov. 30 22:10:31 <huats>	avelldiroll, pour en avoir parlé avec la présidente de wikipedia-fr ce que l'on peut faire n'est pas forcément vital pour eux <|> wikipedia-fr

424 Mot inconnu : YoBoY => nov. 30 22:10:50 <huats>	YoBoY, de mémoire j'avais envoyé oui à trouve ton gull il y a quelques mois... <|> yoboy
424 Incohérence : “à” est une préposition. “trouve” est un verbe conjugué. => nov. 30 22:10:50 <huats>	YoBoY, de mémoire j'avais envoyé oui à trouve ton gull il y a quelques mois... <|> trouve => suggestions : []
424 Mot inconnu : gull => nov. 30 22:10:50 <huats>	YoBoY, de mémoire j'avais envoyé oui à trouve ton gull il y a quelques mois... <|> gull
424 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:10:50 <huats>	YoBoY, de mémoire j'avais envoyé oui à trouve ton gull il y a quelques mois... <|> ... => suggestions : ['…']

425 Mot inconnu : ok => nov. 30 22:11:05 <YoBoY>	ok, enfin tout le monde sais qu'on fait ça régulièrement, je voulais juste précisé qu'on allait faire ça plus assidument <|> ok
425 Conjugaison erronée. Accord avec “le monde…”. Le verbe devrait être à la 3ᵉ personne du singulier. => nov. 30 22:11:05 <YoBoY>	ok, enfin tout le monde sais qu'on fait ça régulièrement, je voulais juste précisé qu'on allait faire ça plus assidument <|> sais => suggestions : ['sait']
425 S’il s’agit d’une action que le sujet veut accomplir, le verbe devrait être à l’infinitif. => nov. 30 22:11:05 <YoBoY>	ok, enfin tout le monde sais qu'on fait ça régulièrement, je voulais juste précisé qu'on allait faire ça plus assidument <|> précisé => suggestions : ['préciser']

426 Mot inconnu : YoBoY => nov. 30 22:11:17 <huats>	YoBoY, il faut voir sur le carnet de chèque ça :) <|> yoboy
426 Il manque un “s”. Il y en a plusieurs dans un carnet. => nov. 30 22:11:17 <huats>	YoBoY, il faut voir sur le carnet de chèque ça :) <|> chèque => suggestions : ['chèques']

427 Mot inconnu : UP => nov. 30 22:11:28 <narugawa>	juste pour vous informer pour ceux qui ne le savent pas déjà que je serais présent à la prochaine UP <|> up

429 Mot inconnu : trouvetongull => nov. 30 22:11:32 <olive>	pour trouvetongull on est sur la liste des donateurs <|> trouvetongull

430 Mot inconnu : meme => nov. 30 22:11:54 <narugawa>	et que je serais meme apte à prendre encore plus de responsébilité <|> meme
430 Mot inconnu : responsébilité => nov. 30 22:11:54 <narugawa>	et que je serais meme apte à prendre encore plus de responsébilité <|> responsébilité

433 Mot inconnu : asso => nov. 30 22:12:13 <YoBoY>	on devrait aussi avoir une asso Québéquoise dont le nom m'échappe ... <|> asso
433 Mot inconnu : Québéquoise => nov. 30 22:12:13 <YoBoY>	on devrait aussi avoir une asso Québéquoise dont le nom m'échappe ... <|> québéquoise
433 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:12:13 <YoBoY>	on devrait aussi avoir une asso Québéquoise dont le nom m'échappe ... <|> ... => suggestions : ['…']

435 Mot inconnu : facil => nov. 30 22:12:30 <kinouchou>	facil pour l'asso YoBoY <|> facil
435 Mot inconnu : asso => nov. 30 22:12:30 <kinouchou>	facil pour l'asso YoBoY <|> asso
435 Mot inconnu : YoBoY => nov. 30 22:12:30 <kinouchou>	facil pour l'asso YoBoY <|> yoboy

436 Mot inconnu : YoBoY => nov. 30 22:12:30 <huats>	YoBoY, facill je crois :) <|> yoboy
436 Mot inconnu : facill => nov. 30 22:12:30 <huats>	YoBoY, facill je crois :) <|> facill

437 Mot inconnu : narugawa => nov. 30 22:12:32 <YoBoY>	narugawa: c'est pas une réunion pour la party ^^" <|> narugawa
437 Mot inconnu : party => nov. 30 22:12:32 <YoBoY>	narugawa: c'est pas une réunion pour la party ^^" <|> party

438 Mot inconnu : YoBoY => nov. 30 22:12:33 <olive>	YoBoY: Favcil <|> yoboy
438 Mot inconnu : Favcil => nov. 30 22:12:33 <olive>	YoBoY: Favcil <|> favcil

439 Mot inconnu : Facil => nov. 30 22:12:38 <olive>	Facil* <|> facil

440 Mot inconnu : ok => nov. 30 22:12:47 <YoBoY>	ok vous battez pas sur la mauvaise façon de l'écrire :D <|> ok

441 Mot inconnu : draco31fr => nov. 30 22:12:54 <huats>	draco31fr, pas de règle absolue <|> draco31fr

443 Mot inconnu : draco31fr => nov. 30 22:13:25 <huats>	draco31fr, mais l'idée pour framasoft c'est de leur donner tous les bénefs des UP de Toulouse et Paris vu qu'ils ont un gros besoin de sous... <|> draco31fr
443 Mot inconnu : framasoft => nov. 30 22:13:25 <huats>	draco31fr, mais l'idée pour framasoft c'est de leur donner tous les bénefs des UP de Toulouse et Paris vu qu'ils ont un gros besoin de sous... <|> framasoft
443 Mot inconnu : UP => nov. 30 22:13:25 <huats>	draco31fr, mais l'idée pour framasoft c'est de leur donner tous les bénefs des UP de Toulouse et Paris vu qu'ils ont un gros besoin de sous... <|> up
443 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:13:25 <huats>	draco31fr, mais l'idée pour framasoft c'est de leur donner tous les bénefs des UP de Toulouse et Paris vu qu'ils ont un gros besoin de sous... <|> ... => suggestions : ['…']

444 Mot inconnu : draco31fr => nov. 30 22:13:27 <snip_>	draco31fr: ça n'a jamais été le million :( <|> draco31fr

445 Mot inconnu : YoBoY => nov. 30 22:13:29 <narugawa>	YoBoY je préviens juste ... Tss tss <|> yoboy
445 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:13:29 <narugawa>	YoBoY je préviens juste ... Tss tss <|> ... => suggestions : ['…']

447 Mot inconnu : draco31fr => nov. 30 22:13:48 <huats>	draco31fr, on devrait l'annoncer/mettre en place rapidement... <|> draco31fr
447 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:13:48 <huats>	draco31fr, on devrait l'annoncer/mettre en place rapidement... <|> ... => suggestions : ['…']

448 Mot inconnu : ok => nov. 30 22:13:54 <draco31fr>	ok, donc c'est au cas par cas <|> ok

449 Mot inconnu : draco31fr => nov. 30 22:14:01 <kinouchou>	oui draco31fr <|> draco31fr

450 Mot inconnu : draco31fr => nov. 30 22:14:03 <YoBoY>	draco31fr: suivant nos moyens oui <|> draco31fr

451 Mot inconnu : huats => nov. 30 22:14:18 <spineaker>	huats, et en valeur absolue cumulée ? <|> huats

453 Mot inconnu : YoBoY => nov. 30 22:14:31 <huats>	YoBoY, effectivement <|> yoboy

455 Mot inconnu : spineaker => nov. 30 22:14:41 <huats>	spineaker, pas calculé pour le moment... <|> spineaker
455 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:14:41 <huats>	spineaker, pas calculé pour le moment... <|> ... => suggestions : ['…']

457 Mot inconnu : spineaker => nov. 30 22:14:45 <kinouchou>	spineaker: c'est assez récent vu qu'avant on n'avait que peu de moyens <|> spineaker

458 Mot inconnu : narugawa => nov. 30 22:15:02 <YoBoY>	narugawa: c'est une réunion asso, pas devweb ¬_¬ <|> narugawa
458 Mot inconnu : asso => nov. 30 22:15:02 <YoBoY>	narugawa: c'est une réunion asso, pas devweb ¬_¬ <|> asso
458 Mot inconnu : devweb => nov. 30 22:15:02 <YoBoY>	narugawa: c'est une réunion asso, pas devweb ¬_¬ <|> devweb

459 Mot inconnu : ok => nov. 30 22:15:42 <narugawa>	ok je dit ça d'un point de vu com ... ça commence juste à etre vieillot toussa <|> ok
459 Conjugaison erronée. Accord avec “je”. Le verbe devrait être à la 1ʳᵉ personne du singulier. => nov. 30 22:15:42 <narugawa>	ok je dit ça d'un point de vu com ... ça commence juste à etre vieillot toussa <|> dit => suggestions : ['dis', 'disais']
459 Dans un “point de vue”, “vue” est toujours au féminin singulier. => nov. 30 22:15:42 <narugawa>	ok je dit ça d'un point de vu com ... ça commence juste à etre vieillot toussa <|> vu => suggestions : ['vue']
459 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:15:42 <narugawa>	ok je dit ça d'un point de vu com ... ça commence juste à etre vieillot toussa <|> ... => suggestions : ['…']
459 Mot inconnu : etre => nov. 30 22:15:42 <narugawa>	ok je dit ça d'un point de vu com ... ça commence juste à etre vieillot toussa <|> etre

460 Mot inconnu : topic => nov. 30 22:15:59 <narugawa>	désolé pas vu le topic :) <|> topic

461 Mot inconnu : narugawa => nov. 30 22:16:26 <aldian>	narugawa: * 4 - Soutien financier aux associations du libre <|> narugawa
461 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => nov. 30 22:16:26 <aldian>	narugawa: * 4 - Soutien financier aux associations du libre <|>  -  => suggestions : [' – ', ' — ', ' − ']

462 Mot inconnu : Zobjo_O => nov. 30 22:16:54 *	Zobjo_O est parti (Remote host closed the connection) <|> zobjo_o
462 Mot inconnu : Remote => nov. 30 22:16:54 *	Zobjo_O est parti (Remote host closed the connection) <|> remote
462 Mot inconnu : host => nov. 30 22:16:54 *	Zobjo_O est parti (Remote host closed the connection) <|> host
462 Mot inconnu : closed => nov. 30 22:16:54 *	Zobjo_O est parti (Remote host closed the connection) <|> closed
462 Mot inconnu : the => nov. 30 22:16:54 *	Zobjo_O est parti (Remote host closed the connection) <|> the
462 Mot inconnu : connection => nov. 30 22:16:54 *	Zobjo_O est parti (Remote host closed the connection) <|> connection

464 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => nov. 30 22:16:58 <YoBoY>	* 5 - nouveau logo <|>  -  => suggestions : [' – ', ' — ', ' − ']

466 Mot inconnu : aldian => nov. 30 22:17:14 <narugawa>	merci aldian <|> aldian

468 Mot inconnu : McPeter => nov. 30 22:17:48 *	McPeter pleure <|> mcpeter

469 Mot inconnu : McPeter => nov. 30 22:17:56 <snip_>	McPeter: pourquoi ? <|> mcpeter

470 Mot inconnu : Framakey => nov. 30 22:17:57 <YoBoY>	quand on a fait la dernière version de la Framakey, on en a profiter pour refaire un nouveau logo ubuntu-fr, à l'arrache bien entendu, et ça a donné ça http://yoboy.fr/www/ubuntu-fr_2ter.png que vous pouvez voir sur les FUR nouvelles génération <|> framakey
470 Confusion probable : “a” est la conjugaison du verbe “avoir”. Utilisez la préposition “à”. => nov. 30 22:17:57 <YoBoY>	quand on a fait la dernière version de la Framakey, on en a profiter pour refaire un nouveau logo ubuntu-fr, à l'arrache bien entendu, et ça a donné ça http://yoboy.fr/www/ubuntu-fr_2ter.png que vous pouvez voir sur les FUR nouvelles génération <|> a => suggestions : ['à']
470 Incohérence probable avec “a” : “profiter” n’est pas un participe passé. => nov. 30 22:17:57 <YoBoY>	quand on a fait la dernière version de la Framakey, on en a profiter pour refaire un nouveau logo ubuntu-fr, à l'arrache bien entendu, et ça a donné ça http://yoboy.fr/www/ubuntu-fr_2ter.png que vous pouvez voir sur les FUR nouvelles génération <|> profiter => suggestions : ['profité']
470 Mot inconnu : ubuntu-fr => nov. 30 22:17:57 <YoBoY>	quand on a fait la dernière version de la Framakey, on en a profiter pour refaire un nouveau logo ubuntu-fr, à l'arrache bien entendu, et ça a donné ça http://yoboy.fr/www/ubuntu-fr_2ter.png que vous pouvez voir sur les FUR nouvelles génération <|> ubuntu-fr
470 Confusion : “sa” (sa maison, sa passion) ≠ “ça” (ça vient, ça heurte). => nov. 30 22:17:57 <YoBoY>	quand on a fait la dernière version de la Framakey, on en a profiter pour refaire un nouveau logo ubuntu-fr, à l'arrache bien entendu, et ça a donné ça http://yoboy.fr/www/ubuntu-fr_2ter.png que vous pouvez voir sur les FUR nouvelles génération <|> ça => suggestions : ['sa']
470 Accord de nombre erroné : « FUR » devrait être au pluriel. => nov. 30 22:17:57 <YoBoY>	quand on a fait la dernière version de la Framakey, on en a profiter pour refaire un nouveau logo ubuntu-fr, à l'arrache bien entendu, et ça a donné ça http://yoboy.fr/www/ubuntu-fr_2ter.png que vous pouvez voir sur les FUR nouvelles génération <|> fur => suggestions : []
470 Accord de genre erroné entre « FUR » et « nouvelles ». => nov. 30 22:17:57 <YoBoY>	quand on a fait la dernière version de la Framakey, on en a profiter pour refaire un nouveau logo ubuntu-fr, à l'arrache bien entendu, et ça a donné ça http://yoboy.fr/www/ubuntu-fr_2ter.png que vous pouvez voir sur les FUR nouvelles génération <|> nouvelles => suggestions : ['nouveaux']

471 Mot inconnu : snip_ => nov. 30 22:18:10 <McPeter>	snip_, (logo) <|> snip_

472 Mot inconnu : YoBoY => nov. 30 22:18:38 <vincentxavier>	YoBoY: le f de -fr, c'est pas celui de la police officielle non plus ? <|> yoboy
472 Il manque un espace à côté du tiret. => nov. 30 22:18:38 <vincentxavier>	YoBoY: le f de -fr, c'est pas celui de la police officielle non plus ? <|>  - => suggestions : [' – ', ' — ']

473 Mot inconnu : YoBoY => nov. 30 22:18:41 <spineaker>	YoBoY, sympa le favicon :) <|> yoboy
473 Mot inconnu : favicon => nov. 30 22:18:41 <spineaker>	YoBoY, sympa le favicon :) <|> favicon

474 Mot inconnu : vincentxavier => nov. 30 22:18:51 <YoBoY>	vincentxavier: si <|> vincentxavier

476 Mot inconnu : vincentxavier => nov. 30 22:19:13 *	vincentxavier nettoie ses yeux à l'Ajax WC et regarde de nouveau <|> vincentxavier
476 Mot inconnu : Ajax => nov. 30 22:19:13 *	vincentxavier nettoie ses yeux à l'Ajax WC et regarde de nouveau <|> ajax

477 Mot inconnu : beta => nov. 30 22:19:25 <YoBoY>	du moins de la beta, je n'ai pas controler avec la version de la Maverick <|> beta
477 Mot inconnu : controler => nov. 30 22:19:25 <YoBoY>	du moins de la beta, je n'ai pas controler avec la version de la Maverick <|> controler
477 Mot inconnu : Maverick => nov. 30 22:19:25 <YoBoY>	du moins de la beta, je n'ai pas controler avec la version de la Maverick <|> maverick

478 Mot inconnu : spineaker => nov. 30 22:19:26 <snip_>	spineaker: c'est probablement firefox qui te fait une miniature de l'image pour la mettre en fav icone (sans respecter les proportions) <|> spineaker
478 Mot inconnu : firefox => nov. 30 22:19:26 <snip_>	spineaker: c'est probablement firefox qui te fait une miniature de l'image pour la mettre en fav icone (sans respecter les proportions) <|> firefox
478 Mot inconnu : fav => nov. 30 22:19:26 <snip_>	spineaker: c'est probablement firefox qui te fait une miniature de l'image pour la mettre en fav icone (sans respecter les proportions) <|> fav
478 Mot inconnu : icone => nov. 30 22:19:26 <snip_>	spineaker: c'est probablement firefox qui te fait une miniature de l'image pour la mettre en fav icone (sans respecter les proportions) <|> icone

479 Si “la police…” est bien le COD du participe passé “fait”, celui-ci devrait être au féminin singulier. => nov. 30 22:21:18 <YoBoY>	pour l'instant on ne le diffusait pas, mais après le contrôle de la police que j'ai pas encore fait (merci vincentxavier de me rendre suspicieux :D) on l'utilisera un peu plus souvent, les baches par exemple qu'on va faire auront ça dessus, les stickers, ... <|> fait => suggestions : ['faite']
479 Mot inconnu : vincentxavier => nov. 30 22:21:18 <YoBoY>	pour l'instant on ne le diffusait pas, mais après le contrôle de la police que j'ai pas encore fait (merci vincentxavier de me rendre suspicieux :D) on l'utilisera un peu plus souvent, les baches par exemple qu'on va faire auront ça dessus, les stickers, ... <|> vincentxavier
479 Mot inconnu : baches => nov. 30 22:21:18 <YoBoY>	pour l'instant on ne le diffusait pas, mais après le contrôle de la police que j'ai pas encore fait (merci vincentxavier de me rendre suspicieux :D) on l'utilisera un peu plus souvent, les baches par exemple qu'on va faire auront ça dessus, les stickers, ... <|> baches
479 Une de ces ponctuations est superflue. => nov. 30 22:21:18 <YoBoY>	pour l'instant on ne le diffusait pas, mais après le contrôle de la police que j'ai pas encore fait (merci vincentxavier de me rendre suspicieux :D) on l'utilisera un peu plus souvent, les baches par exemple qu'on va faire auront ça dessus, les stickers, ... <|> , . => suggestions : [',', '.']
479 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:21:18 <YoBoY>	pour l'instant on ne le diffusait pas, mais après le contrôle de la police que j'ai pas encore fait (merci vincentxavier de me rendre suspicieux :D) on l'utilisera un peu plus souvent, les baches par exemple qu'on va faire auront ça dessus, les stickers, ... <|> ... => suggestions : ['…']

481 Mot inconnu : url => nov. 30 22:21:51 *	cm-t aime bien la version avec l'url sur fond foncé comme sur l'affiche UP-paris <|> url
481 Mot inconnu : UP-paris => nov. 30 22:21:51 *	cm-t aime bien la version avec l'url sur fond foncé comme sur l'affiche UP-paris <|> up-paris

485 Mot inconnu : YoBoY => nov. 30 22:22:17 <avelldiroll>	YoBoY: je sors une tatin du four, si tu es intéressé ? <|> yoboy

486 Mot inconnu : avelldiroll => nov. 30 22:22:25 <YoBoY>	avelldiroll: je prends :) <|> avelldiroll

487 Mot inconnu : YoBoY => nov. 30 22:22:33 *	YoBoY attrape un pot de glace vanille <|> yoboy

488 Mot inconnu : McPeter => nov. 30 22:22:41 *	McPeter triste  <|> mcpeter

490 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => nov. 30 22:22:49 <YoBoY>	* 6 - goodies <|>  -  => suggestions : [' – ', ' — ', ' − ']
490 Mot inconnu : goodies => nov. 30 22:22:49 <YoBoY>	* 6 - goodies <|> goodies

492 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:22:49 <sam7>	c'est simple & sobre comme logo ... il faudrait le mettre sur le site après refonte ;) <|> ... => suggestions : ['…']

494 Mot inconnu : McPeter => nov. 30 22:22:58 *	McPeter frappe sam7  <|> mcpeter
494 Mot inconnu : sam7 => nov. 30 22:22:58 *	McPeter frappe sam7  <|> sam7

496 Mot inconnu : aldian => nov. 30 22:23:07 <YoBoY>	aldian: indicatif <|> aldian

498 Mot inconnu : haaa => nov. 30 22:23:08 <narugawa>	haaa les goodies :) <|> haaa
498 Mot inconnu : goodies => nov. 30 22:23:08 <narugawa>	haaa les goodies :) <|> goodies

500 Mot inconnu : YoBoY => nov. 30 22:23:42 <vincentxavier>	YoBoY: je viens de vérifier, en fait, j'avais du caca devant les yeux <|> yoboy

501 Guillemets typographiques ouvrants. => nov. 30 22:23:46 <YoBoY>	ainsi qu'une version "carrée", gros logo, nom ubuntu-fr en dessous <|> " => suggestions : ['«\xa0', '“']
501 Guillemets typographiques fermants. => nov. 30 22:23:46 <YoBoY>	ainsi qu'une version "carrée", gros logo, nom ubuntu-fr en dessous <|> " => suggestions : ['\xa0»', '”']
501 Mot inconnu : ubuntu-fr => nov. 30 22:23:46 <YoBoY>	ainsi qu'une version "carrée", gros logo, nom ubuntu-fr en dessous <|> ubuntu-fr

502 Mot inconnu : YoBoY => nov. 30 22:23:52 <vincentxavier>	YoBoY: c'est boen le 'f' <|> yoboy
502 Mot inconnu : boen => nov. 30 22:23:52 <vincentxavier>	YoBoY: c'est boen le 'f' <|> boen
502 Guillemets typographiques ouvrants. => nov. 30 22:23:52 <vincentxavier>	YoBoY: c'est boen le 'f' <|> ' => suggestions : ['“', '‘', '‹']
502 Guillemets typographiques fermants. => nov. 30 22:23:52 <vincentxavier>	YoBoY: c'est boen le 'f' <|> ' => suggestions : ['”', '’', '›']

503 Mot inconnu : vincentxavier => nov. 30 22:24:00 <YoBoY>	vincentxavier: cool, tu m'épargnes de le faire <|> vincentxavier

505 Mot inconnu : goodies => nov. 30 22:24:21 <olive>	j'ai un vague projet de goodies un peu particulier <|> goodies

506 Mot inconnu : vincentxavier => nov. 30 22:24:29 <YoBoY>	vincentxavier: faut dire que les espaces entre les lettres sont pas ceux de la police, c'est resserré dans le même ratio que pour écrire le ubuntu <|> vincentxavier
506 Élision de l’article devant un mot commençant par une voyelle. => nov. 30 22:24:29 <YoBoY>	vincentxavier: faut dire que les espaces entre les lettres sont pas ceux de la police, c'est resserré dans le même ratio que pour écrire le ubuntu <|> le  => suggestions : ['l’']

507 Mot inconnu : ptet => nov. 30 22:24:29 <olive>	mais c'est ptet pas trop le lieu <|> ptet

508 Mot inconnu : goodies => nov. 30 22:24:43 <YoBoY>	Donc revenons, goodies <|> goodies

512 Mot inconnu : YoBoY => nov. 30 22:25:08 <vincentxavier>	YoBoY: en fait, c'est le changement de taille du -fr par rapport au Ubuntu qui m'a enduit d'erreur <|> yoboy
512 Il manque un espace à côté du tiret. => nov. 30 22:25:08 <vincentxavier>	YoBoY: en fait, c'est le changement de taille du -fr par rapport au Ubuntu qui m'a enduit d'erreur <|>  - => suggestions : [' – ', ' — ']

513 Mot inconnu : YoBoY => nov. 30 22:25:13 <olive>	YoBoY sait déjà, s'il a lu ses mails <|> yoboy

514 Mot inconnu : tshirts => nov. 30 22:25:19 <YoBoY>	Les nouveautés actuelles, le mug, les tshirts gris des bénévoles hommes, et débardeurs blanc pour bénévoles femmes <|> tshirts

517 Mot inconnu : evenements => nov. 30 22:25:42 <olive>	j'ai été à un salon sur l'organisation d'evenements récemment, voir pour choper des idées <|> evenements

518 Il manque un trait d’union. => nov. 30 22:26:00 <olive>	j'en suis revenu avec pas grand chose, en fait <|> grand chose => suggestions : ['grand-chose']
520 Accord de nombre erroné : « nouveau » devrait être au pluriel. => nov. 30 22:26:06 <YoBoY>	et dans moins de 2 semaines sur la boutique, des nouveau tshirts noirs <|> nouveau => suggestions : ['nouveaux']
520 Mot inconnu : tshirts => nov. 30 22:26:06 <YoBoY>	et dans moins de 2 semaines sur la boutique, des nouveau tshirts noirs <|> tshirts

521 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:26:22 <olive>	mais y a l'idée du ... (vous allez rire) tabouret en carton <|> ... => suggestions : ['…']

522 Mot inconnu : McPeter => nov. 30 22:26:24 <avelldiroll>	McPeter: ton cube comme goodies, tu as fait plus de test? carton/papier 180 ? <|> mcpeter
522 Mot inconnu : goodies => nov. 30 22:26:24 <avelldiroll>	McPeter: ton cube comme goodies, tu as fait plus de test? carton/papier 180 ? <|> goodies

524 Mot inconnu : SL => nov. 30 22:26:42 <kinouchou>	olive comme ceux à SL? <|> sl

525 Mot inconnu : comm => nov. 30 22:26:46 <olive>	y a un vrai plan comm derrière, mais ciblé pour les vieilles charrues <|> comm

526 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => nov. 30 22:26:47 <aldian>	S'il y avait une plus grande diversité, je serai pas contre. Le stand de l'ubuntu party fait toujours un peu pauvre <|> nov => suggestions : ['Nov']
526 Mot inconnu : party => nov. 30 22:26:47 <aldian>	S'il y avait une plus grande diversité, je serai pas contre. Le stand de l'ubuntu party fait toujours un peu pauvre <|> party

527 Mot inconnu : kinouchou => nov. 30 22:26:59 <olive>	kinouchou: je ne crois pas non, j'en ai pas vu à SL <|> kinouchou
527 Mot inconnu : SL => nov. 30 22:26:59 <olive>	kinouchou: je ne crois pas non, j'en ai pas vu à SL <|> sl

530 Mot inconnu : avelldiroll => nov. 30 22:27:50 <McPeter>	avelldiroll, testé sur du papier photo (voire l'effet qu'aurait un papier glacé) .. ça en jette <|> avelldiroll
530 Typographie : un ou trois points ? => nov. 30 22:27:50 <McPeter>	avelldiroll, testé sur du papier photo (voire l'effet qu'aurait un papier glacé) .. ça en jette <|> .. => suggestions : ['…', '.']

531 Accord de nombre erroné : « nouveau » est au singulier. => nov. 30 22:27:51 <YoBoY>	Vos impressions sur ces nouveau goodies pour ceux qui les ont vu ? <|> ces => suggestions : ['ce']
531 Accord de nombre erroné : « nouveau » devrait être au pluriel. => nov. 30 22:27:51 <YoBoY>	Vos impressions sur ces nouveau goodies pour ceux qui les ont vu ? <|> nouveau => suggestions : ['nouveaux']
531 Mot inconnu : goodies => nov. 30 22:27:51 <YoBoY>	Vos impressions sur ces nouveau goodies pour ceux qui les ont vu ? <|> goodies

534 Mot inconnu : avelldiroll => nov. 30 22:28:17 <McPeter>	avelldiroll, avec un base d'idée de remplissage à la demande <|> avelldiroll
534 Accord de genre erroné : « base » est féminin. => nov. 30 22:28:17 <McPeter>	avelldiroll, avec un base d'idée de remplissage à la demande <|> un => suggestions : ['une']
534 Accord de genre erroné : « un » est un déterminant masculin. => nov. 30 22:28:17 <McPeter>	avelldiroll, avec un base d'idée de remplissage à la demande <|> base => suggestions : ['basé']

535 Mot inconnu : YoBoY => nov. 30 22:28:18 <spineaker>	YoBoY, on peut voir le t-shirt ? <|> yoboy

536 Mot inconnu : YoBoY => nov. 30 22:28:19 <vincentxavier>	YoBoY: ils sont cools <|> yoboy

538 Mot inconnu : remplssage => nov. 30 22:28:23 <McPeter>	enfin divers remplssage <|> remplssage

539 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => nov. 30 22:28:52 <aldian>	et les mugs en plastique, ils font cheap. On peut pas les offrir, et c'est pas agréable à utiliser. Enfin je dis ça... <|> nov => suggestions : ['Nov']
539 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:28:52 <aldian>	et les mugs en plastique, ils font cheap. On peut pas les offrir, et c'est pas agréable à utiliser. Enfin je dis ça... <|> ... => suggestions : ['…']

540 Mot inconnu : McPeter => nov. 30 22:29:05 <avelldiroll>	McPeter: yep facile de faire des variations ... donc ça en fait quelque chose d'interessant pour tout le monde ... débutant ou confirmé <|> mcpeter
540 Mot inconnu : yep => nov. 30 22:29:05 <avelldiroll>	McPeter: yep facile de faire des variations ... donc ça en fait quelque chose d'interessant pour tout le monde ... débutant ou confirmé <|> yep
540 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:29:05 <avelldiroll>	McPeter: yep facile de faire des variations ... donc ça en fait quelque chose d'interessant pour tout le monde ... débutant ou confirmé <|> ... => suggestions : ['…']
540 Mot inconnu : interessant => nov. 30 22:29:05 <avelldiroll>	McPeter: yep facile de faire des variations ... donc ça en fait quelque chose d'interessant pour tout le monde ... débutant ou confirmé <|> interessant
540 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:29:05 <avelldiroll>	McPeter: yep facile de faire des variations ... donc ça en fait quelque chose d'interessant pour tout le monde ... débutant ou confirmé <|> ... => suggestions : ['…']

542 Mot inconnu : aldian => nov. 30 22:29:24 <kinouchou>	aldian: vu le nombre qu'on vend à whaque release je ne suis pas d'accord <|> aldian
542 Mot inconnu : whaque => nov. 30 22:29:24 <kinouchou>	aldian: vu le nombre qu'on vend à whaque release je ne suis pas d'accord <|> whaque
542 Mot inconnu : release => nov. 30 22:29:24 <kinouchou>	aldian: vu le nombre qu'on vend à whaque release je ne suis pas d'accord <|> release

543 Mot inconnu : spineaker => nov. 30 22:29:27 <YoBoY>	spineaker: le noir ? <|> spineaker

545 Il manque un espace à côté du tiret. => nov. 30 22:29:38 <cm-t>	il manque le -fr sur les sticker, je sais pas si c'est important <|>  - => suggestions : [' – ', ' — ']
