1 Mot inconnu : ZwookMachine => ====== ZwookMachine ====== | zwookmachine
237 Mot inconnu : lib => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' | lib
237 Espace(s) surnuméraire(s) à supprimer. => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' |    => suggestions : [' ']
237 Espace(s) surnuméraire(s) à supprimer. => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' |    => suggestions : [' ']
237 Mot inconnu : Products => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' | products
237 Espace(s) surnuméraire(s) à supprimer. => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' |    => suggestions : [' ']
237 Mot inconnu : README => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' | readme
237 Mot inconnu : txt => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' | txt
237 Espace(s) surnuméraire(s) à supprimer. => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' |    => suggestions : [' ']
237 Guillemets typographiques fermants. => ''bin  etc  Extensions  import  inituser  lib  log  Products  README.txt  var'' | '' => suggestions : ['\xa0»', '”']

239 Mot inconnu : adminzm => ==== Rendre adminzm propriétaire des instances de Zope 2.9 ==== | adminzm
239 Mot inconnu : Zope => ==== Rendre adminzm propriétaire des instances de Zope 2.9 ==== | zope

240 Mot inconnu : adminzm => Rendre adminzm propriétaire du dossier ''/var/lib/zope2.9'', et root propriétaire des scripts ''inituser'' (s'ils existent) : | adminzm
240 Mot inconnu : root => Rendre adminzm propriétaire du dossier ''/var/lib/zope2.9'', et root propriétaire des scripts ''inituser'' (s'ils existent) : | root
240 Guillemets typographiques ouvrants. => Rendre adminzm propriétaire du dossier ''/var/lib/zope2.9'', et root propriétaire des scripts ''inituser'' (s'ils existent) : | '' => suggestions : ['«\xa0', '“']
240 Mot inconnu : inituser => Rendre adminzm propriétaire du dossier ''/var/lib/zope2.9'', et root propriétaire des scripts ''inituser'' (s'ils existent) : | inituser
240 Guillemets typographiques fermants. => Rendre adminzm propriétaire du dossier ''/var/lib/zope2.9'', et root propriétaire des scripts ''inituser'' (s'ils existent) : | '' => suggestions : ['\xa0»', '”']

241 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo chown -R $USER:$USER /var/lib/zope2.9 |    => suggestions : ['']
241 Mot inconnu : sudo =>   sudo chown -R $USER:$USER /var/lib/zope2.9 | sudo
241 Mot inconnu : chown =>   sudo chown -R $USER:$USER /var/lib/zope2.9 | chown
241 Il manque un espace à côté du tiret. =>   sudo chown -R $USER:$USER /var/lib/zope2.9 |  - => suggestions : [' – ', ' — ']

242 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo chown root:root /var/lib/zope2.9/instances/*/inituser 2> /dev/null |    => suggestions : ['']
242 Mot inconnu : sudo =>   sudo chown root:root /var/lib/zope2.9/instances/*/inituser 2> /dev/null | sudo
242 Mot inconnu : chown =>   sudo chown root:root /var/lib/zope2.9/instances/*/inituser 2> /dev/null | chown
242 Mot inconnu : root =>   sudo chown root:root /var/lib/zope2.9/instances/*/inituser 2> /dev/null | root
242 Il manque un espace. =>   sudo chown root:root /var/lib/zope2.9/instances/*/inituser 2> /dev/null | root => suggestions : [' root']
242 Mot inconnu : root =>   sudo chown root:root /var/lib/zope2.9/instances/*/inituser 2> /dev/null | root
242 Mot inconnu : inituser =>   sudo chown root:root /var/lib/zope2.9/instances/*/inituser 2> /dev/null | inituser

245 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   gedit /var/lib/zope2.9/instances/zwookedu/etc/zope.conf |    => suggestions : ['']
245 Mot inconnu : gedit =>   gedit /var/lib/zope2.9/instances/zwookedu/etc/zope.conf | gedit
246 Espace(s) en fin de ligne à supprimer. => Vers la ligne 150, insérer :  |   => suggestions : ['']

247 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   effective-user adminzm |    => suggestions : ['']
247 Mot inconnu : adminzm =>   effective-user adminzm | adminzm

248 Mot inconnu : zwookedu => Ainsi, l'instance zwookedu fonctionnera sous le nom d'adminzm. | zwookedu
248 Mot inconnu : adminzm => Ainsi, l'instance zwookedu fonctionnera sous le nom d'adminzm. | adminzm

252 Mot inconnu : zwookedu => ==== Démarrage de l'instance zwookedu et test ==== | zwookedu

253 Mot inconnu : zwookedu => Démarrage de l'instance zwookedu : | zwookedu

254 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   /var/lib/zope2.9/instances/zwookedu/bin/zopectl start |    => suggestions : ['']
254 Mot inconnu : start =>   /var/lib/zope2.9/instances/zwookedu/bin/zopectl start | start

258 Mot inconnu : Zope => La page d'accueil de Zope apparait.  | zope
258 Espace(s) en fin de ligne à supprimer. => La page d'accueil de Zope apparait.  |   => suggestions : ['']

260 Mot inconnu : Zope => Cliquez ensuite sur le lien [[http://localhost:8080/manage|Zope Management Interface]], une fenêtre d'authentification apparait. Utilisateur : admin et mot de passe adminzope, comme défini précédemment. | zope
260 Mot inconnu : adminzope => Cliquez ensuite sur le lien [[http://localhost:8080/manage|Zope Management Interface]], une fenêtre d'authentification apparait. Utilisateur : admin et mot de passe adminzope, comme défini précédemment. | adminzope

263 Mot inconnu : zwookedu => Si zwookedu est votre seule instance de Zope 2.9, créer les liens suivants : | zwookedu
263 Mot inconnu : Zope => Si zwookedu est votre seule instance de Zope 2.9, créer les liens suivants : | zope

264 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/bin/zopectl /usr/bin/zopectl2.9 |    => suggestions : ['']
264 Mot inconnu : sudo =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/bin/zopectl /usr/bin/zopectl2.9 | sudo
264 Il manque un espace à côté du tiret. =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/bin/zopectl /usr/bin/zopectl2.9 |  - => suggestions : [' – ', ' — ']

265 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/bin/runzope /usr/bin/runzope2.9 |    => suggestions : ['']
265 Mot inconnu : sudo =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/bin/runzope /usr/bin/runzope2.9 | sudo
265 Il manque un espace à côté du tiret. =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/bin/runzope /usr/bin/runzope2.9 |  - => suggestions : [' – ', ' — ']

266 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo mkdir /etc/zope2.9 |    => suggestions : ['']
266 Mot inconnu : sudo =>   sudo mkdir /etc/zope2.9 | sudo
266 Mot inconnu : mkdir =>   sudo mkdir /etc/zope2.9 | mkdir

267 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/etc/zope.conf /etc/zope2.9 |    => suggestions : ['']
267 Mot inconnu : sudo =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/etc/zope.conf /etc/zope2.9 | sudo
267 Il manque un espace à côté du tiret. =>   sudo ln -s /var/lib/zope2.9/instances/zwookedu/etc/zope.conf /etc/zope2.9 |  - => suggestions : [' – ', ' — ']

269 Guillemets typographiques ouvrants. => Ainsi, il vous sera plus facile de faire un ''zopectl2.9 restart'' au lieu d'un ''/var/lib/zope2.9/instances/zwookedu/bin/zopectl restart'', et d'éditer le fichier ''/etc/zope2.9/zope.conf'' plutôt que le fichier ''/var/lib/zope2.9/instances/zwookedu/etc/zope.conf'' | '' => suggestions : ['«\xa0', '“']
269 Mot inconnu : zopectl2 => Ainsi, il vous sera plus facile de faire un ''zopectl2.9 restart'' au lieu d'un ''/var/lib/zope2.9/instances/zwookedu/bin/zopectl restart'', et d'éditer le fichier ''/etc/zope2.9/zope.conf'' plutôt que le fichier ''/var/lib/zope2.9/instances/zwookedu/etc/zope.conf'' | zopectl2
269 Mot inconnu : restart => Ainsi, il vous sera plus facile de faire un ''zopectl2.9 restart'' au lieu d'un ''/var/lib/zope2.9/instances/zwookedu/bin/zopectl restart'', et d'éditer le fichier ''/etc/zope2.9/zope.conf'' plutôt que le fichier ''/var/lib/zope2.9/instances/zwookedu/etc/zope.conf'' | restart
269 Guillemets typographiques fermants. => Ainsi, il vous sera plus facile de faire un ''zopectl2.9 restart'' au lieu d'un ''/var/lib/zope2.9/instances/zwookedu/bin/zopectl restart'', et d'éditer le fichier ''/etc/zope2.9/zope.conf'' plutôt que le fichier ''/var/lib/zope2.9/instances/zwookedu/etc/zope.conf'' | '' => suggestions : ['\xa0»', '”']
269 Mot inconnu : restart => Ainsi, il vous sera plus facile de faire un ''zopectl2.9 restart'' au lieu d'un ''/var/lib/zope2.9/instances/zwookedu/bin/zopectl restart'', et d'éditer le fichier ''/etc/zope2.9/zope.conf'' plutôt que le fichier ''/var/lib/zope2.9/instances/zwookedu/etc/zope.conf'' | restart
269 Guillemets typographiques fermants. => Ainsi, il vous sera plus facile de faire un ''zopectl2.9 restart'' au lieu d'un ''/var/lib/zope2.9/instances/zwookedu/bin/zopectl restart'', et d'éditer le fichier ''/etc/zope2.9/zope.conf'' plutôt que le fichier ''/var/lib/zope2.9/instances/zwookedu/etc/zope.conf'' | '' => suggestions : ['\xa0»', '”']

271 Mot inconnu : Daemonisation => ==== Daemonisation de l'instance zwookedu ==== | daemonisation
271 Mot inconnu : zwookedu => ==== Daemonisation de l'instance zwookedu ==== | zwookedu

272 Mot inconnu : zwookedu => Pour faire en sorte que l'instance zwookedu de Zope se lance au démarrage du serveur, nous allons la //daemoniser//. | zwookedu
272 Mot inconnu : Zope => Pour faire en sorte que l'instance zwookedu de Zope se lance au démarrage du serveur, nous allons la //daemoniser//. | zope
272 Mot inconnu : daemoniser => Pour faire en sorte que l'instance zwookedu de Zope se lance au démarrage du serveur, nous allons la //daemoniser//. | daemoniser

277 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo gedit /etc/init.d/zope2.9 |    => suggestions : ['']
277 Mot inconnu : sudo =>   sudo gedit /etc/init.d/zope2.9 | sudo
277 Mot inconnu : gedit =>   sudo gedit /etc/init.d/zope2.9 | gedit

278 Espace(s) surnuméraire(s) à supprimer. => qui contient ceci  (Attention à la ligne 27 : **OWNER=adminzm** ; à modifier éventuellement pour l'adapter à votre cas) : |    => suggestions : [' ']
278 Mot inconnu : OWNER => qui contient ceci  (Attention à la ligne 27 : **OWNER=adminzm** ; à modifier éventuellement pour l'adapter à votre cas) : | owner
278 Mot inconnu : adminzm => qui contient ceci  (Attention à la ligne 27 : **OWNER=adminzm** ; à modifier éventuellement pour l'adapter à votre cas) : | adminzm

379 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo chmod +x /etc/init.d/zope2.9 |    => suggestions : ['']
379 Mot inconnu : sudo =>   sudo chmod +x /etc/init.d/zope2.9 | sudo
379 Mot inconnu : chmod =>   sudo chmod +x /etc/init.d/zope2.9 | chmod
381 Espace(s) en fin de ligne à supprimer. => Installons les raccourcis-service :  |   => suggestions : ['']

382 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo update-rc.d zope2.9 defaults 90 10 |    => suggestions : ['']
382 Mot inconnu : sudo =>   sudo update-rc.d zope2.9 defaults 90 10 | sudo
382 Mot inconnu : update-rc =>   sudo update-rc.d zope2.9 defaults 90 10 | update-rc
382 Mot inconnu : zope2 =>   sudo update-rc.d zope2.9 defaults 90 10 | zope2
382 Mot inconnu : defaults =>   sudo update-rc.d zope2.9 defaults 90 10 | defaults

383 Mot inconnu : zope2 => Ainsi le service zope2.9 démarrera en position 90, avant Apache2 (qui démarre en position 91), et s'arrêtera en position 10, après Apache2 (qui s'arrête en position 9). | zope2
383 Mot inconnu : Apache2 => Ainsi le service zope2.9 démarrera en position 90, avant Apache2 (qui démarre en position 91), et s'arrêtera en position 10, après Apache2 (qui s'arrête en position 9). | apache2
383 Mot inconnu : Apache2 => Ainsi le service zope2.9 démarrera en position 90, avant Apache2 (qui démarre en position 91), et s'arrêtera en position 10, après Apache2 (qui s'arrête en position 9). | apache2

388 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   gedit /etc/zope2.9/zope.conf |    => suggestions : ['']
388 Mot inconnu : gedit =>   gedit /etc/zope2.9/zope.conf | gedit

390 Guillemets typographiques ouvrants. => Vérifier les "directives" suivantes, en les adaptant à vos besoins :  | " => suggestions : ['«\xa0', '“']
390 Guillemets typographiques fermants. => Vérifier les "directives" suivantes, en les adaptant à vos besoins :  | " => suggestions : ['\xa0»', '”']
390 Espace(s) en fin de ligne à supprimer. => Vérifier les "directives" suivantes, en les adaptant à vos besoins :  |   => suggestions : ['']

467 Mot inconnu : Zope => Penser à redémarrer Zope après toute modification de sa configuration : | zope

468 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo service zope2.9 restart |    => suggestions : ['']
468 Mot inconnu : sudo =>   sudo service zope2.9 restart | sudo
468 Mot inconnu : zope2 =>   sudo service zope2.9 restart | zope2
468 Mot inconnu : restart =>   sudo service zope2.9 restart | restart

473 Mot inconnu : Zwook => ===== Zwook/ZwookEdu ===== | zwook
473 Mot inconnu : ZwookEdu => ===== Zwook/ZwookEdu ===== | zwookedu

474 Mot inconnu : ZwookEdu => **ZwookEdu** est un CMS (//Content Management System// ou système de gestion de contenu) Libre, pensé pour favoriser les échanges ente professeurs et élèves, développé par des enseignants Suisses et Français à partir du CMS **Zwook**. | zwookedu
474 Mot inconnu : CMS => **ZwookEdu** est un CMS (//Content Management System// ou système de gestion de contenu) Libre, pensé pour favoriser les échanges ente professeurs et élèves, développé par des enseignants Suisses et Français à partir du CMS **Zwook**. | cms
474 Mot inconnu : System => **ZwookEdu** est un CMS (//Content Management System// ou système de gestion de contenu) Libre, pensé pour favoriser les échanges ente professeurs et élèves, développé par des enseignants Suisses et Français à partir du CMS **Zwook**. | system
474 Mot inconnu : CMS => **ZwookEdu** est un CMS (//Content Management System// ou système de gestion de contenu) Libre, pensé pour favoriser les échanges ente professeurs et élèves, développé par des enseignants Suisses et Français à partir du CMS **Zwook**. | cms
474 Mot inconnu : Zwook => **ZwookEdu** est un CMS (//Content Management System// ou système de gestion de contenu) Libre, pensé pour favoriser les échanges ente professeurs et élèves, développé par des enseignants Suisses et Français à partir du CMS **Zwook**. | zwook
476 Mot inconnu : zwook => Sites : [[http://zwook.org|zwook.org]] (site communautaire), [[http://zwook.ch|zwook.ch]] (site de développement), [[http://zwookedu.ch|zwookedu.ch]] (site pédagogique) | zwook
476 Mot inconnu : zwook => Sites : [[http://zwook.org|zwook.org]] (site communautaire), [[http://zwook.ch|zwook.ch]] (site de développement), [[http://zwookedu.ch|zwookedu.ch]] (site pédagogique) | zwook
476 Mot inconnu : zwookedu => Sites : [[http://zwook.org|zwook.org]] (site communautaire), [[http://zwook.ch|zwook.ch]] (site de développement), [[http://zwookedu.ch|zwookedu.ch]] (site pédagogique) | zwookedu

480 Mot inconnu : ZwookEdu => ==== Installation de ZwookEdu ==== | zwookedu

481 Mot inconnu : ZwooksManager => === Téléchargement du ZwooksManager === | zwooksmanager

482 Mot inconnu : ZwooksManager => Le ZwooksManager permet de créer ou de mettre à jour des sites web Zwook. | zwooksmanager
482 Mot inconnu : Zwook => Le ZwooksManager permet de créer ou de mettre à jour des sites web Zwook. | zwook

486 Mot inconnu : ZwooksManager => === Installation du ZwooksManager === | zwooksmanager

487 Mot inconnu : Product => Déplacer le fichier que vous venez de télécharger dans le dossier Product de l'instance zwookedu que vous avez créée. | product
487 Mot inconnu : zwookedu => Déplacer le fichier que vous venez de télécharger dans le dossier Product de l'instance zwookedu que vous avez créée. | zwookedu

489 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   cd /var/lib/zope2.9/instances/zwookedu/Products/ |    => suggestions : ['']

490 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   mv ~/Téléchargements/ZwooksManagerAAAAMMJJ.tgz . |    => suggestions : ['']
490 Mot inconnu : mv =>   mv ~/Téléchargements/ZwooksManagerAAAAMMJJ.tgz . | mv

492 Mot inconnu : AAAAMMJJ => (AAAAMMJJ est une date ; ne pas oublier le point, qui désigne le répertoire actuel, à la fin de la dernière commande.) | aaaammjj

496 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   tar xzf ZwooksManager20100516.tgz |    => suggestions : ['']
496 Mot inconnu : tar =>   tar xzf ZwooksManager20100516.tgz | tar
496 Mot inconnu : xzf =>   tar xzf ZwooksManager20100516.tgz | xzf
496 Mot inconnu : ZwooksManager20100516 =>   tar xzf ZwooksManager20100516.tgz | zwooksmanager20100516
496 Mot inconnu : tgz =>   tar xzf ZwooksManager20100516.tgz | tgz

498 Guillemets typographiques ouvrants. => Un ''ls -l'' permet de constater qu'un dossier **ZwooksManager** a été créé. | '' => suggestions : ['«\xa0', '“']
498 Mot inconnu : ls => Un ''ls -l'' permet de constater qu'un dossier **ZwooksManager** a été créé. | ls
498 Il manque un espace à côté du tiret. => Un ''ls -l'' permet de constater qu'un dossier **ZwooksManager** a été créé. |  - => suggestions : [' – ', ' — ']
498 Guillemets typographiques fermants. => Un ''ls -l'' permet de constater qu'un dossier **ZwooksManager** a été créé. | '' => suggestions : ['\xa0»', '”']
498 Mot inconnu : ZwooksManager => Un ''ls -l'' permet de constater qu'un dossier **ZwooksManager** a été créé. | zwooksmanager

500 Mot inconnu : tarball => Pour faire un peu de ménage, supprimer le tarball : | tarball

502 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   rm ZwooksManagerAAAAMMJJ.tgz |    => suggestions : ['']
502 Mot inconnu : rm =>   rm ZwooksManagerAAAAMMJJ.tgz | rm
502 Mot inconnu : ZwooksManagerAAAAMMJJ =>   rm ZwooksManagerAAAAMMJJ.tgz | zwooksmanageraaaammjj
502 Mot inconnu : tgz =>   rm ZwooksManagerAAAAMMJJ.tgz | tgz

506 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   mkdir ../Extensions |    => suggestions : ['']
506 Mot inconnu : mkdir =>   mkdir ../Extensions | mkdir
506 Typographie : un ou trois points ? =>   mkdir ../Extensions | .. => suggestions : ['…', '.']

507 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   cp ZwooksManager/NeedExtensions/* ../Extensions/ |    => suggestions : ['']
507 Mot inconnu : cp =>   cp ZwooksManager/NeedExtensions/* ../Extensions/ | cp
507 Mot inconnu : ZwooksManager =>   cp ZwooksManager/NeedExtensions/* ../Extensions/ | zwooksmanager
507 Mot inconnu : NeedExtensions =>   cp ZwooksManager/NeedExtensions/* ../Extensions/ | needextensions
507 Typographie : un ou trois points ? =>   cp ZwooksManager/NeedExtensions/* ../Extensions/ | .. => suggestions : ['…', '.']

509 Mot inconnu : products => Copier les products nécessaires dans le dossier actuel : | products

511 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   cp -a ZwooksManager/NeedProducts/* . |    => suggestions : ['']
511 Mot inconnu : cp =>   cp -a ZwooksManager/NeedProducts/* . | cp
511 Il manque un espace à côté du tiret. =>   cp -a ZwooksManager/NeedProducts/* . |  - => suggestions : [' – ', ' — ']
511 Mot inconnu : ZwooksManager =>   cp -a ZwooksManager/NeedProducts/* . | zwooksmanager
511 Mot inconnu : NeedProducts =>   cp -a ZwooksManager/NeedProducts/* . | needproducts

513 Mot inconnu : zope2 => Redémarrer zope2.9 : | zope2

514 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo service zope2.9 restart |    => suggestions : ['']
514 Mot inconnu : sudo =>   sudo service zope2.9 restart | sudo
514 Mot inconnu : zope2 =>   sudo service zope2.9 restart | zope2
514 Mot inconnu : restart =>   sudo service zope2.9 restart | restart

517 Mot inconnu : manage_main => Ouvrir la page manage_main de Zope : http://localhost:9080/manage_main | manage_main
517 Mot inconnu : Zope => Ouvrir la page manage_main de Zope : http://localhost:9080/manage_main | zope
517 Mot inconnu : manage_main => Ouvrir la page manage_main de Zope : http://localhost:9080/manage_main | manage_main

519 Mot inconnu : Accelerated => En haut à droite de cette page, une liste déroulante commence par //Accelerated HTTP Cache Manager//. Le dérouler pour sélectionner **ZwooksManager** (en bas de la liste). | accelerated
519 Mot inconnu : ZwooksManager => En haut à droite de cette page, une liste déroulante commence par //Accelerated HTTP Cache Manager//. Le dérouler pour sélectionner **ZwooksManager** (en bas de la liste). | zwooksmanager

521 Mot inconnu : ZwooksManager => Un objet nommé **ZwooksManager** (doté d'une icone rouge) apparait. Cliquer dessus, puis sur l'onglet //View//. | zwooksmanager
521 Mot inconnu : icone => Un objet nommé **ZwooksManager** (doté d'une icone rouge) apparait. Cliquer dessus, puis sur l'onglet //View//. | icone
521 Mot inconnu : View => Un objet nommé **ZwooksManager** (doté d'une icone rouge) apparait. Cliquer dessus, puis sur l'onglet //View//. | view

523 Mot inconnu : ZwookEdu => === Créer un site de type ZwookEdu === | zwookedu

525 Mot inconnu : Zwooks => Tout en bas de la page intitulée **Zwooks Manager**, dans la partie **Installer un Zwook**, indiquer le nom du nouveau Zwook : **internet** ; choisir la version 1.3.1 de zwook et cliquer sur le bouton **Install**. | zwooks
525 Mot inconnu : Zwook => Tout en bas de la page intitulée **Zwooks Manager**, dans la partie **Installer un Zwook**, indiquer le nom du nouveau Zwook : **internet** ; choisir la version 1.3.1 de zwook et cliquer sur le bouton **Install**. | zwook
525 Mot inconnu : Zwook => Tout en bas de la page intitulée **Zwooks Manager**, dans la partie **Installer un Zwook**, indiquer le nom du nouveau Zwook : **internet** ; choisir la version 1.3.1 de zwook et cliquer sur le bouton **Install**. | zwook
525 Mot inconnu : zwook => Tout en bas de la page intitulée **Zwooks Manager**, dans la partie **Installer un Zwook**, indiquer le nom du nouveau Zwook : **internet** ; choisir la version 1.3.1 de zwook et cliquer sur le bouton **Install**. | zwook
525 Mot inconnu : Install => Tout en bas de la page intitulée **Zwooks Manager**, dans la partie **Installer un Zwook**, indiquer le nom du nouveau Zwook : **internet** ; choisir la version 1.3.1 de zwook et cliquer sur le bouton **Install**. | install

529 Guillemets typographiques ouvrants. => ''container ok'' | '' => suggestions : ['«\xa0', '“']
529 Mot inconnu : ok => ''container ok'' | ok
529 Guillemets typographiques fermants. => ''container ok'' | '' => suggestions : ['\xa0»', '”']

531 Guillemets typographiques ouvrants. => ''copy du zexp dans import'' | '' => suggestions : ['«\xa0', '“']
531 Mot inconnu : copy => ''copy du zexp dans import'' | copy
531 Mot inconnu : zexp => ''copy du zexp dans import'' | zexp
531 Guillemets typographiques fermants. => ''copy du zexp dans import'' | '' => suggestions : ['\xa0»', '”']

533 Guillemets typographiques ouvrants. => ''import du zexp'' | '' => suggestions : ['«\xa0', '“']
533 Mot inconnu : zexp => ''import du zexp'' | zexp
533 Guillemets typographiques fermants. => ''import du zexp'' | '' => suggestions : ['\xa0»', '”']

535 Guillemets typographiques ouvrants. => ''copy ok'' | '' => suggestions : ['«\xa0', '“']
535 Mot inconnu : copy => ''copy ok'' | copy
535 Mot inconnu : ok => ''copy ok'' | ok
535 Guillemets typographiques fermants. => ''copy ok'' | '' => suggestions : ['\xa0»', '”']

537 Guillemets typographiques ouvrants. => ''cleaning ok'' | '' => suggestions : ['«\xa0', '“']
537 Mot inconnu : cleaning => ''cleaning ok'' | cleaning
537 Mot inconnu : ok => ''cleaning ok'' | ok
537 Guillemets typographiques fermants. => ''cleaning ok'' | '' => suggestions : ['\xa0»', '”']

539 Typographie : points de suspension. Utilisez le caractère dédié. => ''[[http://localhost:9080/internet|Cliquez ici]] pour voir...'' | ... => suggestions : ['…']
539 Guillemets typographiques fermants. => ''[[http://localhost:9080/internet|Cliquez ici]] pour voir...'' | '' => suggestions : ['\xa0»', '”']

544 Mot inconnu : Domain => L'utilisation d'un service DNS (//Domain Name Server//) est nécessaire pour l'utilisation d'hôtes virtuels dans Apache2. | domain
544 Mot inconnu : Name => L'utilisation d'un service DNS (//Domain Name Server//) est nécessaire pour l'utilisation d'hôtes virtuels dans Apache2. | name
544 Mot inconnu : Server => L'utilisation d'un service DNS (//Domain Name Server//) est nécessaire pour l'utilisation d'hôtes virtuels dans Apache2. | server
544 Mot inconnu : Apache2 => L'utilisation d'un service DNS (//Domain Name Server//) est nécessaire pour l'utilisation d'hôtes virtuels dans Apache2. | apache2

548 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get install bind9 bind9-doc bind9utils |    => suggestions : ['']
548 Mot inconnu : sudo =>   sudo apt-get install bind9 bind9-doc bind9utils | sudo
548 Mot inconnu : apt-get =>   sudo apt-get install bind9 bind9-doc bind9utils | apt-get
548 Mot inconnu : install =>   sudo apt-get install bind9 bind9-doc bind9utils | install
548 Mot inconnu : bind9 =>   sudo apt-get install bind9 bind9-doc bind9utils | bind9
548 Mot inconnu : bind9-doc =>   sudo apt-get install bind9 bind9-doc bind9utils | bind9-doc
548 Mot inconnu : bind9utils =>   sudo apt-get install bind9 bind9-doc bind9utils | bind9utils

554 Mot inconnu : FQDN => Nous allons configurer un serveur DNS hybride, qui d'une part sera maître pour le ou les pseudo-noms de domaine correspondants aux FQDN des sites hébergés, et d'autre part servira de cache pour les autres noms de domaine. | fqdn

556 Il manque un espace. => === Fichier named.conf.options === | conf => suggestions : [' conf']

560 Il manque un espace. => Remplacez le fichier ''/etc/bind/named.conf.options'' par le modèle ci-dessous, en substituant à **<nowiki>%%NAMESERVER%%</nowiki>** et **<nowiki>%%NAMESERVER2%%</nowiki>** les IP des DNS à consulter. (Un petit ''cat /etc/resolv.conf'' peut vous être utile pour connaître ces IP.) | nameserver => suggestions : [' NAMESERVER']
560 Mot inconnu : NAMESERVER => Remplacez le fichier ''/etc/bind/named.conf.options'' par le modèle ci-dessous, en substituant à **<nowiki>%%NAMESERVER%%</nowiki>** et **<nowiki>%%NAMESERVER2%%</nowiki>** les IP des DNS à consulter. (Un petit ''cat /etc/resolv.conf'' peut vous être utile pour connaître ces IP.) | nameserver
560 Il manque un espace. => Remplacez le fichier ''/etc/bind/named.conf.options'' par le modèle ci-dessous, en substituant à **<nowiki>%%NAMESERVER%%</nowiki>** et **<nowiki>%%NAMESERVER2%%</nowiki>** les IP des DNS à consulter. (Un petit ''cat /etc/resolv.conf'' peut vous être utile pour connaître ces IP.) | nameserver2 => suggestions : [' NAMESERVER2']
560 Mot inconnu : NAMESERVER2 => Remplacez le fichier ''/etc/bind/named.conf.options'' par le modèle ci-dessous, en substituant à **<nowiki>%%NAMESERVER%%</nowiki>** et **<nowiki>%%NAMESERVER2%%</nowiki>** les IP des DNS à consulter. (Un petit ''cat /etc/resolv.conf'' peut vous être utile pour connaître ces IP.) | nameserver2
